Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
032024_COL_SAN_T5_141_OFAV_S19_R1_001_val_1	(1, 0.0006722452579145279)	(2, 0.05087448994630446)	(3, 0.0011263578362697693)	(4, 0.03285673061470741)	(5, 0.0005175693578633976)	(6, 0.0002518440936729942)	(7, 0.0)	(8, 9.915121798149378e-06)	(9, 0.00017252311928779918)	(10, 0.00044737029553249994)	(15, 0.00017014349005624335)	(20, 0.013174974991086297)	(25, 0.0003530396719723558)	(30, 0.0006832058693494148)	(35, 0.00849179363920013)	(40, 0.0165453507651673)	(45, 0.024234380921842835)	(50, 0.000431707755057916)	(55, 0.008220171488748783)	(60, 0.00117851398488688)	(65, 0.0005738585570529005)	(70, 0.007837404844921713)	(75, 0.0016033863966746643)	(80, 0.0005246353491309116)	(85, 0.0006997481653056166)	(90, 0.0009207925897938901)	(95, 0.00015144734926292078)	(100, 0.008025530168358774)	(105, 0.015633833884998973)	(110, 0.0007427302534213434)	(115, 0.0004902572698460395)	(120, 0.004461338439033647)	(125, 0.017801280170060697)	(130, 0.0034725339461417976)	(135, 0.00035406600463977006)	(140, 0.0006052837929462738)	(145, 0.0007450337754447312)	(150, 0.02683972625152739)
032024_COL_SAN_T5_141_OFAV_S19_R2_001_val_2	(1, 0.07233477956621898)	(2, 0.0401443451363472)	(3, 0.0)	(4, 0.000525501455301917)	(5, 0.00022209872827854606)	(6, 0.0008070909143693594)	(7, 0.00042833326168005315)	(8, 0.0003093518001022606)	(9, 0.0008447683772023271)	(10, 0.000876496766956405)	(15, 0.0008951371959369258)	(20, 0.0406816645882494)	(25, 0.0014951658738449705)	(30, 0.0009835899770910136)	(35, 0.0007244659454032609)	(40, 0.0017352831963889446)	(45, 0.003194245268086738)	(50, 0.00925474095808188)	(55, 0.0009739750173696522)	(60, 0.0017705516262309605)	(65, 0.004618751970421116)	(70, 0.0007672297357988178)	(75, 0.0008625094586175806)	(80, 0.0006409093714431578)	(85, 0.008547533159202987)	(90, 0.017613537502864058)	(95, 0.0014011652818382704)	(100, 0.0019936032205348816)	(105, 0.0018663545808120922)	(110, 0.0006788021028266071)	(115, 0.003907535131736584)	(120, 0.0012676273628054423)	(125, 0.0019160931746811498)	(130, 0.0011520228433013976)	(135, 0.0012605706511306723)	(140, 0.0017241289681642598)	(145, 0.002126668329414178)	(150, 0.005598535733581109)
032024_COL_SAN_T5_143_DLAB_S40_R1_001_val_1	(1, 0.0007031763394102275)	(2, 0.051345910780092735)	(3, 0.0012442775515879706)	(4, 0.03351126587399848)	(5, 0.0004951586564268027)	(6, 0.00023609368927566624)	(7, 0.0)	(8, 2.2971277875470227e-05)	(9, 0.00017611313037860506)	(10, 0.00046504075876785286)	(15, 0.0001643722550200314)	(20, 0.014430246466343114)	(25, 0.00040462808446233695)	(30, 0.0007348622268781314)	(35, 0.008591485289489815)	(40, 0.017286394887308508)	(45, 0.025393337326002866)	(50, 0.000432130030698006)	(55, 0.008648833935459546)	(60, 0.001244584606865416)	(65, 0.0006378600259654152)	(70, 0.008249589871681893)	(75, 0.0016844281919361163)	(80, 0.0005495569022757053)	(85, 0.0007249632261627337)	(90, 0.0009707297162615501)	(95, 0.00018288864282063865)	(100, 0.008365759939470347)	(105, 0.016267460643870187)	(110, 0.0008104547273703364)	(115, 0.0005401568637334779)	(120, 0.004650461375202458)	(125, 0.018286812501149958)	(130, 0.003696745621811433)	(135, 0.00040181863714902963)	(140, 0.0006844107054509755)	(145, 0.0008200728905566653)	(150, 0.02882029670495458)
032024_COL_SAN_T5_143_DLAB_S40_R2_001_val_2	(1, 0.07473705256784238)	(2, 0.0402176028315316)	(3, 0.0)	(4, 0.0005449297584903215)	(5, 0.00034712153234043897)	(6, 0.0009826602202284485)	(7, 0.0004862253816974531)	(8, 0.000316493161839812)	(9, 0.0010311551401877748)	(10, 0.0010574444915341461)	(15, 0.001017117137041654)	(20, 0.042561334341328215)	(25, 0.0017053069112768912)	(30, 0.0011479605540518044)	(35, 0.000816835400852951)	(40, 0.0019827330059250968)	(45, 0.00340882000292406)	(50, 0.009906090279505788)	(55, 0.001074883724958865)	(60, 0.001871039944534163)	(65, 0.005106453279626356)	(70, 0.0008569555746390531)	(75, 0.0009681228289961457)	(80, 0.0007573376600957395)	(85, 0.009057135602714523)	(90, 0.01822719558416537)	(95, 0.0016008638698945122)	(100, 0.002229639042997387)	(105, 0.002134002834098332)	(110, 0.0007690767882754852)	(115, 0.0042608145204671)	(120, 0.001459388795076861)	(125, 0.002281711262316626)	(130, 0.0013395615210591663)	(135, 0.001448117981967328)	(140, 0.002022761428127984)	(145, 0.002567786045161746)	(150, 0.006730268569055409)
032024_COL_SAN_T5_144_PSTR_S9_R1_001_val_1	(1, 0.0007124299171921168)	(2, 0.0494691452733075)	(3, 0.0011415446812682987)	(4, 0.03292585987060218)	(5, 0.0004821328044253628)	(6, 0.00023692436781040164)	(7, 0.0)	(8, 1.8224951370030895e-05)	(9, 0.00020875853387489936)	(10, 0.00046987238259461477)	(15, 0.0001567345817822657)	(20, 0.013781208618722604)	(25, 0.000361575666152541)	(30, 0.0006960943745660163)	(35, 0.00844900900235693)	(40, 0.017177111756231548)	(45, 0.0248852716079541)	(50, 0.0004312636430460816)	(55, 0.008764367995357951)	(60, 0.0012208708083771668)	(65, 0.0006216203874272973)	(70, 0.008227458949237086)	(75, 0.001577827620407966)	(80, 0.0005301693606398981)	(85, 0.0006980430690443187)	(90, 0.0009373593127970626)	(95, 0.00014681727035442354)	(100, 0.008060054515891642)	(105, 0.01571142244500187)	(110, 0.0007614067424368076)	(115, 0.00048703415415036393)	(120, 0.004513939166143407)	(125, 0.017838525783240446)	(130, 0.0034961844033380173)	(135, 0.00035542771058681347)	(140, 0.0006103809964912057)	(145, 0.0007485981132251605)	(150, 0.026872714825197846)
032024_COL_SAN_T5_144_PSTR_S9_R2_001_val_2	(1, 0.07402146839626095)	(2, 0.039770157516929236)	(3, 0.0)	(4, 0.0005334940310136317)	(5, 0.00022864029900584215)	(6, 0.0008002410465204476)	(7, 0.0004108898127061511)	(8, 0.00029656966320323007)	(9, 0.0009195316373061044)	(10, 0.0009417329417023238)	(15, 0.0009486915594981537)	(20, 0.0420833364927181)	(25, 0.0015702855518344744)	(30, 0.0010029953429031718)	(35, 0.0007597017497886144)	(40, 0.0017957416124026683)	(45, 0.003262147082709984)	(50, 0.009579767997732084)	(55, 0.0010175866117664843)	(60, 0.0017830251016654282)	(65, 0.004874696711039634)	(70, 0.0007611570412417983)	(75, 0.0008858918036827395)	(80, 0.0006689521565417641)	(85, 0.008728548080060397)	(90, 0.01765083420475997)	(95, 0.001408087862648613)	(100, 0.002077800931379714)	(105, 0.0018957226858096353)	(110, 0.0006872311366166999)	(115, 0.003963974184488698)	(120, 0.0013206694776887547)	(125, 0.0020084488886755575)	(130, 0.0011931495062616722)	(135, 0.0012544479256060281)	(140, 0.0017678967809930033)	(145, 0.002211803551662676)	(150, 0.005945311095273144)
032024_COL_SAN_T5_146_DLAB_S12_R1_001_val_1	(1, 0.000632582212243207)	(2, 0.051697873778355656)	(3, 0.0012207726902939084)	(4, 0.0333511399677113)	(5, 0.0005308511547187147)	(6, 0.0002293572933279464)	(7, 0.0)	(8, 1.6646900322189657e-05)	(9, 0.00017756693677002303)	(10, 0.00045205582652701695)	(15, 0.0001697983832863345)	(20, 0.014271435240338361)	(25, 0.00036705051739211527)	(30, 0.0007342728942235854)	(35, 0.008709207491437724)	(40, 0.01709589402286217)	(45, 0.02479056154552735)	(50, 0.00043593513073218233)	(55, 0.008516073916093944)	(60, 0.001196322095964035)	(65, 0.0006189462134773966)	(70, 0.0080545535350253)	(75, 0.0016515004250683052)	(80, 0.0005722558278729873)	(85, 0.0007062901813250301)	(90, 0.0009686552909774347)	(95, 0.0001732013928833276)	(100, 0.00849885587950262)	(105, 0.016485372871142132)	(110, 0.0008213239520232373)	(115, 0.0005100719042801195)	(120, 0.004628255907982095)	(125, 0.01848252073964108)	(130, 0.003612835904650643)	(135, 0.0003347712106891959)	(140, 0.000663465171322996)	(145, 0.0007873875851872765)	(150, 0.02832951458216401)
032024_COL_SAN_T5_146_DLAB_S12_R2_001_val_2	(1, 0.07416564024653764)	(2, 0.04015232357712145)	(3, 0.0)	(4, 0.0004883090761175632)	(5, 0.0002885462722512874)	(6, 0.0008878346838501151)	(7, 0.00044021803074234875)	(8, 0.0002626510939723257)	(9, 0.0010413560979325308)	(10, 0.0010272987154382374)	(15, 0.0009914153969659619)	(20, 0.04202367810390893)	(25, 0.0015995824279151382)	(30, 0.0011180775311994831)	(35, 0.0007894987171442385)	(40, 0.0018876455643718698)	(45, 0.0033522041537717897)	(50, 0.009879581826755236)	(55, 0.001004102971205305)	(60, 0.0018358639634541822)	(65, 0.005078374446766093)	(70, 0.0008003632836642742)	(75, 0.0009238126859018938)	(80, 0.0007019475204331248)	(85, 0.008998525967022702)	(90, 0.018359719570375993)	(95, 0.0015160729532482627)	(100, 0.0021980166089293437)	(105, 0.0021424611670232516)	(110, 0.0007372611685353911)	(115, 0.004136728316174965)	(120, 0.001425931168610981)	(125, 0.0021824488942466438)	(130, 0.0012447011257538509)	(135, 0.0014281011577641442)	(140, 0.0018835482713493378)	(145, 0.002412245681224317)	(150, 0.006359671090635347)
032024_COL_SAN_T5_147_PSTR_S10_R1_001_val_1	(1, 0.0007300123140114538)	(2, 0.05149656959026592)	(3, 0.0013440413631799664)	(4, 0.033362245004822516)	(5, 0.0005082796018117131)	(6, 0.00018420871475055377)	(7, 0.0)	(8, 1.1939453733832187e-05)	(9, 0.0001654467160259603)	(10, 0.00044141866090225296)	(15, 0.00018045631500563508)	(20, 0.0148037792592496)	(25, 0.0004142157748441239)	(30, 0.000726238747957846)	(35, 0.008603125833564363)	(40, 0.01731081685029421)	(45, 0.02550013417670687)	(50, 0.0004379679301419202)	(55, 0.008764067720696303)	(60, 0.0012124504473421255)	(65, 0.0006454968667324577)	(70, 0.008300158005621)	(75, 0.0017205998343462186)	(80, 0.000569685338263418)	(85, 0.0007301104165188969)	(90, 0.0009545890409597065)	(95, 0.00017628561622473312)	(100, 0.008300267439980368)	(105, 0.016404775007841342)	(110, 0.0008581308422221007)	(115, 0.0005347125270705082)	(120, 0.004817303500245073)	(125, 0.01869225063017807)	(130, 0.0038514386595280723)	(135, 0.00038740009378098524)	(140, 0.0007383453834238597)	(145, 0.0008934626599671786)	(150, 0.029717470055419103)
032024_COL_SAN_T5_147_PSTR_S10_R2_001_val_2	(1, 0.07449025184537902)	(2, 0.04020184635806067)	(3, 0.0)	(4, 0.0006157346854162029)	(5, 0.00033430470454730125)	(6, 0.0009329830274866011)	(7, 0.0004980457843255713)	(8, 0.0003189539783180885)	(9, 0.0011359537409617482)	(10, 0.0010929717075199524)	(15, 0.0010482840378304662)	(20, 0.042755539180653376)	(25, 0.001720069458446013)	(30, 0.0011924860307791366)	(35, 0.0008338723584236325)	(40, 0.0020412990581142668)	(45, 0.003440923002240642)	(50, 0.009996724869808947)	(55, 0.0010796738094419433)	(60, 0.0019613788250282967)	(65, 0.005224161051976663)	(70, 0.0008647111679108519)	(75, 0.0010081394145686677)	(80, 0.0007880914224863413)	(85, 0.009231828306306535)	(90, 0.01848529699048006)	(95, 0.0016898586607802433)	(100, 0.002370313568356153)	(105, 0.002310163253988308)	(110, 0.000869845866055807)	(115, 0.004376182099193327)	(120, 0.0016232461435868343)	(125, 0.002494923167471062)	(130, 0.001494615369983724)	(135, 0.0017276085908824032)	(140, 0.002295718069719894)	(145, 0.0029731509329210103)	(150, 0.007131771550538824)
032024_COL_SAN_T5_148_DLAB_S13_R1_001_val_1	(1, 0.0006679092279839857)	(2, 0.05038587142342113)	(3, 0.0011594604013879304)	(4, 0.03319471340090073)	(5, 0.000512188818088843)	(6, 0.00024202328766835443)	(7, 0.0)	(8, 7.5045980672357945e-06)	(9, 0.0001801103536136591)	(10, 0.00044839973451733876)	(15, 0.00015647086970186632)	(20, 0.014318616393062294)	(25, 0.00037680859729197794)	(30, 0.0007226279593646741)	(35, 0.008564394474500053)	(40, 0.017125597240883927)	(45, 0.025182082554281796)	(50, 0.00044851221842775123)	(55, 0.008645121021179453)	(60, 0.0011589221861013513)	(65, 0.000622290752520075)	(70, 0.008220445257360175)	(75, 0.001648071979798925)	(80, 0.0005482966123707894)	(85, 0.0006965088578352502)	(90, 0.0009209048934270133)	(95, 0.00016815057119887216)	(100, 0.008363989128485776)	(105, 0.016215245122937684)	(110, 0.0007808144714871043)	(115, 0.0005344989965769688)	(120, 0.004591919115274768)	(125, 0.0182231532627776)	(130, 0.0036069179866948338)	(135, 0.00037457270301469105)	(140, 0.0006317212481495452)	(145, 0.0007654157090368017)	(150, 0.02792498827781013)
032024_COL_SAN_T5_148_DLAB_S13_R2_001_val_2	(1, 0.07442309903277738)	(2, 0.03977624590586652)	(3, 0.0)	(4, 0.000514064967605652)	(5, 0.00022513794201707387)	(6, 0.0008761618243497792)	(7, 0.0004090005946643509)	(8, 0.000330202314958375)	(9, 0.0010562721779634383)	(10, 0.0010194996474339828)	(15, 0.0010345088435684544)	(20, 0.04195133129944925)	(25, 0.0017058891563092415)	(30, 0.0011833342095015306)	(35, 0.0008128439078031178)	(40, 0.001961294195520317)	(45, 0.003328666918434244)	(50, 0.009662942628942638)	(55, 0.0010326798545006058)	(60, 0.001823360680665028)	(65, 0.004946491674456721)	(70, 0.0007815852970925334)	(75, 0.0009613556024233977)	(80, 0.0007055151546609715)	(85, 0.008994850261720568)	(90, 0.018253333818693283)	(95, 0.0015972364570303538)	(100, 0.0022177135489098083)	(105, 0.002027785961606304)	(110, 0.0007531801040100556)	(115, 0.004167606511403107)	(120, 0.0014161202872802305)	(125, 0.0021614047372969488)	(130, 0.001288950557716947)	(135, 0.0014290143933241202)	(140, 0.0019561145185210274)	(145, 0.002409406692806219)	(150, 0.006321148310735027)
032024_COL_SAN_T5_149_DLAB_S14_R1_001_val_1	(1, 0.0007298495126684478)	(2, 0.051693713390302896)	(3, 0.0012662040382573536)	(4, 0.033304900319954145)	(5, 0.0005108946588679135)	(6, 0.00020367893376793894)	(7, 0.0)	(8, 1.0183946688396946e-05)	(9, 0.00018161371594307887)	(10, 0.0004596354605363155)	(15, 0.00018534782972882442)	(20, 0.01430835908024935)	(25, 0.0003979378061576699)	(30, 0.0007155720580366229)	(35, 0.00859145306242499)	(40, 0.01721693307813284)	(45, 0.02500948105605583)	(50, 0.0004439093267747686)	(55, 0.008565519923178761)	(60, 0.001206439945766964)	(65, 0.0006279516263314395)	(70, 0.008282206695617078)	(75, 0.001660312941271922)	(80, 0.0005288513245312924)	(85, 0.0007573543127861206)	(90, 0.0009709425139867927)	(95, 0.0001726538132258784)	(100, 0.008197249978280686)	(105, 0.01605961397214001)	(110, 0.0008139113674301235)	(115, 0.0005314998212237622)	(120, 0.004688928007743293)	(125, 0.018105540960415233)	(130, 0.0036833675196503105)	(135, 0.00039489394219643665)	(140, 0.0006598882935960678)	(145, 0.0007863367415544697)	(150, 0.02757144171217487)
032024_COL_SAN_T5_149_DLAB_S14_R2_001_val_2	(1, 0.0757770499839136)	(2, 0.03996859610306188)	(3, 0.0)	(4, 0.000527867903348575)	(5, 0.0003004264273077099)	(6, 0.0009742642331899746)	(7, 0.0004158444897762086)	(8, 0.0003241889695806361)	(9, 0.0010166973443916283)	(10, 0.001051322763132178)	(15, 0.0010010819594694197)	(20, 0.042060343841681294)	(25, 0.0016743947850113273)	(30, 0.0011361124036103104)	(35, 0.0008274838655264878)	(40, 0.0018882685000266406)	(45, 0.003409541949544373)	(50, 0.009887344066805337)	(55, 0.0010481406431370542)	(60, 0.0018588710639449771)	(65, 0.005120674089020298)	(70, 0.0008379214978982927)	(75, 0.0009501998933768124)	(80, 0.0007601193507598394)	(85, 0.00884648099240078)	(90, 0.01794251081223862)	(95, 0.0015763641200476517)	(100, 0.00218297862364382)	(105, 0.0021112286646264478)	(110, 0.0007112236696173723)	(115, 0.004139591126578581)	(120, 0.0014280154513085415)	(125, 0.0021430374701454443)	(130, 0.001261858008454636)	(135, 0.0014158401146636625)	(140, 0.0019047525723870883)	(145, 0.0023721687467123122)	(150, 0.0062369555186663666)
032024_COL_SAN_T5_150_MCAV_S8_R1_001_val_1	(1, 0.0006709740319414151)	(2, 0.05099807657260957)	(3, 0.001175892116339985)	(4, 0.033003282062051977)	(5, 0.00043336552163620565)	(6, 0.00022680812347315436)	(7, 0.0)	(8, 1.7550628602089326e-05)	(9, 0.00018495662449894137)	(10, 0.0004641466241075623)	(15, 0.00016389587017643417)	(20, 0.014319080883657643)	(25, 0.00038375907193888146)	(30, 0.0007325588930687214)	(35, 0.008124290760777244)	(40, 0.01711639906115335)	(45, 0.024777202966551143)	(50, 0.0004315340033666628)	(55, 0.008442390068217823)	(60, 0.0012485974454021)	(65, 0.0006189789338670019)	(70, 0.008467736050492149)	(75, 0.001533390343735662)	(80, 0.0005274931422156687)	(85, 0.000689299839130262)	(90, 0.0009172044457494223)	(95, 0.00015768417184816355)	(100, 0.007777716894179944)	(105, 0.01529612592421993)	(110, 0.0007716892060502386)	(115, 0.0005048522687676188)	(120, 0.00452863145574046)	(125, 0.017219118984889613)	(130, 0.0035442111577922097)	(135, 0.0003639754060125248)	(140, 0.0006118799780543599)	(145, 0.0008230179971994315)	(150, 0.026401138225542617)
032024_COL_SAN_T5_150_MCAV_S8_R2_001_val_2	(1, 0.07532324781510537)	(2, 0.03988852866748702)	(3, 0.0)	(4, 0.0005359691965407279)	(5, 0.0002902603961114773)	(6, 0.0009369335576807686)	(7, 0.00047521702061041875)	(8, 0.0003240116049616491)	(9, 0.0009477339445128236)	(10, 0.001007136072089126)	(15, 0.0010392672229144896)	(20, 0.04143870115289053)	(25, 0.0017281493536056745)	(30, 0.0011044384575915256)	(35, 0.0008243736080009565)	(40, 0.0019147953085437875)	(45, 0.003316739957466679)	(50, 0.009490383483560978)	(55, 0.0010799870432960795)	(60, 0.0018514726232657448)	(65, 0.004909910461545733)	(70, 0.0008442278788938397)	(75, 0.0009461802875601581)	(80, 0.0007604317901414523)	(85, 0.008792185979250211)	(90, 0.017229302110318208)	(95, 0.0015557072840836218)	(100, 0.0022193206802099976)	(105, 0.0020586887301618133)	(110, 0.0007552004874782812)	(115, 0.004146747786877769)	(120, 0.0014196532927992658)	(125, 0.002178411842711863)	(130, 0.0013328948181472703)	(135, 0.001410171786042228)	(140, 0.001914267564338085)	(145, 0.0024898688030122315)	(150, 0.0060300396112826235)
032024_COL_SAN_T5_154_PSTR_S38_R1_001_val_1	(1, 0.0007667326372966594)	(2, 0.052408430855218714)	(3, 0.0013437261635381617)	(4, 0.033376975920940376)	(5, 0.00046346110733144926)	(6, 0.00023173055366572463)	(7, 0.0)	(8, 1.7107624767268262e-05)	(9, 0.00018662863382474469)	(10, 0.0004780803503143876)	(15, 0.00017387567718005377)	(20, 0.015263033303491375)	(25, 0.00043150546260871544)	(30, 0.0007412506655074195)	(35, 0.008323909433138156)	(40, 0.01743804721687302)	(45, 0.02563338687239901)	(50, 0.0004442675955321076)	(55, 0.008687665879885542)	(60, 0.0012246897324418866)	(65, 0.0006579537524748965)	(70, 0.00851372151482129)	(75, 0.0016167937711006964)	(80, 0.0005533175286489103)	(85, 0.0007845302092113996)	(90, 0.000959153960314985)	(95, 0.00018820454179473012)	(100, 0.008181029959050774)	(105, 0.015980794351216788)	(110, 0.0008774019778274002)	(115, 0.0005697021259480137)	(120, 0.004735373435582348)	(125, 0.018408730172426238)	(130, 0.0038293893112262348)	(135, 0.00047227815449102747)	(140, 0.0008004852612620909)	(145, 0.0009884564576716172)	(150, 0.03172254510544081)
032024_COL_SAN_T5_154_PSTR_S38_R2_001_val_2	(1, 0.07531709565720612)	(2, 0.03992919620680412)	(3, 0.0)	(4, 0.0005941011510087705)	(5, 0.0004136934716448507)	(6, 0.0010326784404969206)	(7, 0.0005458887539373781)	(8, 0.00033437630226933424)	(9, 0.0011664289614046542)	(10, 0.001171405724973314)	(15, 0.0011244375187940867)	(20, 0.04251108589926371)	(25, 0.0018026993569759257)	(30, 0.0012582490920987253)	(35, 0.0008760871356078211)	(40, 0.0021194395774129216)	(45, 0.0034736136976857455)	(50, 0.009865714298046708)	(55, 0.0011355970478386342)	(60, 0.0019746713332553793)	(65, 0.005258363808034998)	(70, 0.0009624047698417719)	(75, 0.001035107793881536)	(80, 0.0008479792563937878)	(85, 0.009354540589681482)	(90, 0.01787682388829895)	(95, 0.0018271713593776926)	(100, 0.0025409169581275034)	(105, 0.002449074126140616)	(110, 0.0009431616596178453)	(115, 0.004653591190266939)	(120, 0.001864570120996007)	(125, 0.002830488301213345)	(130, 0.0017285536635977315)	(135, 0.0020708045911905972)	(140, 0.002745466347175553)	(145, 0.0038588651732934095)	(150, 0.008465074190589273)
032024_COL_SAN_T5_158_DLAB_S15_R1_001_val_1	(1, 0.0007267588087476261)	(2, 0.05119496694192206)	(3, 0.001314395216963564)	(4, 0.033505657537004845)	(5, 0.0005149605273411751)	(6, 0.00021802764262428785)	(7, 0.0)	(8, 1.2458722435673592e-05)	(9, 0.0001951866514922196)	(10, 0.00046138802086777866)	(15, 0.00017899031232584392)	(20, 0.014242577486660794)	(25, 0.00037632353892064105)	(30, 0.0006913072155805491)	(35, 0.00877970286940793)	(40, 0.01733341612476103)	(45, 0.0250550391463161)	(50, 0.0004329070488059033)	(55, 0.008764541159213823)	(60, 0.0012040685263242155)	(65, 0.0006284064815968351)	(70, 0.00811654907721034)	(75, 0.0016706630762886583)	(80, 0.0005550758796871987)	(85, 0.0007070127109840976)	(90, 0.0009710149602631413)	(95, 0.00018837304626088397)	(100, 0.008431855593484156)	(105, 0.016402063645741965)	(110, 0.0007983653985054975)	(115, 0.0005127258733977445)	(120, 0.004764216547689809)	(125, 0.018300497931796878)	(130, 0.003820285097388619)	(135, 0.0003715167918803922)	(140, 0.0006836909967708868)	(145, 0.000783961893863319)	(150, 0.02830052889595495)
032024_COL_SAN_T5_158_DLAB_S15_R2_001_val_2	(1, 0.07406087551886166)	(2, 0.040212603114875796)	(3, 0.0)	(4, 0.00048381372125199117)	(5, 0.00031769742210967656)	(6, 0.0009593216275468665)	(7, 0.0005066547123840594)	(8, 0.0003135445146311187)	(9, 0.0009344041826755194)	(10, 0.0010452868123530144)	(15, 0.0010000201208367335)	(20, 0.042356795181756925)	(25, 0.0016585635454996967)	(30, 0.0011092010974937875)	(35, 0.0007764193839407869)	(40, 0.0018877415665987881)	(45, 0.0034704112198444674)	(50, 0.010080416547987827)	(55, 0.0010477914505215053)	(60, 0.0018825069966510043)	(65, 0.005129976613077034)	(70, 0.0008466480562936417)	(75, 0.0009168643121894663)	(80, 0.0007219216550626962)	(85, 0.008959171076023219)	(90, 0.018527595911352644)	(95, 0.0015546013086162928)	(100, 0.00212092405362929)	(105, 0.002070933804876702)	(110, 0.00073747267907552)	(115, 0.004155026649824142)	(120, 0.0013737346289896119)	(125, 0.002128499869738724)	(130, 0.001220493925090277)	(135, 0.0013526556009941363)	(140, 0.0018775942011108322)	(145, 0.00239369249184196)	(150, 0.0064576893948046785)
032024_COL_SAN_T5_159_DLAB_S16_R1_001_val_1	(1, 0.0006079187352667217)	(2, 0.04980502734615203)	(3, 0.0011608943778416987)	(4, 0.03181027831069132)	(5, 0.0005068943390270623)	(6, 0.00021091058162314832)	(7, 0.0)	(8, 2.3040651773957382e-05)	(9, 0.0001967317189930207)	(10, 0.00040586994278740305)	(15, 0.00014923252918209318)	(20, 0.013933753375429422)	(25, 0.0003765164826206001)	(30, 0.0007155890935087574)	(35, 0.008450049142045496)	(40, 0.01678894692020434)	(45, 0.024396269075504427)	(50, 0.0004170753546655297)	(55, 0.008351151318490659)	(60, 0.0012494814225773386)	(65, 0.0005904704286792561)	(70, 0.008031009766256487)	(75, 0.0014755655060282016)	(80, 0.0004918446223105351)	(85, 0.0006661139850320256)	(90, 0.000888902169275994)	(95, 0.00015675330258715573)	(100, 0.008079864966751109)	(105, 0.015729154610842528)	(110, 0.0007549675408808791)	(115, 0.0005053757207292732)	(120, 0.004179077003889871)	(125, 0.017535108880563706)	(130, 0.0032419118066048286)	(135, 0.00035353673737790293)	(140, 0.0005778497900212097)	(145, 0.0007816628953555671)	(150, 0.027236204732083057)
032024_COL_SAN_T5_159_DLAB_S16_R2_001_val_2	(1, 0.06647936979918212)	(2, 0.03906453890383036)	(3, 0.0)	(4, 0.0004873984029106369)	(5, 0.0002959837574039141)	(6, 0.0007922439494583807)	(7, 0.0004891707607394029)	(8, 0.00029775611523268)	(9, 0.0008631382626090189)	(10, 0.0008681008645295634)	(15, 0.0009000033054473506)	(20, 0.041150460333573585)	(25, 0.001493712532614571)	(30, 0.0009304429917862821)	(35, 0.0007457825526319353)	(40, 0.0018172511265971665)	(45, 0.0029487477555889896)	(50, 0.008476138621588698)	(55, 0.0009430944722687728)	(60, 0.001679533432868275)	(65, 0.0044214175902664065)	(70, 0.0007951664085570279)	(75, 0.00083568687856288)	(80, 0.0006469313408410067)	(85, 0.008691475693732142)	(90, 0.017552098716776193)	(95, 0.001421396945243622)	(100, 0.0021023248212870996)	(105, 0.0019072702326607153)	(110, 0.0007071294530844305)	(115, 0.0037594439260298707)	(120, 0.0013674620044718633)	(125, 0.0020711365294341956)	(130, 0.0012283980567052554)	(135, 0.001360896476541787)	(140, 0.0018478760660246237)	(145, 0.0023058890132636716)	(150, 0.005573610349796705)
032024_COL_SAN_T5_160_DLAB_S41_R1_001_val_1	(1, 0.0006969927107970803)	(2, 0.05263804916064743)	(3, 0.0012973486505997646)	(4, 0.034461880496238995)	(5, 0.00048318385497197943)	(6, 0.000257295402772579)	(7, 0.0)	(8, 1.570347528658933e-05)	(9, 0.00020414517872566128)	(10, 0.00047303699401756783)	(15, 0.00018143553754197824)	(20, 0.014778168074038997)	(25, 0.00041176482969040553)	(30, 0.0007118528832475849)	(35, 0.008647089711662288)	(40, 0.017112678328332447)	(45, 0.025001953739394702)	(50, 0.00045288218479544874)	(55, 0.008583504570012598)	(60, 0.0011568391443335475)	(65, 0.0006537048581042175)	(70, 0.008022583651554872)	(75, 0.0017193190018745838)	(80, 0.0005761852525138216)	(85, 0.0007666928688772622)	(90, 0.0009799068184737256)	(95, 0.00019016731833988135)	(100, 0.008483901577650109)	(105, 0.016570014114510624)	(110, 0.0008522797525402392)	(115, 0.0005509872261590234)	(120, 0.004827234795072563)	(125, 0.01878023082571288)	(130, 0.0038508600330917375)	(135, 0.00041394420985613867)	(140, 0.0007452045084387087)	(145, 0.000852829851509629)	(150, 0.03027031478656159)
