Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
032024_COL_SAN_T5_141_OFAV_S19_R1_001_val_1	(1, 38.63983498540415)	(2, 38.93657530582598)	(3, 39.12743319071951)	(4, 39.038783236876384)	(5, 39.016998524471234)	(6, 38.95504733637788)	(7, 39.01109692499551)	(8, 38.9791490937658)	(9, 38.98559765102039)	(10, 38.972854316084245)	(15, 39.23856120160489)	(20, 39.30295935179579)	(25, 39.069175369942755)	(30, 39.00013977416114)	(35, 38.995524790339765)	(40, 38.961507333423434)	(45, 38.94239965816189)	(50, 38.92666294612451)	(55, 38.88723449210338)	(60, 38.85472870185673)	(65, 38.8158861389767)	(70, 38.784365238058975)	(75, 38.745429224814515)	(80, 38.68164003465052)	(85, 38.65708775134915)	(90, 38.590941613532024)	(95, 38.54773198481724)	(100, 38.50765156945052)	(105, 38.44918592515035)	(110, 38.412617230512396)	(115, 38.359040703623535)	(120, 38.2881845203415)	(125, 38.242192063100674)	(130, 38.207843416908545)	(135, 38.16002105020833)	(140, 38.104873946067926)	(145, 38.100114915054334)	(150, 38.4485937393875)
032024_COL_SAN_T5_141_OFAV_S19_R2_001_val_2	(1, 37.32625632921885)	(2, 38.230841565396254)	(3, 38.59532421893033)	(4, 38.69936807359336)	(5, 38.79062388008699)	(6, 38.82425236412198)	(7, 38.85093478975103)	(8, 38.8865315841049)	(9, 38.900884635098926)	(10, 38.955096142573424)	(15, 39.01190589581698)	(20, 39.013932913652496)	(25, 38.71428894366809)	(30, 38.64087399529999)	(35, 38.6334586476035)	(40, 38.62916784744861)	(45, 38.62778658522218)	(50, 38.60915717652212)	(55, 38.5883171490416)	(60, 38.56747036916372)	(65, 38.527841990474734)	(70, 38.494161275467185)	(75, 38.43961737832696)	(80, 38.38612297509358)	(85, 38.32606884595303)	(90, 38.25769406521262)	(95, 38.22300708429009)	(100, 38.180422352557535)	(105, 38.12110049537003)	(110, 38.06195043194186)	(115, 38.02584446280666)	(120, 37.96211708354669)	(125, 37.91721766542152)	(130, 37.862854845352416)	(135, 37.81915866612494)	(140, 37.800911272963916)	(145, 37.824348362359515)	(150, 38.24828016756824)
032024_COL_SAN_T5_143_DLAB_S40_R1_001_val_1	(1, 38.827549014549405)	(2, 38.9761504408386)	(3, 39.13772844409422)	(4, 39.049075340342135)	(5, 39.0270662272023)	(6, 38.976162717710444)	(7, 39.035770146483884)	(8, 39.01973292750062)	(9, 39.03391815101428)	(10, 39.00714791383213)	(15, 39.25883896806231)	(20, 39.32171241909149)	(25, 39.10934155065716)	(30, 39.045942056202236)	(35, 39.04402739472942)	(40, 39.01476404079118)	(45, 38.99866384019208)	(50, 38.98689417752588)	(55, 38.95081998276295)	(60, 38.92194318617297)	(65, 38.88746489750386)	(70, 38.85928604428394)	(75, 38.82749405144268)	(80, 38.76774583805317)	(85, 38.74835036324453)	(90, 38.68876851495619)	(95, 38.65110057239388)	(100, 38.61595370930018)	(105, 38.56469405029736)	(110, 38.531930040452565)	(115, 38.48260572028045)	(120, 38.4174173269855)	(125, 38.37410651498777)	(130, 38.341270429092546)	(135, 38.29476468377134)	(140, 38.2402284062271)	(145, 38.22743253877829)	(150, 38.540424141215496)
032024_COL_SAN_T5_143_DLAB_S40_R2_001_val_2	(1, 37.95003027295378)	(2, 38.836052241433286)	(3, 39.0097768183384)	(4, 38.99313134544064)	(5, 39.089962453829166)	(6, 39.116371766293334)	(7, 39.16574156013237)	(8, 39.19000027603819)	(9, 39.21164524337642)	(10, 39.22292733126854)	(15, 39.26081704521907)	(20, 39.249717928262534)	(25, 39.07250392952248)	(30, 39.01703164000003)	(35, 38.99753803584385)	(40, 38.98255318436174)	(45, 38.97263285227358)	(50, 38.943278077462004)	(55, 38.91961879561064)	(60, 38.893748388096085)	(65, 38.85385629643217)	(70, 38.81829597769079)	(75, 38.76864953458824)	(80, 38.71605411749254)	(85, 38.661513837433795)	(90, 38.59790239704823)	(95, 38.56826710572183)	(100, 38.52658362275349)	(105, 38.472847878987864)	(110, 38.41740450883533)	(115, 38.380581686890515)	(120, 38.32067865774508)	(125, 38.27525343146526)	(130, 38.218357203351815)	(135, 38.17170577204327)	(140, 38.14531466525723)	(145, 38.14675903936351)	(150, 38.47798215630095)
032024_COL_SAN_T5_144_PSTR_S9_R1_001_val_1	(1, 38.65328577482569)	(2, 38.947972038418065)	(3, 39.1201322521762)	(4, 39.014117113603774)	(5, 38.98538889080527)	(6, 38.916272518957015)	(7, 38.98560543636382)	(8, 38.953572433428974)	(9, 38.96121647507769)	(10, 38.93794081311184)	(15, 39.22153812161126)	(20, 39.29155493890029)	(25, 39.05753925908387)	(30, 38.99034107369208)	(35, 38.99224934129542)	(40, 38.9584872198423)	(45, 38.9438037616218)	(50, 38.92721583936333)	(55, 38.89084767551391)	(60, 38.856483320715)	(65, 38.818680598784596)	(70, 38.78561442269558)	(75, 38.74827430801822)	(80, 38.681491560265826)	(85, 38.65841072679847)	(90, 38.59147940996324)	(95, 38.54786283081457)	(100, 38.509560343403884)	(105, 38.4498690326896)	(110, 38.4146244987192)	(115, 38.35967696959511)	(120, 38.28919372935762)	(125, 38.24297831889582)	(130, 38.208748501950765)	(135, 38.159836140415685)	(140, 38.104276099345505)	(145, 38.094208815464384)	(150, 38.44528226501855)
032024_COL_SAN_T5_144_PSTR_S9_R2_001_val_2	(1, 37.55910996229854)	(2, 38.37374139728449)	(3, 38.70939940600576)	(4, 38.813939914058416)	(5, 38.89316669365616)	(6, 38.920962958714156)	(7, 38.92459035362602)	(8, 38.969252386317144)	(9, 38.98244069012655)	(10, 39.04136533117868)	(15, 39.0977086431368)	(20, 39.09396420306147)	(25, 38.84464070413268)	(30, 38.779327121452745)	(35, 38.7679804626445)	(40, 38.75931927714102)	(45, 38.755151387447285)	(50, 38.73336643723754)	(55, 38.71195174894052)	(60, 38.68977660120844)	(65, 38.64898663278107)	(70, 38.613330591321436)	(75, 38.56018611561346)	(80, 38.50503151051074)	(85, 38.44607388588723)	(90, 38.37763261610702)	(95, 38.34672357482693)	(100, 38.30385111271214)	(105, 38.24775441629991)	(110, 38.19025663790792)	(115, 38.15706908100584)	(120, 38.09835680233622)	(125, 38.056570642381914)	(130, 38.00510414320588)	(135, 37.96647300964256)	(140, 37.951587930013446)	(145, 37.97121251138386)	(150, 38.357530123032824)
032024_COL_SAN_T5_146_DLAB_S12_R1_001_val_1	(1, 38.76744892485902)	(2, 38.963069462021565)	(3, 39.145709190230214)	(4, 39.05142266352292)	(5, 39.033063204081806)	(6, 38.97793410820215)	(7, 39.03985436255791)	(8, 39.012739484388895)	(9, 39.020685567816244)	(10, 39.00704345519808)	(15, 39.256801702437805)	(20, 39.31876198194802)	(25, 39.09746912907969)	(30, 39.03186106073366)	(35, 39.02753785695693)	(40, 38.99327910927852)	(45, 38.97359190403387)	(50, 38.95648368014326)	(55, 38.91655005578228)	(60, 38.88355367270382)	(65, 38.84496700966376)	(70, 38.813009062396546)	(75, 38.777033132419)	(80, 38.71392469506131)	(85, 38.69081259324883)	(90, 38.62897905706479)	(95, 38.586979760433636)	(100, 38.549603280369105)	(105, 38.494615102212826)	(110, 38.461279443793316)	(115, 38.40972770950553)	(120, 38.3423222136699)	(125, 38.29661903849746)	(130, 38.26269723150767)	(135, 38.21517484645641)	(140, 38.16173032730287)	(145, 38.154171056374615)	(150, 38.489681651732795)
032024_COL_SAN_T5_146_DLAB_S12_R2_001_val_2	(1, 38.25436189943278)	(2, 38.87284710955893)	(3, 39.07035451738333)	(4, 39.1248746696492)	(5, 39.16955554200374)	(6, 39.176071656693416)	(7, 39.21205715014056)	(8, 39.229080566354924)	(9, 39.233334959180596)	(10, 39.25678918396876)	(15, 39.29182809027185)	(20, 39.274404950581484)	(25, 39.097031327577426)	(30, 39.039290063459944)	(35, 39.01529738820937)	(40, 38.995050928648496)	(45, 38.98096987279355)	(50, 38.947788056943025)	(55, 38.917983253435494)	(60, 38.88789068240162)	(65, 38.842904397124755)	(70, 38.802409708901344)	(75, 38.7483133850091)	(80, 38.69106535882081)	(85, 38.631716078694105)	(90, 38.56585312875681)	(95, 38.53190061104082)	(100, 38.48686006941573)	(105, 38.43140392436496)	(110, 38.373336881299274)	(115, 38.33453915384778)	(120, 38.27120063690055)	(125, 38.22446245712071)	(130, 38.16657789538574)	(135, 38.12007322480279)	(140, 38.09434828672651)	(145, 38.10299576853161)	(150, 38.44843089550376)
032024_COL_SAN_T5_147_PSTR_S10_R1_001_val_1	(1, 38.725497972441964)	(2, 38.933830796927154)	(3, 39.136338805401024)	(4, 39.0519102887185)	(5, 39.0420959212984)	(6, 38.99785035252431)	(7, 39.05590836830854)	(8, 39.03272205149561)	(9, 39.041560249178445)	(10, 39.03492138756648)	(15, 39.27399063005316)	(20, 39.33149305635435)	(25, 39.114031180264305)	(30, 39.04827034961934)	(35, 39.04400913394069)	(40, 39.01091801286309)	(45, 38.992556261235336)	(50, 38.97723956325179)	(55, 38.93900799259921)	(60, 38.90908816092443)	(65, 38.87234169022148)	(70, 38.8415600334377)	(75, 38.80714308019276)	(80, 38.74519413484975)	(85, 38.7222844149954)	(90, 38.66091196317699)	(95, 38.618518602872875)	(100, 38.58024300022287)	(105, 38.52226958237229)	(110, 38.4853223803533)	(115, 38.42951555444652)	(120, 38.357413381655256)	(125, 38.30572633064111)	(130, 38.26494356533025)	(135, 38.20835322513614)	(140, 38.14474754248351)	(145, 38.122797940873006)	(150, 38.451440958572604)
032024_COL_SAN_T5_147_PSTR_S10_R2_001_val_2	(1, 38.230182741185324)	(2, 38.7849587034763)	(3, 39.090436927379535)	(4, 39.14714950317886)	(5, 39.20748382698653)	(6, 39.23505485701413)	(7, 39.246647009095206)	(8, 39.266100847994586)	(9, 39.26619626128628)	(10, 39.29676591582057)	(15, 39.322674196118285)	(20, 39.3011452018147)	(25, 39.138482259266404)	(30, 39.08298280482396)	(35, 39.05953856279848)	(40, 39.04029418026407)	(45, 39.02626945732167)	(50, 38.99482242312355)	(55, 38.96758607577268)	(60, 38.93978900672148)	(65, 38.89753594370053)	(70, 38.86034782026577)	(75, 38.809482936761)	(80, 38.75601524447454)	(85, 38.697437797884916)	(90, 38.63330761183833)	(95, 38.59884645213441)	(100, 38.554033146920595)	(105, 38.4958162532014)	(110, 38.43550525765339)	(115, 38.391694015099)	(120, 38.32317409481449)	(125, 38.2681034398366)	(130, 38.20007289796464)	(135, 38.14184066012181)	(140, 38.101539830425494)	(145, 38.09055097357816)	(150, 38.423037607116264)
032024_COL_SAN_T5_148_DLAB_S13_R1_001_val_1	(1, 38.76371540342768)	(2, 38.965804323308895)	(3, 39.13531022957766)	(4, 39.03245900012938)	(5, 39.00830552629596)	(6, 38.94977836670528)	(7, 39.016354320292045)	(8, 38.98716428555776)	(9, 38.992904177389484)	(10, 38.9751506473016)	(15, 39.240258588937444)	(20, 39.30529423162702)	(25, 39.08058870780046)	(30, 39.01395383519041)	(35, 39.01211382630762)	(40, 38.9786862681302)	(45, 38.96066800238678)	(50, 38.944234946533335)	(55, 38.9052004486734)	(60, 38.872980426898785)	(65, 38.83371481863578)	(70, 38.80346482967257)	(75, 38.765945351604806)	(80, 38.703615607574626)	(85, 38.67913877675716)	(90, 38.61813392821027)	(95, 38.57502928286401)	(100, 38.53930044316384)	(105, 38.48308108559618)	(110, 38.45001455812715)	(115, 38.39699525535115)	(120, 38.329107984816886)	(125, 38.28475472363199)	(130, 38.25208243741585)	(135, 38.20467300107911)	(140, 38.14985993864866)	(145, 38.14168481042593)	(150, 38.479708063142695)
032024_COL_SAN_T5_148_DLAB_S13_R2_001_val_2	(1, 38.18668167986525)	(2, 38.794163321367)	(3, 39.017408040906666)	(4, 39.07407143356735)	(5, 39.124211304266126)	(6, 39.14001970257176)	(7, 39.159300928679)	(8, 39.17610950229206)	(9, 39.18063323648399)	(10, 39.2148362976996)	(15, 39.25139209543688)	(20, 39.23419758936202)	(25, 39.043057185857236)	(30, 38.983891770806)	(35, 38.95927488201336)	(40, 38.94046484203149)	(45, 38.92732437953635)	(50, 38.8964111921925)	(55, 38.866757708918975)	(60, 38.83888051253365)	(65, 38.79355892458889)	(70, 38.75461530038509)	(75, 38.700212866566)	(80, 38.64425830852638)	(85, 38.583697288730235)	(90, 38.516917241188175)	(95, 38.483960660807476)	(100, 38.43932098200813)	(105, 38.385265262601116)	(110, 38.32824887699534)	(115, 38.29142529489498)	(120, 38.22981482850446)	(125, 38.186917402687826)	(130, 38.13040496163682)	(135, 38.0868196099138)	(140, 38.06411980852535)	(145, 38.07549884436781)	(150, 38.430752909738885)
032024_COL_SAN_T5_149_DLAB_S14_R1_001_val_1	(1, 38.76674564600211)	(2, 38.97125776239511)	(3, 39.15259379605849)	(4, 39.05751015572867)	(5, 39.0383255351176)	(6, 38.98354136731875)	(7, 39.0404333065637)	(8, 39.010111691586644)	(9, 39.015644527982985)	(10, 39.00239455477949)	(15, 39.25477871599272)	(20, 39.31650580369491)	(25, 39.091726910143656)	(30, 39.0239564771169)	(35, 39.01847043871664)	(40, 38.983513692784626)	(45, 38.962075631247465)	(50, 38.943661590718754)	(55, 38.901063812489625)	(60, 38.86705561697372)	(65, 38.82517142164867)	(70, 38.79231470711373)	(75, 38.75362442469751)	(80, 38.688740917285045)	(85, 38.66467525897081)	(90, 38.60053211389953)	(95, 38.5571089995798)	(100, 38.518284925870475)	(105, 38.46334437978622)	(110, 38.42726700552655)	(115, 38.37593307097893)	(120, 38.307580582999535)	(125, 38.263520838529416)	(130, 38.229908216586175)	(135, 38.18366961690455)	(140, 38.13081985884836)	(145, 38.12607600284211)	(150, 38.46808646710775)
032024_COL_SAN_T5_149_DLAB_S14_R2_001_val_2	(1, 38.25342466183569)	(2, 38.754889698946414)	(3, 39.00329231720516)	(4, 39.065203754040375)	(5, 39.104029439753084)	(6, 39.12205899713076)	(7, 39.14680615731601)	(8, 39.15866122176299)	(9, 39.16597017240828)	(10, 39.193128001771335)	(15, 39.23257018288077)	(20, 39.218285338577616)	(25, 39.02993627653777)	(30, 38.96638874329459)	(35, 38.94077210397932)	(40, 38.921763161470906)	(45, 38.90596304710577)	(50, 38.87627948458271)	(55, 38.84507160055578)	(60, 38.817221419467536)	(65, 38.769591947578775)	(70, 38.73023418513659)	(75, 38.67380888307381)	(80, 38.617296306443336)	(85, 38.55504244079985)	(90, 38.48707462136396)	(95, 38.45236803421087)	(100, 38.406404629144994)	(105, 38.35001906681397)	(110, 38.29051027723341)	(115, 38.253319994825134)	(120, 38.190589049377465)	(125, 38.14397243855824)	(130, 38.0877220190368)	(135, 38.042880530585975)	(140, 38.019246532454076)	(145, 38.033068891614086)	(150, 38.39839164468079)
032024_COL_SAN_T5_150_MCAV_S8_R1_001_val_1	(1, 38.74208529089782)	(2, 39.00301966665389)	(3, 39.1455028519029)	(4, 38.99629348274552)	(5, 38.99389085569183)	(6, 38.9210538299245)	(7, 38.99300611500352)	(8, 38.97115803948192)	(9, 38.979588767441086)	(10, 38.96085488085885)	(15, 39.22470462663326)	(20, 39.294332666409204)	(25, 39.05911099496724)	(30, 38.99693271860604)	(35, 38.990775971330415)	(40, 38.96390798443387)	(45, 38.94073647722722)	(50, 38.93089522701485)	(55, 38.88976565216332)	(60, 38.8609140391717)	(65, 38.821212792207575)	(70, 38.791354810388405)	(75, 38.754577600608144)	(80, 38.690733665978165)	(85, 38.6679691329602)	(90, 38.602807267815884)	(95, 38.56173148773101)	(100, 38.52144654187789)	(105, 38.46673001271463)	(110, 38.428658027583836)	(115, 38.376841527207915)	(120, 38.30415086073289)	(125, 38.2581078302685)	(130, 38.22225718635756)	(135, 38.17024528137873)	(140, 38.113623966180654)	(145, 38.10183843706265)	(150, 38.44683344241848)
032024_COL_SAN_T5_150_MCAV_S8_R2_001_val_2	(1, 38.31817394187699)	(2, 38.86898619104391)	(3, 39.07231826968731)	(4, 39.076371843872145)	(5, 39.144335168080545)	(6, 39.1425665237339)	(7, 39.16698749440759)	(8, 39.18830140979745)	(9, 39.193917394942375)	(10, 39.21935295395508)	(15, 39.2562736281244)	(20, 39.24254437852852)	(25, 39.0589852616463)	(30, 39.0013658077517)	(35, 38.9816169711372)	(40, 38.965418002207386)	(45, 38.95238846350843)	(50, 38.92397843229437)	(55, 38.89852806840052)	(60, 38.87146988714722)	(65, 38.8296837130261)	(70, 38.79367898455983)	(75, 38.74220096969641)	(80, 38.68894553904307)	(85, 38.63198537740054)	(90, 38.56670266207677)	(95, 38.53459640730093)	(100, 38.49323448618375)	(105, 38.43911551379572)	(110, 38.38261109384556)	(115, 38.347255881667195)	(120, 38.287164444039355)	(125, 38.24230683682053)	(130, 38.18693622283663)	(135, 38.140409380826966)	(140, 38.11890592536476)	(145, 38.12306382523488)	(150, 38.459909437871666)
032024_COL_SAN_T5_154_PSTR_S38_R1_001_val_1	(1, 38.80842982876123)	(2, 38.88450896023512)	(3, 39.11077583622653)	(4, 39.03063224415567)	(5, 39.03606472374335)	(6, 39.00756743339671)	(7, 39.06204660225853)	(8, 39.056101142766)	(9, 39.071716018405624)	(10, 39.060879706725544)	(15, 39.28971435632212)	(20, 39.34789530947114)	(25, 39.14843040473275)	(30, 39.08819452788508)	(35, 39.08415196541877)	(40, 39.057572039595286)	(45, 39.03979408089582)	(50, 39.028958514323)	(55, 38.99166719525203)	(60, 38.96576917096844)	(65, 38.929547722167214)	(70, 38.902723708026045)	(75, 38.86826365435029)	(80, 38.80953846974781)	(85, 38.78756204426686)	(90, 38.72692806462864)	(95, 38.685535897098745)	(100, 38.64566256000542)	(105, 38.59190376178543)	(110, 38.55234196400428)	(115, 38.49851074388414)	(120, 38.42501585240724)	(125, 38.37379667344137)	(130, 38.32886552870073)	(135, 38.2695690942589)	(140, 38.19675542838267)	(145, 38.157665277452956)	(150, 38.46879591062312)
032024_COL_SAN_T5_154_PSTR_S38_R2_001_val_2	(1, 38.141033050142525)	(2, 38.69285895859823)	(3, 39.129634410836346)	(4, 39.1749085266968)	(5, 39.27557719376321)	(6, 39.306290916869926)	(7, 39.31232825985985)	(8, 39.338970554900584)	(9, 39.35249643403226)	(10, 39.38213169247365)	(15, 39.41140697538516)	(20, 39.39612624373633)	(25, 39.27475684569428)	(30, 39.22991568843669)	(35, 39.20943533340156)	(40, 39.19368411681467)	(45, 39.1842756027008)	(50, 39.156691833641624)	(55, 39.13531924152146)	(60, 39.11202825242068)	(65, 39.07516401426075)	(70, 39.045569822299)	(75, 39.00052696036175)	(80, 38.95395674009411)	(85, 38.903358864227826)	(90, 38.84522661671125)	(95, 38.815394123689096)	(100, 38.775953689066355)	(105, 38.72479177723941)	(110, 38.67118232418055)	(115, 38.62922338975026)	(120, 38.56676905276894)	(125, 38.513710499197295)	(130, 38.44592247725838)	(135, 38.38433327550025)	(140, 38.33442801115289)	(145, 38.300492674031254)	(150, 38.57359341313176)
032024_COL_SAN_T5_158_DLAB_S15_R1_001_val_1	(1, 38.791189797817985)	(2, 38.97445781249212)	(3, 39.14480019334276)	(4, 39.042755241483164)	(5, 39.02598796059663)	(6, 38.96832994833306)	(7, 39.0304681171845)	(8, 39.002564316545325)	(9, 39.01061356487841)	(10, 38.99513525510927)	(15, 39.25476684113515)	(20, 39.31977080283186)	(25, 39.10131116512599)	(30, 39.036632869274555)	(35, 39.03477671391495)	(40, 39.002195533633)	(45, 38.9858764108451)	(50, 38.9703309175479)	(55, 38.934588859187066)	(60, 38.903155777846834)	(65, 38.86844903784593)	(70, 38.837398622365605)	(75, 38.803954657931214)	(80, 38.74366593702867)	(85, 38.72222445683667)	(90, 38.661755782571156)	(95, 38.6225306004454)	(100, 38.58804027340799)	(105, 38.53368037112044)	(110, 38.50205139740734)	(115, 38.451506581035)	(120, 38.38546253259478)	(125, 38.34251814300978)	(130, 38.3116175173322)	(135, 38.264740826742404)	(140, 38.21273371797091)	(145, 38.202048378037425)	(150, 38.5248923296231)
032024_COL_SAN_T5_158_DLAB_S15_R2_001_val_2	(1, 38.180840100374944)	(2, 38.67345337575418)	(3, 38.95318524992747)	(4, 39.02883066729478)	(5, 39.077848347903846)	(6, 39.09370859226798)	(7, 39.14906419109637)	(8, 39.168457646085116)	(9, 39.17598333737238)	(10, 39.199569501304964)	(15, 39.24183162240121)	(20, 39.22940502197385)	(25, 39.03920137643545)	(30, 38.98209163113421)	(35, 38.962781722781365)	(40, 38.94760797878719)	(45, 38.93746138779331)	(50, 38.909925096583365)	(55, 38.88534857611861)	(60, 38.86041303953363)	(65, 38.81943134277632)	(70, 38.78431038641605)	(75, 38.735132746739865)	(80, 38.683063035603375)	(85, 38.62815705466775)	(90, 38.56511295205678)	(95, 38.53672404893598)	(100, 38.496720711067354)	(105, 38.44566750248347)	(110, 38.39290258866589)	(115, 38.35934751112029)	(120, 38.303453865005594)	(125, 38.26231812001458)	(130, 38.21071978770068)	(135, 38.1700984279641)	(140, 38.15005521676848)	(145, 38.159397531194315)	(150, 38.49069202332568)
032024_COL_SAN_T5_159_DLAB_S16_R1_001_val_1	(1, 38.78838651898554)	(2, 38.977921259990445)	(3, 39.16034508870341)	(4, 39.06594005903547)	(5, 39.04999287955242)	(6, 38.99561910364243)	(7, 39.05581535859717)	(8, 39.030068848126035)	(9, 39.039155088665304)	(10, 39.025141806792966)	(15, 39.27666308975317)	(20, 39.33935279725371)	(25, 39.12811274396073)	(30, 39.0657485385353)	(35, 39.063997316615236)	(40, 39.03281768862123)	(45, 39.01627769881168)	(50, 39.00111674872427)	(55, 38.96556157798496)	(60, 38.93475326223897)	(65, 38.89940084373999)	(70, 38.870128843026556)	(75, 38.83629325011224)	(80, 38.776635034987)	(85, 38.756467283318464)	(90, 38.69776153359082)	(95, 38.659534824882954)	(100, 38.62541866301931)	(105, 38.57370285621111)	(110, 38.54289390700293)	(115, 38.49458650112123)	(120, 38.43243740147314)	(125, 38.389817112830656)	(130, 38.36049866014229)	(135, 38.31646138992177)	(140, 38.26643540451357)	(145, 38.25802473643345)	(150, 38.57251080156471)
032024_COL_SAN_T5_159_DLAB_S16_R2_001_val_2	(1, 38.096293335145866)	(2, 38.62548918183798)	(3, 38.89804126988375)	(4, 38.97991275214116)	(5, 39.032056299300905)	(6, 39.05511155530337)	(7, 39.11608963274353)	(8, 39.12815428516688)	(9, 39.14509338243237)	(10, 39.16909419842592)	(15, 39.21388111360432)	(20, 39.208097418784355)	(25, 39.01348337615092)	(30, 38.95459307093071)	(35, 38.93743707425908)	(40, 38.92322885773354)	(45, 38.91339347020412)	(50, 38.88772597416083)	(55, 38.8623973457529)	(60, 38.83730087884949)	(65, 38.79671231437497)	(70, 38.76132168875377)	(75, 38.71084887101448)	(80, 38.65811842443237)	(85, 38.60278772408282)	(90, 38.539125749775366)	(95, 38.5088417456843)	(100, 38.46744461768181)	(105, 38.41466424154733)	(110, 38.35975477357209)	(115, 38.324812784891)	(120, 38.26619442973136)	(125, 38.223009478855474)	(130, 38.169174782637114)	(135, 38.12589166086056)	(140, 38.10469129945339)	(145, 38.114976991303465)	(150, 38.46019042511151)
032024_COL_SAN_T5_160_DLAB_S41_R1_001_val_1	(1, 38.81211401839213)	(2, 38.913305449517836)	(3, 39.12903336665973)	(4, 39.05300557088034)	(5, 39.04670632712226)	(6, 39.00973597348374)	(7, 39.067364562931274)	(8, 39.06166944394707)	(9, 39.08029275095087)	(10, 39.05924989596146)	(15, 39.28584216825952)	(20, 39.34260667633227)	(25, 39.1344432242465)	(30, 39.070183853920604)	(35, 39.06509581731014)	(40, 39.034822949602756)	(45, 39.01733046185676)	(50, 39.00357982440572)	(55, 38.96742249688745)	(60, 38.93904429485096)	(65, 38.90435157829144)	(70, 38.87635263177325)	(75, 38.84327250195578)	(80, 38.78561098020826)	(85, 38.76425698725838)	(90, 38.70690093688306)	(95, 38.66635921363068)	(100, 38.63036807337007)	(105, 38.575335407992064)	(110, 38.541188526497145)	(115, 38.48776888735181)	(120, 38.41914563950258)	(125, 38.369338802437206)	(130, 38.32988221126854)	(135, 38.27411062327851)	(140, 38.21209502591631)	(145, 38.190808898271335)	(150, 38.509849136214186)
032024_COL_SAN_T5_160_DLAB_S41_R2_001_val_2	(1, 38.50263954280274)	(2, 38.9802659378708)	(3, 39.167144203310336)	(4, 39.10387205059592)	(5, 39.20032260253261)	(6, 39.22513503569394)	(7, 39.227117249140576)	(8, 39.24554902206427)	(9, 39.27769645189519)	(10, 39.294179070811595)	(15, 39.320227087231345)	(20, 39.31074572260429)	(25, 39.1619047426748)	(30, 39.10797492277673)	(35, 39.085675689958414)	(40, 39.06974557528812)	(45, 39.0580156780822)	(50, 39.029440376651074)	(55, 39.00584981168403)	(60, 38.980158332161395)	(65, 38.941570504188874)	(70, 38.90796617623067)	(75, 38.86003544127453)	(80, 38.81103766265282)	(85, 38.757097281176684)	(90, 38.69529833422965)	(95, 38.66410801018813)	(100, 38.62126598670015)	(105, 38.56644746990954)	(110, 38.50798435979792)	(115, 38.465148394688)	(120, 38.39838968545971)	(125, 38.34485456100657)	(130, 38.27902954869033)	(135, 38.220184439976734)	(140, 38.180673902310375)	(145, 38.16827574123095)	(150, 38.481398886817864)
032024_COL_SAN_T5_161_DLAB_S42_R1_001_val_1	(1, 38.84424067774475)	(2, 38.981332323785125)	(3, 39.15468045829758)	(4, 39.06971806241371)	(5, 39.05187393499919)	(6, 39.005165124358925)	(7, 39.06382707910961)	(8, 39.04758947043288)	(9, 39.064789311226924)	(10, 39.03861296989598)	(15, 39.27461904584219)	(20, 39.33246756184445)	(25, 39.12149070582286)	(30, 39.05573067667321)	(35, 39.05178612299394)	(40, 39.019564114085334)	(45, 39.00300489605952)	(50, 38.987529766755905)	(55, 38.95200550670902)	(60, 38.920907676809996)	(65, 38.88579505513421)	(70, 38.855380970467465)	(75, 38.82231578887845)	(80, 38.761917127295625)	(85, 38.73934570926722)	(90, 38.679102950135686)	(95, 38.63832519816796)	(100, 38.601652302358424)	(105, 38.545261145345606)	(110, 38.51079634046471)	(115, 38.45560357951958)	(120, 38.38692420149301)	(125, 38.33792597886218)	(130, 38.30181473914472)	(135, 38.24843230722742)	(140, 38.18902102316686)	(145, 38.17328196753958)	(150, 38.493943073054865)
032024_COL_SAN_T5_161_DLAB_S42_R2_001_val_2	(1, 38.15100281098024)	(2, 38.77079824790524)	(3, 39.07632236304763)	(4, 39.11574991086125)	(5, 39.185785245048656)	(6, 39.20766525910356)	(7, 39.21616072650157)	(8, 39.241733365257446)	(9, 39.25524843281633)	(10, 39.27923405971053)	(15, 39.30735110718624)	(20, 39.29146695347776)	(25, 39.13117015197488)	(30, 39.07727601795783)	(35, 39.05503522307199)	(40, 39.03900884346875)	(45, 39.02748227568249)	(50, 38.99892977777471)	(55, 38.97465117603212)	(60, 38.94994083011234)	(65, 38.91073088373136)	(70, 38.876868070339825)	(75, 38.829511374464715)	(80, 38.77973286276746)	(85, 38.7267886831506)	(90, 38.66614191821838)	(95, 38.63878059619859)	(100, 38.5991958567653)	(105, 38.548938308785154)	(110, 38.49595563842273)	(115, 38.46161232548822)	(120, 38.40415209770828)	(125, 38.360387641014356)	(130, 38.3058076891104)	(135, 38.261014440958434)	(140, 38.23424054539016)	(145, 38.23498191090936)	(150, 38.53691646533322)
