taxonomy_id,name,taxonomy_lvl
2945021,Calditerrivibrionaceae,F
10404,Hepadnaviridae,F
3424637,Autotranscriptaviridae,F
2975285,Candidatus Comchoanobacteraceae,F
2946167,Peduoviridae,F
157897,Rudiviridae,F
2501987,Lispiviridae,F
3424663,Mktvariviridae,F
3152147,Pseudototiviridae,F
3149263,Atrimonadaceae,F
1706374,Porticoccaceae,F
3424636,Autosignataviridae,F
2842320,Guelinviridae,F
10877,Cystoviridae,F
2946157,Duneviridae,F
3044459,Arenbergviridae,F
573053,Ampullaviridae,F
871007,Acidilobaceae,F
3044466,Grimontviridae,F
687329,Anelloviridae,F
3143248,Candidatus Lucifugimonadaceae,F
2508209,Tobaniviridae,F
2715733,Candidatus Chazhemtobacteraceae,F
1910928,Genomoviridae,F
3238476,Minisyncoccaceae,F
564644,Endornaviridae,F
1980415,Nairoviridae,F
185751,Pospiviroidae,F
2169567,Bacilladnaviridae,F
88404,Methanocorpusculaceae,F
1968910,Candidatus Nitrosocaldaceae,F
1285590,Hytrosaviridae,F
11158,Paramyxoviridae,F
2946162,Mesyanzhinovviridae,F
186534,Caulimoviridae,F
2943001,Casjensviridae,F
11050,Flaviviridae,F
1937962,Microscillaceae,F
324901,Marnaviridae,F
2946163,Molycolviridae,F
3424646,Eupolintoviridae,F
2805591,Tropherymataceae,F
675072,Secoviridae,F
1980413,Hantaviridae,F
39724,Circoviridae,F
3029090,Aminiphilaceae,F
3424678,Trautnerviridae,F
2946186,Sedoreoviridae,F
11244,Pneumoviridae,F
2770093,Thermosediminibacteraceae,F
3152124,Inseviridae,F
2501952,Chuviridae,F
