,012025_COL_SAN_T5_568_OFAV_S1,012025_COL_SAN_T5_569_DLAB_S2,012025_COL_SAN_T5_570_DLAB_S3,012025_COL_SAN_T5_571_DLAB_S4,012025_COL_SAN_T5_572_OFAV_S5,012025_COL_SAN_T5_573_PSTR_S6,012025_COL_SAN_T5_574_MCAV_S7,012025_COL_SAN_T5_575_DLAB_S8,012025_COL_SAN_T5_576_PSTR_S9,012025_COL_SAN_T5_577_PSTR_S10,012025_COL_SAN_T5_578_MCAV_S11,012025_COL_SAN_T5_579_DLAB_S12,012025_COL_SAN_T5_580_OFAV_S13,012025_COL_SAN_T5_581_MCAV_S14,012025_COL_SAN_T5_582_PSTR_S15,012025_COL_SAN_T5_583_MCAV_S16,012025_COL_SAN_T5_584_OFAV_S17,012025_COL_SAN_T5_585_OFAV_S18,012025_COL_SAN_T5_586_DLAB_S19,012025_COL_SAN_T5_587_PSTR_S20,012025_COL_SAN_T5_588_MCAV_S21,012025_COL_SAN_T5_589_MCAV_S22,012025_COL_SAN_T5_590_PSTR_S23,012025_COL_SAN_T5_591_MCAV_S24,012025_COL_SAN_T5_592_PSTR_S25,012025_COL_SAN_T5_593_MCAV_S26,012025_COL_SAN_T5_594_MCAV_S27,012025_COL_SAN_T5_595_MCAV_S28,012025_COL_SAN_T5_596_OFAV_S29,032024_COL_SAN_T5_128_MCAV_S1,032024_COL_SAN_T5_129_MCAV_S2,032024_COL_SAN_T5_130_MCAV_S37,032024_COL_SAN_T5_131_MCAV_S3,032024_COL_SAN_T5_132_MCAV_S4,032024_COL_SAN_T5_133_MCAV_S5,032024_COL_SAN_T5_134_MCAV_S6,032024_COL_SAN_T5_136_MCAV_S7,032024_COL_SAN_T5_139_OFAV_S17,032024_COL_SAN_T5_140_OFAV_S18c,032024_COL_SAN_T5_141_OFAV_S19,032024_COL_SAN_T5_143_DLAB_S40,032024_COL_SAN_T5_144_PSTR_S9,032024_COL_SAN_T5_146_DLAB_S12,032024_COL_SAN_T5_147_PSTR_S10,032024_COL_SAN_T5_148_DLAB_S13,032024_COL_SAN_T5_149_DLAB_S14,032024_COL_SAN_T5_150_MCAV_S8,032024_COL_SAN_T5_154_PSTR_S38,032024_COL_SAN_T5_158_DLAB_S15,032024_COL_SAN_T5_159_DLAB_S16,032024_COL_SAN_T5_160_DLAB_S41,032024_COL_SAN_T5_161_DLAB_S42,032024_COL_SAN_T5_162_PSTR_S39,032024_COL_SAN_T5_163_PSTR_S11c,032024_COL_SAN_T5_166_OFAV_S20,032024_COL_SAN_T5_167_OFAV_S21,Sum
1890426,951.1451905519579,2199.6687309441168,2437.359267953816,1144.0114270398542,1867.2802015900463,1135.9156732075232,1006.2783015772319,1286.7514517551401,1042.4380518370833,1683.2408158552778,1751.0693719672088,3546.5037138957464,1182.1230524142202,1431.1769685228335,1342.2139846774442,2068.696330991413,1844.3465491923641,1776.7477790652763,1940.9760597729287,1049.613158037115,1383.2513208916303,1917.1274354923644,2130.7938877313495,2151.454261300209,1317.5036074503537,2864.6890312409923,1576.853409237935,1617.7619100747518,968.2819286863095,4107.041380379192,1885.9966736429976,1718.0936740043583,2136.3853123509775,2641.238127672456,4339.624824968465,1692.1322119301587,1863.326644468456,970.8737864077669,850.3606494101754,1350.3015056786653,1439.0649183925955,1107.776139400154,1701.13167483049,1351.1736078726788,1627.055912502859,1540.953094596391,1423.1059963284636,1159.8392441655503,1091.5621075364734,1429.35678944475,1355.2459389225887,1820.405609124783,1121.6372452589255,931.0393204688356,927.6244475944301,882.0529783070095,93079.67268861513
4894,951.1451905519579,406.17384240454913,122.76625305418482,277.8313465668217,1086.0711376595166,317.6080007323667,820.3355719379608,187.1890581755861,720.5924238108801,613.7448462143792,923.4495195448961,132.44204740689509,583.4512919640999,863.9421944131739,711.7527724938263,985.5581576893053,1057.2687224669603,650.1866872666409,945.3695161717558,841.3136395606774,755.8750387385957,1061.4139020537125,712.9521170301109,720.5342101524285,704.8828824174161,847.0538408597596,1140.1863112951223,780.9885083119491,650.991805161982,542.4394275972517,708.243476600113,511.63818968512146,1278.0162136385313,855.185984031483,439.74864893013785,1115.5538286058083,1278.9697678008336,1051.779935275081,1007.1647407907751,776.8857977877251,586.6691513830725,853.2870262947133,748.0153463793644,630.7469718166708,847.3166573097957,791.626883890695,262.25259552936456,415.99097511104844,968.3212244275168,810.1617430051214,574.1619658709179,301.0306150505826,500.42277096167453,658.954770194838,448.17810389393816,744.2322004465393,40280.065848416234
1937968,933.5313907269216,696.2980155506556,290.4469889330714,382.4266770390369,666.8857862821594,276.5057888728839,787.5221490604423,382.69763004786495,840.2164625462832,744.3935015966481,505.2836993736224,270.4025134557441,624.03920792682,418.8810639579025,923.1108293003687,507.41608118657297,957.4155653450807,1100.811123986095,758.1224139348379,952.2263701780015,453.5250232431574,419.62875197472357,950.2188958801963,416.08313544013475,738.0972590758284,511.76169551943815,566.0499417777203,597.6952869734305,612.6981695642185,547.6055173838922,660.4967253686447,713.7668572150459,896.5188364329995,696.2576153176675,838.9941328272366,752.0587608578484,716.6640940263292,938.5113268608415,1025.2575205654598,739.8912359883097,843.7682794891837,1085.3212176555564,1604.6135656202496,792.1703674474776,1159.212359387021,1498.6524214113922,424.23213982691334,888.3875061693576,1332.175260273008,1510.372963745262,848.1938132184015,536.8774355035982,460.1588698498157,814.1279902729773,771.2832485616609,799.3605115907274,42179.32199161673
3141702,927.660124118576,506.39855676411327,353.32726488765394,281.09995064407843,809.7898833426221,808.9662606889104,667.206265176208,410.429342370174,1068.0717744232413,1437.1352092049574,261.3536376070461,274.0814592170468,664.62712388954,392.70099746053353,3426.8908868547933,292.74004683840747,610.8663729809105,914.1238573451783,675.9163690503375,1019.8560839690526,423.2900216936136,345.57661927330173,3374.716805974516,487.1217195396699,3347.2710699088816,458.8208304657031,557.9635140380385,613.6338279593886,754.9316732130549,320.2975667717105,525.2142635461512,347.4086473170578,572.2460658082977,590.3053695084573,352.9561524307685,338.42644238603174,793.8433041522416,1294.4983818770227,765.927677128314,1146.8314157818802,729.8854442207049,1085.3212176555564,1393.4802017228483,1291.3871650464541,836.9201339072215,852.0564170121221,435.80210727673824,1685.1159839244167,1103.2993344992312,862.2435693411649,825.823866496158,578.3580320656863,1023.8534854158398,935.2906415668668,938.0471941966147,1199.0407673860911,48990.448397341206
186820,927.660124118576,727.9479253484127,371.2930580175346,509.9022360520492,1095.5980774635475,1229.329791069984,1421.914991359132,547.7013183656038,2406.72173170037,2497.5161563773254,1245.7856725935865,654.8523455118701,801.61134026372,750.4952395912419,2297.8414381018965,1102.6541764246683,957.4155653450807,991.373760782799,2178.4601894392636,2220.959800898123,914.6087968737008,1423.446550816219,4051.9637281291284,1187.3591913779455,2299.172962021206,1699.9900000588232,1350.433432526847,1585.8848281028356,1012.0460836551821,2045.771555509635,994.7239839889228,1812.8414869090104,1640.4387219837863,1627.123774927158,2875.7247173457695,2130.833155763904,1719.99382566319,1003.2362459546927,2273.659325018696,721.393955088602,1080.1614375464806,2238.007200544906,2038.945057066332,2666.4753500496226,1673.840267814443,1909.5732466370964,1318.9762892800395,2228.0194599168017,1631.4745478233312,1776.5689650183733,1275.0869631678827,1121.1612670781542,2070.7149143241704,2419.00170477976,958.892687400984,730.4501226604923,86445.03074164891
655351,904.1750576851944,242.6493084494709,95.81756335936377,140.54997532203922,728.8108950083599,461.46574224055627,0.0,166.3902739338543,1258.9005981201935,1154.5695126805156,200.371122165402,1677.5992671540043,573.30431297342,122.17364365438821,867.109976642225,0.0,487.51835535976505,572.9367838290202,465.83425434550287,1366.120218579235,166.29250852249106,148.10426540284362,1041.2095537887242,345.0445513405996,1236.3129089520125,129.4110034646855,0.0,167.3546803525605,470.464665915382,123.98615487937181,143.24025369440488,126.33041720620282,0.0,0.0,144.65416083228217,0.0,0.0,728.1553398058253,597.0617325645912,499.426584292109,835.1407919688444,1549.3896003772427,1122.0230195690467,1118.0064808504023,1777.8055018401847,1027.3020630642607,335.52905604492236,1438.3416766551506,780.5255930233924,1134.2264402071698,822.0955420424508,1598.780707493055,765.0141211253185,1245.6370817231457,416.9098640873843,854.4888227349155,34374.562005323474
85030,892.4325244685036,611.8982560899701,275.4754946581708,287.6371587985919,1714.8491647255528,349.3688008056033,404.6988821560607,919.3062634845451,227.85531187695813,258.2589699416942,209.08291008563688,202.34201687164526,1187.19654190956,244.34728730877643,198.7127029805099,195.160031225605,1568.2819383259912,656.6241792197759,292.2881595893352,208.2995184764378,498.87752556747324,287.98051606108476,275.2755346852933,385.6380279689054,225.11966401812768,241.17505191145935,145.55569931427092,127.50832788766515,979.2229674285276,0.0,342.1850504921894,258.9773552727158,324.272770624702,143.79233359821396,0.0,0.0,154.35842025182475,1925.5663430420711,1592.1646201722433,1424.2906292774962,365.80547086238636,134.72953046758633,96.51810921024057,379.643911946527,218.32699145405778,84.60134636999796,339.38571186153064,151.5899316082634,217.1386988110189,179.39295737970545,219.9711427687283,167.10754615012658,281.84730778301207,318.849082352341,833.8197281747686,1143.9124562419029,25368.71687401539
2661849,868.9474580351219,427.2737822697206,146.72064389402578,189.5790364808901,847.8976425587455,222.32560051265668,535.9525736661344,115.08660613758256,823.1273141555113,565.1313930488839,296.2007892879856,676.9260200796859,837.1257667311,410.15437512544617,630.4612121836178,1961.35831381733,798.8252569750367,984.9362688296638,538.9062942428366,743.9268517015636,385.49626975668383,485.4528699315429,526.3636792936361,558.1603036392052,512.9775950577008,2511.7499308827596,396.2349592444042,406.4327951419327,793.2253088108185,5770.52229167743,461.5519285708602,296.87648043457665,381.4973772055317,3012.0709880046925,6474.72023885295,651.7842594101353,396.9216520761208,873.7864077669904,699.5874846211372,850.8749213865561,647.0615640254476,920.6517915285066,772.1448736819245,541.0673075773337,675.7740211673216,1057.5168296249742,200.5461024636317,754.4243107946133,487.09491895444785,619.1950464396285,531.2862346532845,551.0993543248856,297.18593677800595,839.6359168611646,594.0965563245226,1006.0916783814329,49562.023385080334
2771472,857.2049248184311,189.89945878654245,101.806161069324,107.86393454947195,1147.9962463857173,226.0621652271551,240.63176776846848,73.48903765411899,595.2720022785531,467.90448671789306,0.0,106.6894270777766,1019.77138856334,139.6270213193008,612.3964210035714,234.192037470726,845.8149779735683,856.1864297669628,342.5251870187521,524.8065790185575,204.08626045942086,131.64823591363876,600.0776300043422,142.0771681990704,487.14419099004675,135.2933218039894,88.9507051364989,127.50832788766515,1006.575564284073,118.82006509273131,135.2824618224935,176.86258408868395,0.0,143.79233359821396,104.15099579924316,137.87743949060552,154.35842025182475,1100.3236245954693,946.8554748751599,702.8966741888942,191.53022295153252,598.7979131892725,464.49340057428276,603.8430725448698,244.31829996049322,284.01880567070737,115.69967449824908,345.48403017697245,352.1168088827334,381.9333931309858,143.54049146772948,203.84750310511896,310.6072371486256,486.77626572457393,792.1287417660302,785.5784338046805,21639.435427547152
2976354,845.4623916017403,152.97456402249253,29.94298854980118,0.0,371.5506523572031,69.12644721822097,0.0,41.597568483463576,0.0,60.766816456869236,0.0,480.10242184999464,177.57213233689998,0.0,155.35720414839864,0.0,370.0440528634361,0.0,77.63904239091714,67.62971379105123,0.0,0.0,119.78516990489749,0.0,0.0,217.64577855424378,0.0,0.0,902.6356962330003,0.0,0.0,63.16520860310141,0.0,0.0,75.22016363278674,0.0,154.35842025182475,469.2556634304207,337.7318891274455,0.0,25.882462561017906,0.0,0.0,65.7650871088472,0.0,0.0,46.27986979929963,52.880208700557006,0.0,0.0,70.83816462043792,368.5847294516976,124.62636058432506,0.0,750.4377553572917,978.5275228093386,7723.386146801023
2829815,833.7198583850494,2537.267768786859,1518.1095194749198,1359.739296138798,1586.235477371136,1696.400380382288,1006.2783015772319,21016.478183461917,692.1105098262603,1260.9114414800365,4817.618719889883,4392.661238995353,740.72946631964,1527.1705456798527,1089.306908156795,673.3021077283373,340.67547723935394,579.3742757821552,1854.2030123948448,662.7711951523021,14641.299500366598,814.5734597156397,1506.5288676500568,1410.6233128336276,955.8359505031978,1658.813771683696,735.8649243110364,1777.1473199343332,1165.2206260462367,971.2248798884125,3016.003119454414,1212.772005179547,1163.5670004768717,507.0571763726492,549.6858111626723,2481.7939108308997,2425.63231824296,663.4304207119741,373.91744867681473,980.3558876845103,2308.715660442797,404.18859140275896,1278.8649470356875,2995.300785593859,2323.622980475329,846.0134636999794,9896.178825416906,1110.484382711697,1514.1022781957536,960.6203524203582,1431.6765902235877,1540.7078723061315,1397.732567168815,3420.187823366111,2345.1179854915367,1295.5153118884205,124265.44181378892
2946170,827.848591776704,142.42459408990683,158.69783931394625,156.89299570832284,966.9843901091311,179.3551062959247,218.7561525167895,84.58172258304262,757.6189119908857,388.9076253239631,243.93006176657633,117.72626436168451,898.0076406751799,340.34086446579573,467.87809156320054,361.04605776736923,839.9412628487519,1049.3111883610145,447.56624437116943,581.6155386030406,151.17500774771912,246.84044233807265,406.5785093887386,121.78042988491748,667.9780194636247,235.29273357215544,315.370681847587,199.23176232447682,667.4033632753094,61.993077439685905,198.94479679778453,309.5095221551969,286.12303290414883,174.06440382941688,185.15732586532118,213.08331557639036,110.25601446558909,744.336569579288,693.5565580295757,1072.842292183049,486.5902961471366,718.557495827127,802.3067828101248,337.7934019681697,738.1531615827668,803.7127905149805,50.13652561590793,669.815976873722,880.2920222068335,1018.4890483492956,600.2602370468688,394.65824729072443,297.18593677800595,756.7351554495559,594.0965563245226,895.8350560930567,26335.56769403924
1573805,821.9773251683586,400.8988574382563,119.77195419920471,186.31043240363337,871.7149920688225,392.3392950223353,382.8232669043817,249.58541090078148,589.5756194816291,525.6329623519189,383.3186684903343,206.02096263294789,720.43550833828,453.78781928772764,686.4620648417615,585.4800936768149,628.4875183553597,965.6237929702588,575.4423141915036,703.3490234269328,377.93751936929783,403.1727224855187,684.1576050337414,223.26412145568207,620.0016976236959,288.23359862589047,226.4199767110881,366.5864426770373,618.1686889353275,516.6089786640492,453.5941366989488,536.904273126362,515.0214592274679,438.94501835244256,457.1071482300117,488.83819455760147,275.64003616397275,987.0550161812297,548.8143198320989,961.8586067848026,488.31579365120444,598.7979131892725,615.3029462152837,573.9498511317573,701.765329673757,634.5100977749846,335.52905604492236,518.2260452654587,692.496390802709,1035.8496571279766,594.6677503663078,427.84272454039495,531.1000289516622,559.0487243911045,531.560076711415,923.3992116651507,30199.72904039086
2012,816.1060585600131,1276.5463618428687,664.7343458055861,745.2417296145335,671.6492561841748,997.6627787710813,864.0868024413187,2591.528516519781,415.83594417544856,817.3136813448912,574.9780027355014,660.3707641538241,563.15733398274,767.9486172561544,652.1389615996734,839.1881342701015,646.1086637298091,650.1866872666409,726.1533964797545,373.3160201266028,1610.0138325132089,526.592943654555,717.5592389495301,1552.700481032698,590.4778072606628,658.8196540020353,549.8770862983569,1163.5134919749446,683.8149213886367,253.13839954538412,970.8506083731886,915.8955247449704,438.7219837863614,514.6251939304499,254.59132306481663,839.7989496245974,661.5360867935347,663.4304207119741,627.2163655223989,499.426584292109,1116.3968851319057,276.9440348500385,482.59054605120286,1118.0064808504023,509.4296467261348,265.88994573427925,1241.8431729478734,511.17535077205105,281.6934471061867,434.0152194670293,531.2862346532845,351.99249082686237,661.47837540911,675.9600545869629,802.5514883682148,551.2831114418809,40819.389439248334
1644061,810.2347919516677,1144.6717376855474,398.2417477123557,526.2452564383328,766.9186542244832,749.1812252569355,842.2111871896396,1026.073355925435,780.4044431785816,917.5789284987254,757.9255490604336,660.3707641538241,674.77410288022,933.7557050728242,1062.2097213867257,497.65807962529277,563.8766519823788,540.749324063345,1118.9156109279236,689.8230806687226,937.2850480358587,781.6614007372301,1744.947426979997,1055.4303923359516,800.8355260972739,635.2903806448197,1035.0627506792598,1012.0973526083422,612.6981695642185,594.1003254636565,660.4967253686447,764.2990240975271,858.3690987124463,855.185984031483,422.390149630264,927.5391383913463,1047.4321374230965,631.0679611650485,753.865823945191,758.3885168880174,1118.1223826359735,636.222782763602,1351.253528943368,1336.2269971661226,1159.212359387021,876.2282302606931,794.4710982213104,1135.1618134386238,1097.4307210178524,1192.0951361361072,816.5030553618898,781.0203752690313,947.1603404408705,892.7774305865548,656.6330359376302,909.6171338791036,48050.3996721288
204434,804.3635253433223,944.2223089664195,784.5063000047909,670.0638358376289,1138.4693065816862,866.8830137636361,1104.7185702097872,664.1745101193019,1125.0356023924808,1172.7995576175763,810.196276581843,1787.9676399930836,1659.0310649761798,1221.736436543882,1405.4407538076064,468.384074941452,693.0983847283408,1152.3110596111753,1036.7095660434231,1090.190986311746,770.9925395133677,534.8209583991575,2089.3297904565775,933.6499624510342,1040.717135296918,747.0544290915935,501.35851986026654,836.7734017628027,661.9328439042002,795.5778271426358,1066.344110836125,524.2712314057417,858.3690987124463,1157.9066863435123,925.786629326606,764.5930735388124,804.8689055988004,2265.3721682847895,711.6493378042602,1794.236247271651,883.4547220827445,995.5015306771656,910.8896556716453,1312.3124200356328,1263.177593412763,954.7866233185482,863.8909029202598,1219.770147359515,1208.934377164051,1024.2759179421892,974.9568446444483,1413.8957628163191,1054.5307434058275,1218.0034945859425,760.8605019594764,950.9633672372447,57396.11227661043
2812006,798.492258734977,189.89945878654245,116.77765534422458,166.69880794009302,685.9396658902211,164.408847437931,1039.0917244547504,199.6683287206252,370.26488180005697,404.0993294381804,1768.4929478076788,384.449832056126,603.7452499454599,1047.2026598947562,565.4279639354509,741.608118657299,922.1732745961821,849.7489378138278,237.48412966633478,446.35611102093816,408.1725209188417,822.8014744602422,477.98889913973517,2019.5254622582152,369.0486295379142,2352.9273357215548,1035.0627506792598,717.2343443681166,705.696998873073,516.6089786640492,262.6071317730756,1256.987651201718,1392.4654268001907,681.1215802020661,1764.7807621538425,789.6616989007408,1025.3809345299785,695.7928802588997,832.2678696354908,702.8966741888942,281.2560931630612,576.3429914446748,392.10481866660234,412.52645550095065,317.0939637785125,465.30740503498873,636.34820974037,363.1107664104914,387.32848977100673,364.57278435230467,260.98271175950816,327.10413288960945,220.49279180303665,395.3728621169028,698.3240223463688,675.3218115163043,37304.65049850223
267894,792.6209921266314,342.874022809035,200.6180232836679,163.4302038628363,724.0474251063445,269.0326594438871,721.8953033054055,317.52810609043865,783.2526345770436,331.17914968993733,409.4540322510389,277.7604049783494,1019.77138856334,567.2347741096595,420.90963449508,800.1561280249805,810.5726872246696,830.4364619544226,470.4012568390863,565.3844072931884,355.26126820714,617.1011058451817,544.7921669713127,832.1662708802695,549.8824580114922,464.703148805007,913.7663345840342,964.2817296504677,722.1085569864003,599.2664152502971,565.0032229057081,612.7025234500836,839.2942298521697,665.9855450864646,509.18264612963327,626.715634048207,926.1505215109484,906.1488673139158,705.6184112126988,1165.3286966815879,362.35447585425067,479.038330551418,482.59054605120286,415.5157776422618,623.7914041544508,471.3503583471314,250.68262807953965,578.1569484594232,563.3868942123734,590.2606984751599,449.2630966717248,317.6228536754179,339.36716651423905,429.3834309011525,896.3562077878763,592.6293448000221,32745.7696115897
1963268,792.6209921266314,727.9479253484127,275.4754946581708,431.4557381978878,795.4994736365758,687.5279074677114,459.387920285258,881.868451849428,581.0310452862433,957.0773591956904,392.0304564105691,544.4839726727909,1121.2411784701399,349.06755329825205,1042.3384510886747,478.14207650273227,728.3406754772393,746.7490665636668,794.6584338835049,881.8914678353082,1012.8725519097181,617.1011058451817,1194.3963576094106,801.7211634090402,815.5974712787904,411.7622837512721,347.7163928063139,470.1869590857653,809.6368669241458,661.259492689983,421.76296921130324,435.83993936139973,629.4706723891273,227.04052673402202,231.4466573316515,701.9215101339918,330.7680433967673,889.9676375404531,747.8348973536295,1220.820539380711,648.7870615295155,883.226921954177,349.87814588712206,1285.4085207638316,493.8348616222735,435.0926384742752,613.2082748407202,1114.0097299584008,510.56937287996334,318.2778276091548,494.0029901162119,548.7290345213376,759.2621352521959,614.3158986655103,740.0150087551071,661.5397337302571,37118.11783495763
795749,786.749725518286,406.17384240454913,269.48689694821064,189.5790364808901,671.6492561841748,155.06743565168492,185.9427296392711,381.31104443174945,1301.6234690971235,303.83408228434615,148.1003946439928,145.31835757145433,837.1257667311,218.16722081140753,307.101450060788,400.07806401249024,863.4361233480176,798.2490021887472,310.55616956366856,651.9504409457339,113.38125581078936,460.7688256977356,312.13251004064637,111.63206072784104,679.0494783497621,235.29273357215544,226.4199767110881,310.80154922618385,481.4057046576002,433.95154207780126,254.6493399011642,353.7251681773679,228.89842632331903,363.26484277443524,254.59132306481663,325.89212970506765,363.844847736444,679.6116504854369,482.47412732492216,1017.3504494839258,212.23619300034682,763.4673393163225,458.46101874864274,245.12441558752136,582.205310544154,501.56512490784496,69.41980469894945,239.7236127758584,522.3065998427211,381.9333931309858,404.5232032272377,199.10686349802313,182.14621931555203,548.4204216460264,594.0965563245226,620.1935003721161,23545.56802730301
2946160,775.0071923015952,110.77468429214977,1949.2885545920567,408.5755096570907,704.9935454982827,166.2771297951802,262.5073830201474,435.3878834602521,159.4987183138707,218.76053924472924,113.25324296305331,1504.6888163727804,821.90529824508,322.88748680088315,173.421995328445,263.46604215456676,657.856093979442,1023.5612205484744,187.24710223691784,297.5707406806254,438.40752246838554,213.92838335966297,274.1237542054385,233.41249061275855,250.9530680857817,276.46896194728265,121.29641609522578,278.92446725426754,776.8137506974913,175.64705274577673,222.81817241351868,183.1791049489941,343.3476394849786,234.60854429182277,190.94349229861248,313.3578170241035,143.33281880526584,679.6116504854369,651.340071888645,869.3722022862639,82.8238801952573,187.12434787164767,150.8095456410009,230.17780488096517,878.5062275175181,555.9517047171294,111.84301868164079,183.31805682859763,170.1897909599878,596.0475680680536,165.91043818997304,490.6561993344142,354.70579550923287,157.2988806271549,594.0965563245226,785.5784338046805,23123.854810037108
31993,757.3933924765589,928.3973540675408,841.3979782494131,722.3615010737365,681.1761959882056,855.6733196201409,262.5073830201474,2088.1979378698716,381.6576473939048,805.1603180535174,1132.532429630533,4035.803500148997,487.05499155264,226.89390964386382,531.1048606933629,448.8680718188915,464.0234948604992,637.3117033603708,566.3083092043368,305.6863063355516,1489.0738263150336,222.1563981042654,982.4687493161305,517.5668270108994,675.3589920543831,441.1738754477915,436.6670979428128,446.2791476068281,574.4045339664548,154.98269359921474,429.72076108321465,334.77560559643746,0.0,143.79233359821396,138.8679943989909,564.0440706433862,341.7936448433262,582.5242718446602,524.6906134658528,665.9021123894787,683.2970116108727,261.97408702030674,428.29910962044255,627.7576496753595,426.25745950554136,507.60807821998765,2225.2904061829904,405.41493337093704,246.48176621791333,324.06469720204854,482.81801675509007,2452.0958367702974,513.8440713322942,599.4362748224011,635.787542733261,1033.6558339535268,38679.83692928272
1643950,757.3933924765589,258.47426334834944,329.37287404781296,307.24878326213224,876.4784619708381,270.9009418011363,448.45011265941855,209.37442803343333,549.7009399031615,446.63610095798884,392.0304564105691,218.89727279750716,984.2569620959599,724.315173093873,673.816711015729,243.95003903200623,775.330396475771,862.6239217200979,516.0712817749198,605.9622355678191,340.14376743236807,543.0489731437599,579.3455813669561,568.3086727962816,557.2634306022504,211.7634602149399,638.8277914348557,749.1114263400328,1044.8691998818367,325.463656558351,405.8473854674805,195.81214666961438,705.7701478302337,635.7134748552617,352.9561524307685,814.7303242626691,760.7664998125648,873.7864077669904,651.340071888645,1220.820539380711,360.6289783501828,591.3129392744066,621.3353280409237,460.35560976193034,743.3514232840538,870.1852769485504,250.68262807953965,521.7513925121624,968.3212244275168,734.932438297503,592.8035881394543,314.06737397009607,412.22565424045985,493.15324737162075,854.6652213791377,1019.8737561674799,32436.619938826672
1046,739.7795926515226,1049.7220082922763,1188.7366454271069,702.7498766101961,666.8857862821594,990.1896493420843,1848.4894887668715,1448.981968840648,563.9418968954714,1212.2979883145413,1271.921036354291,1241.6441944396413,669.70061338488,1413.7235908579207,590.7186715875158,1288.056206088993,575.6240822320117,688.8116389854513,1424.9047779980087,681.7075150137965,1904.8050976212612,1505.7266982622434,795.8803115796554,2121.0091538289794,719.6448275989327,1241.16916959312,1487.9027041014363,1569.9462871168773,678.3444020175275,1389.6781526062923,1320.9934507372893,1806.5249660487004,1201.7167381974248,1074.6584932077044,1209.308784557879,940.0734510723104,1675.8914198769542,889.9676375404531,572.938026198345,1146.8314157818802,1475.3003659780206,553.888069700077,1115.9906377434065,1228.611400078918,1039.652340257418,1395.9222151049662,1843.4814803387687,652.189240640203,1173.7226962757777,810.1617430051214,965.6360335101801,991.9788377847939,730.5022058865824,726.9759077633374,1219.4613524555991,633.9755781581631,62069.04852059198
3086088,722.1657928264864,0.0,0.0,117.66974678124214,466.8200503975116,56.04847071747648,0.0,27.731712322309054,88.29393335232128,106.34192879952116,104.54145504281844,58.86313218084226,309.48285921574,0.0,75.87212295619469,0.0,370.0440528634361,424.8744689069139,82.20604488450051,70.33490234269328,0.0,0.0,148.57968190126707,101.48369157076458,88.57167108909941,0.0,0.0,111.56978690170702,388.40687534874564,0.0,0.0,227.39475097116508,0.0,242.1765618496235,109.93716223253446,162.94606485253382,231.5376303777371,501.61812297734633,319.639109352761,0.0,41.41194009762865,0.0,126.68001833844073,53.80779854360225,140.3530659347514,102.73020630642607,73.27646051555774,98.70972290770641,140.84672355309334,121.52426145076821,100.664760250096,106.66439115965527,36.4292438631104,48.89019262735895,396.0643708830151,882.0529783070095,8185.2579177535135
267893,710.4232596097957,253.19927838205663,347.33866717769365,415.11271781160417,914.5862211869614,334.42254194760966,481.26353553693696,328.6207910193623,529.7636001139276,422.3293743752412,592.4015785759711,548.1629184340936,811.7583192544,506.14795228246544,337.8115950668668,526.9320843091335,986.7841409691631,508.5618642976696,566.3083092043368,532.9221446734837,453.5250232431574,559.5050026329646,499.872728256976,872.7597475085754,708.5733687127953,511.76169551943815,541.7906585586752,948.3431886645096,990.1640061707458,299.63320762514854,740.0746440877585,637.9686068913243,610.3958035288508,537.3292466038522,439.74864893013785,463.76956919567317,496.152065095151,744.336569579288,820.2060164523677,887.8694831859717,441.72736104137226,531.4331479554794,380.04005501532225,301.9215362724349,488.63659992098644,610.3382845264136,412.6621723770883,366.63611365719527,381.45987628962786,526.6051329533288,320.6359030188243,476.4342805131268,283.7646364073863,559.0487243911045,1104.8111398315684,689.1038893023513,31293.889028145742
2831106,710.4232596097957,1239.6214670788188,994.1072198533991,804.0766030051547,614.4876173599897,1285.3782617874604,1203.1588388423424,3351.377434151049,706.3514668185702,944.9239959043166,2055.9819491754292,6874.110154993985,507.3489495339999,619.5949071043974,979.1116819585123,448.8680718188915,522.7606461086637,482.8118964851294,945.3695161717558,470.7028079857166,2388.565122413963,543.0489731437599,1655.108549551324,1258.3977754774808,616.3112113283167,964.7002076458374,630.741363695174,1083.820787045154,836.9894637796912,304.799297411789,1535.8538312788967,1579.1302150775352,686.6952789699571,567.6013168350551,954.7174614930624,714.4558228149559,904.0993186178306,809.0614886731393,506.5978336911683,610.4102696903554,1677.1835739539604,583.8279653595407,657.5296189947638,1339.2163193074339,862.9114424136569,483.43626497141685,4331.024482051124,729.7468800676867,686.62777732133,671.276872775672,1791.459900006338,4878.118155701567,956.7469835627418,1235.0087789780675,1417.4935378971065,551.2831114418809,67764.56399918611
