taxonomy_id,name,taxonomy_lvl
654,Aeromonas veronii,S
35791,Rickettsia massiliae,S
3400345,Flavobacterium sp. RS13.1,S
2893883,Flavobacterium acetivorans,S
3138177,Chryseobacterium sp. POE27,S
28200,Aliarcobacter skirrowii,S
3236892,Psychrobacillus sp. L4,S
1314,Streptococcus pyogenes,S
33945,Enterococcus avium,S
3385968,Mycobacterium sp. SMC-14,S
499555,Dietzia timorensis,S
373994,Rivularia sp. PCC 7116,S
222819,[Phormidium] sp. ETS-05,S
2060973,Purpureocillium takamizusanense,S
181124,Marasmius oreades,S
1812935,Enterobacter roggenkampii,S
1324350,Acinetobacter equi,S
3039154,Bradyrhizobium sp. CB1717,S
2081791,Rhizobium ruizarguesonis,S
558537,Delftia lacustris,S
2358479,Tenacibaculum singaporense,S
1888890,Cellulophaga omnivescoria,S
3423956,Pedobacter sp. P26,S
1904463,Poseidonibacter lekithochrous,S
666686,Bacillus sp. 1NLA3E,S
561879,Bacillus safensis,S
1613,Limosilactobacillus fermentum,S
57037,Lacticaseibacillus zeae,S
3088895,Wukongibacter sp. M2B1,S
3118105,Microaceticoccus formicicus,S
2906474,Streptomyces spinosirectus,S
2095,Mycoplasma capricolum,S
122368,Cercospora beticola,S
1859121,Cryptococcus tetragattii,S
2995138,Roseateles sp. SL47,S
1851148,Limihaloglobus sulfuriphilus,S
139438,Geovibrio thiophilus,S
2954535,Paenibacillus sp. FSL R7-0345,S
153151,Parageobacillus toebii,S
2173034,Petrocella atlantisensis,S
2697030,Aminipila terrae,S
83291,Streptomyces armeniacus,S
3239897,Actinoplanes sp. CA-015351,S
155978,Acaryochloris marina,S
851,Fusobacterium nucleatum,S
29176,Neospora caninum,S
299767,Enterobacter ludwigii,S
2219225,Pseudomonas asiatica,S
490759,Marinobacter sp. BSs20148,S
43658,Pseudoalteromonas rubra,S
190893,Vibrio coralliilyticus,S
3240913,Xanthomonas sp. NCPPB 3005,S
2785785,Methylomonas sp. LL1,S
280333,Bradyrhizobium pachyrhizi,S
1563479,Flavobacterium dauae,S
1774273,Polaribacter vadi,S
2910158,Dyadobacter pollutisoli,S
1503925,Pedobacter lusitanus,S
336820,Pedobacter roseus,S
1714840,Lysinibacillus telephonicus,S
665099,Cytobacillus oceanisediminis,S
1640,Listeria seeligeri,S
3071453,Fusibacter sp. JL216-2,S
2903563,Amycolatopsis sp. NBC_01488,S
3082534,Prochlorococcus sp. MIT 9314,S
856,Fusobacterium varium,S
2831780,Bradyrhizobium sp. sBnM-33,S
803,Bartonella quintana,S
655015,Methylocystis bryophila,S
576610,Polynucleobacter necessarius,S
