"","x"
"30","3-HYDROXYDECANOYL-ACP-DEHYDR-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"31","3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN: (expasy) 3-hydroxyisobutyrate dehydrogenase [1.1.1.31]"
"32","3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN: (expasy) 3-hydroxyisobutyryl-CoA hydrolase [3.1.2.4]"
"33","3-OXOACYL-ACP-SYNTH-RXN: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]"
"34","3.1.11.6-RXN: (expasy) Exodeoxyribonuclease VII [3.1.11.6]"
"35","3.1.21.3-RXN: (expasy) Type I site-specific deoxyribonuclease [3.1.21.3]"
"36","3.2.2.24-RXN: (expasy) ADP-ribosyl-[dinitrogen reductase] hydrolase [3.2.2.24]"
"37","3.4.11.18-RXN: (expasy) Methionyl aminopeptidase [3.4.11.18]"
"38","3.4.14.10-RXN: (expasy) Tripeptidyl-peptidase II [3.4.14.10]"
"39","3.4.16.4-RXN: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4]"
"40","3.4.17.8-RXN: (expasy) AMBIGUOUS [3.4.16.4; 3.4.17.8]"
"41","3.4.19.12-RXN: (expasy) Ubiquitinyl hydrolase 1 [3.4.19.12]"
"42","3.4.21.107-RXN: (expasy) Peptidase Do [3.4.21.107]"
"43","3.4.21.53-RXN: (expasy) Endopeptidase La [3.4.21.53]"
"44","325-BISPHOSPHATE-NUCLEOTIDASE-RXN: (expasy) 3'(2'),5'-bisphosphate nucleotidase [3.1.3.7]"
"45","4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN: (expasy) 4-hydroxybenzoate 3-monooxygenase [1.14.13.2]"
"46","4.1.3.17-RXN: (expasy) 4-hydroxy-4-methyl-2-oxoglutarate aldolase [4.1.3.17]"
"47","4.2.1.58-RXN: (metacyc) (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase [4.2.1.59]"
"48","4.2.1.59-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"49","4.2.1.61-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]"
"50","4.4.1.25-RXN: (expasy) L-cysteate sulfo-lyase [4.4.1.25]"
"51","4.99.1.3-RXN: (expasy) Sirohydrochlorin cobaltochelatase [4.99.1.3]"
"52","4OH2OXOGLUTARALDOL-RXN: (expasy) 4-hydroxy-2-oxoglutarate aldolase [4.1.3.16]"
"53","5-AMINOLEVULINIC-ACID-SYNTHASE-RXN: (expasy) 5-aminolevulinate synthase [2.3.1.37]"
"54","5-NUCLEOTID-RXN: (expasy) 5'-nucleotidase [3.1.3.5]"
"55","5-OXOPROLINASE-ATP-HYDROLYSING-RXN: (expasy) 5-oxoprolinase (ATP-hydrolyzing) [3.5.2.9]"
"56","5.3.3.14-RXN: (expasy) Trans-2-decenoyl-[acyl-carrier-protein] isomerase [5.3.3.14]"
"57","5.4.2.10-RXN: (expasy) Phosphoglucosamine mutase [5.4.2.10]"
"58","6.3.5.7-RXN: (expasy) Glutaminyl-tRNA synthase (glutamine-hydrolyzing) [6.3.5.7]"
"59","ABC-27-RXN: (expasy) ABC-type phosphate transporter [7.3.2.1]"
"60","ACECOATRANS-RXN: (expasy) Acetate CoA-transferase [2.8.3.8]"
"61","ACETATE--COA-LIGASE-RXN: (expasy) Acetate--CoA ligase [6.2.1.1]"
"62","ACETOACETATE--COA-LIGASE-RXN: (expasy) Acetoacetate--CoA ligase [6.2.1.16]"
"63","ACETOLACTREDUCTOISOM-RXN: (expasy) Ketol-acid reductoisomerase (NADP(+)) [1.1.1.86]"
"64","ACETOLACTSYN-RXN: (expasy) Acetolactate synthase [2.2.1.6]"
"65","ACETOOHBUTREDUCTOISOM-RXN: (expasy) Ketol-acid reductoisomerase (NADP(+)) [1.1.1.86]"
"66","ACETOOHBUTSYN-RXN: (metacyc) 2-aceto-2-hydroxy-butyrate synthase [2.2.1.6]"
"67","ACETYL-COA-CARBOXYLTRANSFER-RXN: (expasy) Acetyl-CoA carboxylase [6.4.1.2]"
"68","ACETYLGLUTKIN-RXN: (expasy) Acetylglutamate kinase [2.7.2.8]"
"69","ACETYLORNDEACET-RXN: (expasy) Acetylornithine deacetylase [3.5.1.16]"
"70","ACETYLORNTRANSAM-RXN: (expasy) Acetylornithine transaminase [2.6.1.11]"
"71","ACETYLPUTRESCINE-DEACETYLASE-RXN: (expasy) Acetylputrescine deacetylase [3.5.1.62]"
"72","ACETYLSPERMIDINE-DEACETYLASE-RXN: (expasy) Acetylspermidine deacetylase [3.5.1.48]"
"73","ACID-PHOSPHATASE-RXN: (expasy) Acid phosphatase [3.1.3.2]"
"74","ACSERLY-RXN: (expasy) Cysteine synthase [2.5.1.47]"
"75","ADENOSYLHOMOCYSTEINASE-RXN: (expasy) Adenosylhomocysteinase [3.3.1.1]"
"76","ADENPRIBOSYLTRAN-RXN: (expasy) Adenine phosphoribosyltransferase [2.4.2.7]"
"77","ADENYLOSUCCINATE-SYNTHASE-RXN: (expasy) Adenylosuccinate synthase [6.3.4.4]"
"78","ADPREDUCT-RXN: (metacyc) ADP reductase [1.17.4.1]"
"79","AICARTRANSFORM-RXN: (expasy) Phosphoribosylaminoimidazolecarboxamide formyltransferase [2.1.2.3]"
"80","AKBLIG-RXN: (expasy) Glycine C-acetyltransferase [2.3.1.29]"
"81","ALANINE-DEHYDROGENASE-RXN: (expasy) Alanine dehydrogenase [1.4.1.1]"
"82","ALCOHOL-DEHYDROG-GENERIC-RXN: (expasy) Alcohol dehydrogenase [1.1.1.1]"
"83","ALCOHOL-DEHYDROG-RXN: (expasy) Alcohol dehydrogenase [1.1.1.1]"
"84","ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN: (expasy) Aldehyde dehydrogenase (NAD(P)(+)) [1.2.1.5]"
"85","ALDEHYDE-DEHYDROGENASE-NADP+-RXN: (expasy) Aldehyde dehydrogenase (NADP(+)) [1.2.1.4]"
"86","ALDHDEHYDROG-RXN: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]"
"87","ALDXANAU-RXN: (expasy) Aldehyde dehydrogenase (NADP(+)) [1.2.1.4]"
"88","ALPHAGALACTOSID-RXN: (expasy) Alpha-galactosidase [3.2.1.22]"
"89","AMP-DEPHOSPHORYLATION-RXN: (expasy) 5'-nucleotidase [3.1.3.5]"
"90","ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]"
"91","ARGININE-KINASE-RXN: (expasy) Arginine kinase [2.7.3.3]"
"92","ARGSUCCINSYN-RXN: (expasy) Argininosuccinate synthase [6.3.4.5]"
"93","ARYLESTERASE-RXN: (expasy) Arylesterase [3.1.1.2]"
"94","ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]"
"95","ASPCARBTRANS-RXN: (expasy) Aspartate carbamoyltransferase [2.1.3.2]"
"96","BADH-RXN: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8]"
"97","BRANCHED-CHAINAMINOTRANSFERILEU-RXN: (expasy) Branched-chain-amino-acid transaminase [2.6.1.42]"
"98","BRANCHED-CHAINAMINOTRANSFERLEU-RXN: (expasy) AMBIGUOUS [2.6.1.42; 2.6.1.6]"
"99","BRANCHED-CHAINAMINOTRANSFERVAL-RXN: (expasy) Branched-chain-amino-acid transaminase [2.6.1.42]"
"100","BTUR2-RXN: (expasy) Corrinoid adenosyltransferase [2.5.1.17]"
"101","BUTYRYL-COA-DEHYDROGENASE-RXN: (expasy) Short-chain acyl-CoA dehydrogenase [1.3.8.1]"
"102","CARBPSYN-RXN: (expasy) Carbamoyl-phosphate synthase (glutamine-hydrolyzing) [6.3.5.5]"
"103","CATAL-RXN: (expasy) AMBIGUOUS [1.11.1.21; 1.11.1.6]"
"104","CDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"105","CDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
"106","CHD-RXN: (expasy) Choline dehydrogenase [1.1.99.1]"
"107","CHLOROMALERED-RXN: (expasy) Maleylacetate reductase [1.3.1.32]"
"108","CHORISMATE-SYNTHASE-RXN: (expasy) Chorismate synthase [4.2.3.5]"
"109","COBINPGUANYLYLTRANS-RXN: (expasy) Adenosylcobinamide-phosphate guanylyltransferase [2.7.7.62]"
"110","CTPSYN-RXN: (expasy) CTP synthase (glutamine hydrolyzing) [6.3.4.2]"
"111","CYSPH-RXN: (expasy) Cystathionine gamma-synthase [2.5.1.48]"
"112","CYSTATHIONINE-BETA-SYNTHASE-RXN: (expasy) Cystathionine beta-synthase [4.2.1.22]"
"113","CYTOCHROME-C-OXIDASE-RXN: (expasy) Cytochrome-c oxidase [7.1.1.9]"
"114","D-ALANINE-AMINOTRANSFERASE-RXN: (expasy) D-amino-acid transaminase [2.6.1.21]"
"115","DADPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"116","DAHPSYN-RXN: (expasy) 3-deoxy-7-phosphoheptulonate synthase [2.5.1.54]"
"117","DALADALALIG-RXN: (expasy) D-alanine--D-alanine ligase [6.3.2.4]"
"118","DAPASYN-RXN: (expasy) Adenosylmethionine--8-amino-7-oxononanoate transaminase [2.6.1.62]"
"119","DARABALDOL-RXN: (expasy) L-fuculose-phosphate aldolase [4.1.2.17]"
"120","DCDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"121","DCTP-DEAM-RXN: (expasy) dCTP deaminase [3.5.4.13]"
"122","DGDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"123","DGTPTRIPHYDRO-RXN: (expasy) dGTPase [3.1.5.1]"
"124","DHHB-METHYLTRANSFER-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]"
"125","DIHYDLIPACETRANS-RXN: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]"
"126","DIHYDRODIPICSYN-RXN: (expasy) 4-hydroxy-tetrahydrodipicolinate synthase [4.3.3.7]"
"127","DIHYDROOROT-RXN: (expasy) Dihydroorotase [3.5.2.3]"
"128","DIHYDROPYRIMIDINASE-RXN: (expasy) Dihydropyrimidinase [3.5.2.2]"
"129","DIHYDROXYISOVALDEHYDRAT-RXN: (expasy) Dihydroxy-acid dehydratase [4.2.1.9]"
"130","DIHYDROXYMETVALDEHYDRAT-RXN: (metacyc) 2,3-Dihydroxy-3-methylvalerate dehydratase [4.2.1.9]"
"131","DIMETHYLGLYCINE-DEHYDROGENASE-RXN: (expasy) Dimethylglycine dehydrogenase [1.5.8.4]"
"132","DIMETHYLGLYCINE-OXIDASE-RXN: (expasy) Dimethylglycine oxidase [1.5.3.10]"
"133","DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN: (expasy) Dimethylpropiothetin dethiomethylase [4.4.1.3]"
"134","DMBPPRIBOSYLTRANS-RXN: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21]"
"135","DNA-DIRECTED-RNA-POLYMERASE-RXN: (expasy) DNA-directed RNA polymerase [2.7.7.6]"
"136","DTDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"137","DUDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"138","DXS-RXN: (expasy) 1-deoxy-D-xylulose-5-phosphate synthase [2.2.1.7]"
"139","ENOYL-ACP-REDUCT-NADH-RXN: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]"
"140","FORMATETHFLIG-RXN: (expasy) Formate--tetrahydrofolate ligase [6.3.4.3]"
"141","FRUCTOKINASE-RXN: (expasy) Fructokinase [2.7.1.4]"
"142","FUCPALDOL-RXN: (expasy) L-fuculose-phosphate aldolase [4.1.2.17]"
"143","FUMHYDR-RXN: (expasy) Fumarate hydratase [4.2.1.2]"
"144","GAPDHSYNEC-RXN: (expasy) Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating) [1.2.1.59]"
"145","GAPOXNPHOSPHN-RXN: (expasy) Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [1.2.1.12]"
"146","GCVP-RXN: (expasy) Glycine dehydrogenase (aminomethyl-transferring) [1.4.4.2]"
"147","GCVT-RXN: (expasy) Aminomethyltransferase [2.1.2.10]"
"148","GDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"149","GDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
"150","GKI-RXN: (expasy) Glycerate 2-kinase [2.7.1.165]"
"151","GLUC1PURIDYLTRANS-RXN: (expasy) AMBIGUOUS [2.7.7.64; 2.7.7.9]"
"152","GLUCONATE-DEHYDRATASE-RXN: (expasy) AMBIGUOUS [4.2.1.140; 4.2.1.39]"
"153","GLURS-RXN: (expasy) Glutamate--tRNA ligase [6.1.1.17]"
"154","GLUTAMATE-SYNTHASE-FERREDOXIN-RXN: (expasy) Glutamate synthase (ferredoxin) [1.4.7.1]"
"155","GLUTAMATE-SYNTHASE-NADH-RXN: (expasy) Glutamate synthase (NADH) [1.4.1.14]"
"156","GLUTAMATESYN-RXN: (expasy) Glutamate synthase (NADPH) [1.4.1.13]"
"157","GLUTAMINESYN-RXN: (expasy) Glutamine synthetase [6.3.1.2]"
"158","GLUTATHIONE-SYN-RXN: (expasy) Glutathione synthase [6.3.2.3]"
"159","GLUTCYSLIG-RXN: (expasy) Glutamate--cysteine ligase [6.3.2.2]"
"160","GLUTKIN-RXN: (expasy) Glutamate 5-kinase [2.7.2.11]"
"161","GLUTSEMIALDEHYDROG-RXN: (expasy) Glutamate-5-semialdehyde dehydrogenase [1.2.1.41]"
"162","GLYC3PDEHYDROG-RXN: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]"
"163","GLYC3PDEHYDROGBIOSYN-RXN: (expasy) Glycerol-3-phosphate dehydrogenase (NAD(P)(+)) [1.1.1.94]"
"164","GLYCEROL-KIN-RXN: (expasy) Glycerol kinase [2.7.1.30]"
"165","GLYCINE--TRNA-LIGASE-RXN: (expasy) Glycine--tRNA ligase [6.1.1.14]"
"166","GLYCOLALD-DEHYDROG-RXN: (expasy) Glycolaldehyde dehydrogenase [1.2.1.21]"
"167","GLYCOLATE-REDUCTASE-RXN: (expasy) Glyoxylate reductase [1.1.1.26]"
"168","GLYCPDIESTER-RXN: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46]"
"169","GLYOHMETRANS-RXN: (expasy) Glycine hydroxymethyltransferase [2.1.2.1]"
"170","GLYOXI-RXN: (expasy) Lactoylglutathione lyase [4.4.1.5]"
"171","GLYOXII-RXN: (expasy) Hydroxyacylglutathione hydrolase [3.1.2.6]"
"172","GLYOXYLATE-REDUCTASE-NADP+-RXN: (expasy) Glyoxylate reductase (NADP(+)) [1.1.1.79]"
"173","GSDEADENYLATION-RXN: (expasy) [Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [2.7.7.89]"
"174","GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN: (expasy) Guanidinoacetate N-methyltransferase [2.1.1.2]"
"175","GUANIDINOBUTYRASE-RXN: (expasy) Guanidinobutyrase [3.5.3.7]"
"176","GUANIDINOPROPIONASE-RXN: (expasy) Guanidinopropionase [3.5.3.17]"
"177","H2PTEROATESYNTH-RXN: (expasy) Dihydropteroate synthase [2.5.1.15]"
"178","HISTAMINOTRANS-RXN: (expasy) Histidinol-phosphate transaminase [2.6.1.9]"
"179","HISTCYCLOHYD-RXN: (expasy) Phosphoribosyl-AMP cyclohydrolase [3.5.4.19]"
"180","HISTIDINE--TRNA-LIGASE-RXN: (expasy) Histidine--tRNA ligase [6.1.1.21]"
"181","HISTPRATPHYD-RXN: (expasy) Phosphoribosyl-ATP diphosphatase [3.6.1.31]"
"182","HOMOCYSMETB12-RXN: (expasy) Methionine synthase [2.1.1.13]"
"183","HOMOSERINE-O-ACETYLTRANSFERASE-RXN: (expasy) Homoserine O-acetyltransferase [2.3.1.31]"
"184","IGPSYN-RXN: (expasy) Indole-3-glycerol-phosphate synthase [4.1.1.48]"
"185","IMIDPHOSDEHYD-RXN: (expasy) Imidazoleglycerol-phosphate dehydratase [4.2.1.19]"
"186","IMP-DEHYDROG-RXN: (expasy) IMP dehydrogenase [1.1.1.205]"
"187","IMPCYCLOHYDROLASE-RXN: (expasy) IMP cyclohydrolase [3.5.4.10]"
"188","INORGPYROPHOSPHAT-RXN: (expasy) Inorganic diphosphatase [3.6.1.1]"
"189","KDO-8PSYNTH-RXN: (expasy) 3-deoxy-8-phosphooctulonate synthase [2.5.1.55]"
"190","KDPGALDOL-RXN: (expasy) AMBIGUOUS [4.1.2.14; 4.1.2.55]"
"191","KETOISOCAPROATE-RXN: (metacyc) 4-methyl-2-oxopentanoate dehydrogenase (lipoamide) [1.2.4.4]"
"192","L-IDONATE-2-DEHYDROGENASE-RXN: (metacyc) L-idonate 2-dehydrogenase [1.1.1.264]"
"193","LEUCYLTRANSFERASE-RXN: (expasy) Lysine/arginine leucyltransferase [2.3.2.6]"
"194","LIPIDADISACCHARIDESYNTH-RXN: (expasy) Lipid-A-disaccharide synthase [2.4.1.182]"
"195","LYSINE--TRNA-LIGASE-RXN: (expasy) Lysine--tRNA ligase [6.1.1.6]"
"196","MALATE-DEH-RXN: (expasy) Malate dehydrogenase [1.1.1.37]"
"197","MALEYLACETATE-REDUCTASE-RXN: (expasy) Maleylacetate reductase [1.3.1.32]"
"198","MALONYL-COA-ACP-TRANSACYL-RXN: (expasy) [Acyl-carrier-protein] S-malonyltransferase [2.3.1.39]"
"199","MALONYL-COA-DECARBOXYLASE-RXN: (expasy) Malonyl-CoA decarboxylase [4.1.1.9]"
"200","MALSYN-RXN: (expasy) Malate synthase [2.3.3.9]"
"201","MALTODEXGLUCOSID-RXN: (expasy) Alpha-glucosidase [3.2.1.20]"
"202","MALYL-COA-LYASE-RXN: (expasy) Malyl-CoA lyase [4.1.3.24]"
"203","MANNONDEHYDRAT-RXN: (expasy) Mannonate dehydratase [4.2.1.8]"
"204","MANNPGUANYLTRANGDP-RXN: (expasy) Mannose-1-phosphate guanylyltransferase (GDP) [2.7.7.22]"
"205","MERCURY-II-REDUCTASE-RXN: (expasy) Mercury(II) reductase [1.16.1.1]"
"206","METHIONINE--TRNA-LIGASE-RXN: (expasy) Methionine--tRNA ligase [6.1.1.10]"
"207","METHYLCROTONYL-COA-CARBOXYLASE-RXN: (expasy) Methylcrotonoyl-CoA carboxylase [6.4.1.4]"
"208","METHYLISOCITRATE-LYASE-RXN: (expasy) Methylisocitrate lyase [4.1.3.30]"
"209","METHYLITACONATE-DELTA-ISOMERASE-RXN: (expasy) Methylitaconate Delta-isomerase [5.3.3.6]"
"210","METHYLMALONYL-COA-MUT-RXN: (expasy) Methylmalonyl-CoA mutase [5.4.99.2]"
"211","METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4]"
"212","MUCONOLACTONE-DELTA-ISOMERASE-RXN: (expasy) Muconolactone Delta-isomerase [5.3.3.4]"
"213","MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN: (expasy) Inositol-phosphate phosphatase [3.1.3.25]"
"214","MYO-INOSITOL-2-DEHYDROGENASE-RXN: (expasy) Inositol 2-dehydrogenase [1.1.1.18]"
"215","N-ACETYLGLUCOSAMINE-KINASE-RXN: (expasy) N-acetylglucosamine kinase [2.7.1.59]"
"216","N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]"
"217","NAD-SYNTH-GLN-RXN: (expasy) NAD(+) synthase (glutamine-hydrolyzing) [6.3.5.1]"
"218","NAD-SYNTH-NH3-RXN: (expasy) NAD(+) synthase [6.3.1.5]"
"219","NADH-DEHYDROG-A-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2]"
"220","NADH-PQ-DEHYDROG-RXN: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2]"
"221","NICOTINATEPRIBOSYLTRANS-RXN: (expasy) Nicotinate phosphoribosyltransferase [6.3.4.21]"
"222","NUCLEOSIDE-DIP-KIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6]"
"223","O-SUCCHOMOSERLYASE-RXN: (expasy) Cystathionine gamma-synthase [2.5.1.48]"
"224","ORNCARBAMTRANSFER-RXN: (expasy) Ornithine carbamoyltransferase [2.1.3.3]"
"225","OXALODECARB-RXN: (expasy) Oxaloacetate decarboxylase [4.1.1.112]"
"226","P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36]"
"227","P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5]"
"228","PANTOTHENATE-KIN-RXN: (expasy) Pantothenate kinase [2.7.1.33]"
"229","PDXJ-RXN: (expasy) Pyridoxine 5'-phosphate synthase [2.6.99.2]"
"230","PEPDEPHOS-RXN: (expasy) Pyruvate kinase [2.7.1.40]"
"231","PGLUCONDEHYDRAT-RXN: (expasy) Phosphogluconate dehydratase [4.2.1.12]"
"232","PGPPHOSPHA-RXN: (expasy) Phosphatidylglycerophosphatase [3.1.3.27]"
"233","PHENYLALANINE--TRNA-LIGASE-RXN: (expasy) Phenylalanine--tRNA ligase [6.1.1.20]"
"234","PHOSGLYPHOS-RXN: (expasy) Phosphoglycerate kinase [2.7.2.3]"
"235","PHOSMANMUT-RXN: (expasy) Phosphomannomutase [5.4.2.8]"
"236","PHOSNACMURPENTATRANS-RXN: (metacyc) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase [2.7.8.13]"
"237","PMPOXI-RXN: (expasy) Pyridoxal 5'-phosphate synthase [1.4.3.5]"
"238","PNPOXI-RXN: (expasy) Pyridoxal 5'-phosphate synthase [1.4.3.5]"
"239","POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN: (expasy) Polynucleotide 5'-hydroxyl-kinase [2.7.1.78]"
"240","POLYPHOSPHATE-KINASE-RXN: (expasy) Polyphosphate kinase [2.7.4.1]"
"241","PORPHOBILSYNTH-RXN: (expasy) Porphobilinogen synthase [4.2.1.24]"
"242","PREPHENATEDEHYDRAT-RXN: (expasy) Prephenate dehydratase [4.2.1.51]"
"243","PREPHENATEDEHYDROG-RXN: (expasy) Prephenate dehydrogenase [1.3.1.12]"
"244","PRIBFAICARPISOM-RXN: (expasy) isomerase [5.3.1.16]"
"245","PROLINE--TRNA-LIGASE-RXN: (expasy) Proline--tRNA ligase [6.1.1.15]"
"246","PROPCOASYN-RXN: (expasy) Short-chain acyl-CoA dehydrogenase [1.3.8.1]"
"247","PRPPAMIDOTRANS-RXN: (expasy) Amidophosphoribosyltransferase [2.4.2.14]"
"248","PRPPSYN-RXN: (expasy) Ribose-phosphate diphosphokinase [2.7.6.1]"
"249","PRTRANS-RXN: (expasy) Anthranilate phosphoribosyltransferase [2.4.2.18]"
"250","PYRIDOXAL-4-DEHYDROGENASE-RXN: (expasy) Pyridoxal 4-dehydrogenase [1.1.1.107]"
"251","PYRIMSYN3-RXN: (expasy) Phosphooxymethylpyrimidine kinase [2.7.4.7]"
"252","PYRUVATE-CARBOXYLASE-RXN: (expasy) Pyruvate carboxylase [6.4.1.1]"
"253","R11-RXN: (expasy) AMBIGUOUS [2.8.3.1; 2.8.3.8]"
"254","R222-RXN: (metacyc) 1-octanal dehydrogenase (NAD+) [1.2.1.3]"
"255","R341-RXN: (expasy) Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.9]"
"256","R342-RXN: (expasy) Cobaltochelatase [6.6.1.2]"
"257","R8-RXN: (expasy) Acetate CoA-transferase [2.8.3.8]"
"258","RIBOFLAVIN-SYN-RXN: (expasy) Riboflavin synthase [2.5.1.9]"
"259","RIBOFLAVINSYNDEAM-RXN: (expasy) Diaminohydroxyphosphoribosylaminopyrimidine deaminase [3.5.4.26]"
"260","RIBOFLAVINSYNREDUC-RXN: (expasy) 5-amino-6-(5-phosphoribosylamino)uracil reductase [1.1.1.193]"
"261","RIBOKIN-RXN: (expasy) Ribokinase [2.7.1.15]"
"262","RIBONUCLEOSIDE-DIP-REDUCTI-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]"
