"","x"
"527","N-CARBAMOYLSARCOSINE-AMIDASE-RXN: (expasy) N-carbamoylsarcosine amidase [3.5.1.59]"
"528","N-FORMYLGLUTAMATE-DEFORMYLASE-RXN: (expasy) N-formylglutamate deformylase [3.5.1.68]"
"529","N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN: (expasy) N-sulfoglucosamine sulfohydrolase [3.10.1.1]"
"530","N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN: (expasy) N(6)-hydroxylysine O-acetyltransferase [2.3.1.102]"
"531","NAD+-ADP-RIBOSYLTRANSFERASE-RXN: (expasy) NAD(+) ADP-ribosyltransferase [2.4.2.30]"
"532","NADPH-DEHYDROGENASE-RXN: (expasy) NADPH dehydrogenase [1.6.99.1]"
"533","NADPYROPHOSPHAT-RXN: (expasy) NAD(+) diphosphatase [3.6.1.22]"
"534","NANE-RXN: (metacyc) N-acetyl-D-mannosamine-6-phosphate epimerase [5.1.3.9]"
"535","NICOTINAMID-RXN: (expasy) Nicotinamidase [3.5.1.19]"
"536","NICOTINATE-DEHYDROGENASE-RXN: (expasy) Nicotinate dehydrogenase (cytochrome) [1.17.2.1]"
"537","NITRATE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrate reductase (cytochrome) [1.9.6.1]"
"538","NITRIC-OXIDE-REDUCTASE-RXN: (expasy) Nitric-oxide reductase (cytochrome c) [1.7.2.5]"
"539","NITRIC-OXIDE-SYNTHASE-RXN: (expasy) Nitric-oxide synthase (NADPH) [1.14.13.39]"
"540","NITRILE-HYDRATASE-RXN: (expasy) Nitrile hydratase [4.2.1.84]"
"541","NITRITE-REDUCTASE-CYTOCHROME-RXN: (expasy) Nitrite reductase (NO-forming) [1.7.2.1]"
"542","NQOR-RXN: (expasy) NAD(P)H dehydrogenase (quinone) [1.6.5.2]"
"543","NUCLEOSIDE-TRIPHOSPHATASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]"
"544","NUCLEOTIDE-PYROPHOSPHATASE-RXN: (expasy) Nucleotide diphosphatase [3.6.1.9]"
"545","O-ACETYLHOMOSERINE-THIOL-LYASE-RXN: (expasy) O-acetylhomoserine aminocarboxypropyltransferase [2.5.1.49]"
"546","O-SUCCINYLBENZOATE-COA-LIG-RXN: (expasy) o-succinylbenzoate--CoA ligase [6.2.1.26]"
"547","O-SUCCINYLBENZOATE-COA-SYN-RXN: (expasy) o-succinylbenzoate synthase [4.2.1.113]"
"548","OHACYL-COA-DEHYDROG-RXN: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"549","OHBUTYRYL-COA-EPIM-RXN: (expasy) 3-hydroxybutyryl-CoA epimerase [5.1.2.3]"
"550","ORNDECARBOX-RXN: (expasy) Ornithine decarboxylase [4.1.1.17]"
"551","ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN: (expasy) Ornithine aminotransferase [2.6.1.13]"
"552","ORNITHINE-CYCLODEAMINASE-RXN: (expasy) Ornithine cyclodeaminase [4.3.1.12]"
"553","ORNITHINE-GLU-AMINOTRANSFERASE-RXN: (metacyc) Ornithine--oxo-glutarate aminotransferase [2.6.1.13]"
"554","OROTATE-REDUCTASE-NADH-RXN: (expasy) Dihydroorotate dehydrogenase (NAD(+)) [1.3.1.14]"
"555","OXALYL-COA-DECARBOXYLASE-RXN: (expasy) Oxalyl-CoA decarboxylase [4.1.1.8]"
"556","OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN: (expasy) Oxoglutarate dehydrogenase (NADP(+)) [1.2.1.52]"
"557","PENICILLIN-AMIDASE-RXN: (expasy) Penicillin amidase [3.5.1.11]"
"558","PEPCARBOXYKIN-RXN: (expasy) Phosphoenolpyruvate carboxykinase (ATP) [4.1.1.49]"
"559","PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN: (expasy) Peptide-aspartate beta-dioxygenase [1.14.11.16]"
"560","PERILLYL-ALCOHOL-DEHYDROGENASE-RXN: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144]"
"561","PEROXID-RXN: (expasy) Peroxidase [1.11.1.7]"
"562","PHENOL-2-MONOOXYGENASE-RXN: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]"
"563","PHENYLALANINE-AMMONIA-LYASE-RXN: (expasy) AMBIGUOUS [4.3.1.24; 4.3.1.25]"
"564","PHOSACETYLTRANS-RXN: (expasy) Phosphate acetyltransferase [2.3.1.8]"
"565","PHOSICITDEHASE-RXN: (expasy) [Isocitrate dehydrogenase (NADP(+))] kinase [2.7.11.5]"
"566","PHOSPHASERDECARB-RXN: (expasy) Phosphatidylserine decarboxylase [4.1.1.65]"
"567","PHOSPHASERSYN-RXN: (expasy) CDP-diacylglycerol--serine O-phosphatidyltransferase [2.7.8.8]"
"568","PHOSPHATE-BUTYRYLTRANSFERASE-RXN: (expasy) Phosphate butyryltransferase [2.3.1.19]"
"569","PHOSPHOENOLPYRUVATE-MUTASE-RXN: (expasy) Phosphoenolpyruvate mutase [5.4.2.9]"
"570","PHOSPHOGLUCMUT-RXN: (expasy) Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [5.4.2.2]"
"571","PHOSPHOLIPASE-A2-RXN: (expasy) Phospholipase A(2) [3.1.1.4]"
"572","PHOSPHONOACETALDEHYDE-HYDROLASE-RXN: (expasy) Phosphonoacetaldehyde hydrolase [3.11.1.1]"
"573","PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN: (expasy) Plastoquinol--plastocyanin reductase [7.1.1.6]"
"574","POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN: (expasy) Polynucleotide adenylyltransferase [2.7.7.19]"
"575","PPENTOMUT-RXN: (expasy) Phosphopentomutase [5.4.2.7]"
"576","PPPGPPHYDRO-RXN: (expasy) Guanosine-5'-triphosphate,3'-diphosphate diphosphatase [3.6.1.40]"
"577","PROLINE-RACEMASE-RXN: (expasy) Proline racemase [5.1.1.4]"
"578","PROPANEDIOL-DEHYDRATASE-RXN: (expasy) Propanediol dehydratase [4.2.1.28]"
"579","PROPIONATE--COA-LIGASE-RXN: (expasy) Propionate--CoA ligase [6.2.1.17]"
"580","PROPIONYL-COA-CARBOXY-RXN: (expasy) Propionyl-CoA carboxylase [6.4.1.3]"
"581","PROPKIN-RXN: (expasy) AMBIGUOUS [2.7.2.1; 2.7.2.14; 2.7.2.15; 2.7.2.7]"
"582","PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN: (expasy) Prostaglandin-endoperoxide synthase [1.14.99.1]"
"583","PROTEIN-TYROSINE-PHOSPHATASE-RXN: (expasy) Protein-tyrosine-phosphatase [3.1.3.48]"
"584","PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN: (expasy) Protein-tyrosine sulfotransferase [2.8.2.20]"
"585","PROTOCATECHUATE-45-DIOXYGENASE-RXN: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]"
"586","PROTOHEMEFERROCHELAT-RXN: (expasy) Protoporphyrin ferrochelatase [4.99.1.1]"
"587","PROTOPORGENOXI-RXN: (expasy) Protoporphyrinogen oxidase [1.3.3.4]"
"588","PSERTRANSAM-RXN: (expasy) Phosphoserine transaminase [2.6.1.52]"
"589","PSERTRANSAMPYR-RXN: (expasy) Phosphoserine transaminase [2.6.1.52]"
"590","PSII-RXN: (expasy) Photosystem II [1.10.3.9]"
"591","PTAALT-RXN: (expasy) Phosphate propanoyltransferase [2.3.1.222]"
"592","PTERIN-DEAMINASE-RXN: (expasy) Pterin deaminase [3.5.4.11]"
"593","PYFLAVOXRE-RXN: (expasy) Pyruvate synthase [1.2.7.1]"
"594","PYRIDOXINE-4-DEHYDROGENASE-RXN: (expasy) Pyridoxine 4-dehydrogenase [1.1.1.65]"
"595","PYRIMSYN1-RXN: (expasy) Phosphomethylpyrimidine synthase [4.1.99.17]"
"596","PYRNUTRANSHYDROGEN-RXN: (expasy) AMBIGUOUS [1.6.1.1; 1.6.1.2; 1.6.1.3]"
"597","PYRUFLAVREDUCT-RXN: (expasy) Pyruvate synthase [1.2.7.1]"
"598","PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN: (expasy) Pyruvate, phosphate dikinase [2.7.9.1]"
"599","PYRUVDEH-RXN: NO_NAME"
"600","PYRUVFORMLY-RXN: (expasy) Formate C-acetyltransferase [2.3.1.54]"
"601","QOR-RXN: (expasy) NADPH:quinone reductase [1.6.5.5]"
"602","QUERCETIN-23-DIOXYGENASE-RXN: (expasy) Quercetin 2,3-dioxygenase [1.13.11.24]"
"603","R10-RXN: (expasy) 3-hexulose-6-phosphate synthase [4.1.2.43]"
"604","R102-RXN: (expasy) Diaminobutyrate acetyltransferase [2.3.1.178]"
"605","R103-RXN: (expasy) Ectoine synthase [4.2.1.108]"
"606","R12-RXN: (expasy) 6-phospho-3-hexuloisomerase [5.3.1.27]"
"607","R122-RXN: (expasy) Hydroxydechloroatrazine ethylaminohydrolase [3.5.4.43]"
"608","R15-RXN: (expasy) Methionine transaminase [2.6.1.88]"
"609","R223-RXN: (metacyc) octanoyl-CoA ligase [6.2.1.3]"
"610","R309-RXN: (metacyc) Acrylonitrilase [3.5.5.7]"
"611","R310-RXN: (expasy) Nitrile hydratase [4.2.1.84]"
"612","R313-RXN: (expasy) Nitrile hydratase [4.2.1.84]"
"613","R381-RXN: (metacyc) N-acetyl-&beta;-D-glucosamine 2-epimerase [5.1.3.8]"
"614","R542-RXN: (expasy) 5-exo-hydroxycamphor dehydrogenase [1.1.1.327]"
"615","R601-RXN: (expasy) Fumarate reductase (quinol) [1.3.5.4]"
"616","R608-RXN: (expasy) 2,6-dioxo-6-phenylhexa-3-enoate hydrolase [3.7.1.8]"
"617","R621-RXN: (expasy) Nitric oxide dioxygenase [1.14.12.17]"
"618","RHAMNISOM-RXN: (expasy) L-rhamnose isomerase [5.3.1.14]"
"619","RHAMNULOKIN-RXN: (expasy) Rhamnulokinase [2.7.1.5]"
"620","RHAMNULPALDOL-RXN: (expasy) Rhamnulose-1-phosphate aldolase [4.1.2.19]"
"621","RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN: (expasy) Ribulose-bisphosphate carboxylase [4.1.1.39]"
"622","RIBULPEPIM-RXN: (expasy) L-ribulose-5-phosphate 4-epimerase [5.1.3.4]"
"623","RNA-3-PHOSPHATE-CYCLASE-RXN: (expasy) RNA 3'-terminal-phosphate cyclase (ATP) [6.5.1.4]"
"624","RNA-DIRECTED-DNA-POLYMERASE-RXN: (expasy) RNA-directed DNA polymerase [2.7.7.49]"
"625","RNA-DIRECTED-RNA-POLYMERASE-RXN: (expasy)   [2.7.7.48]"
"626","RXN-0: (expasy) Diamine N-acetyltransferase [2.3.1.57]"
"627","RXN-10020: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]"
"628","RXN-10022: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]"
"629","RXN-10023: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]"
"630","RXN-10024: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]"
"631","RXN-10025: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]"
"632","RXN-10026: (expasy) Acyl-homoserine-lactone synthase [2.3.1.184]"
"633","RXN-10040: (expasy) 3-(3-hydroxy-phenyl)propanoic acid hydroxylase [1.14.13.127]"
"634","RXN-10059: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"635","RXN-10060: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"636","RXN-10061: (metacyc) 3-hydroxycerotyl-[acp] dehydrase [2.3.1.86]"
"637","RXN-10062: (metacyc) trans-hexacos-2-enoyl-[acp] reductase [2.3.1.86]"
"638","RXN-10081: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"639","RXN-10083: (expasy) 3-oxoadipate enol-lactonase [3.1.1.24]"
"640","RXN-10085: (expasy) 3-oxoadipate CoA-transferase [2.8.3.6]"
"641","RXN-10099: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"642","RXN-10100: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"643","RXN-10102: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"644","RXN-10103: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"645","RXN-10105: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"646","RXN-10109: (expasy) Chloromuconate cycloisomerase [5.5.1.7]"
"647","RXN-10125: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]"
"648","RXN-10127: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]"
"649","RXN-10128: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]"
"650","RXN-10129: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]"
"651","RXN-10245: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6]"
"652","RXN-10246: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]"
"653","RXN-10381: (expasy) 2-oxopent-4-enoate hydratase [4.2.1.80]"
"654","RXN-10425: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]"
"655","RXN-10462: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"656","RXN-10642: (expasy) Uroporphyrinogen decarboxylase [4.1.1.37]"
"657","RXN-10643: (expasy) Carotenoid 1,2-hydratase [4.2.1.131]"
"658","RXN-10655: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"659","RXN-10659: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"660","RXN-10665: (expasy) Carotenoid 1,2-hydratase [4.2.1.131]"
"661","RXN-10669: (expasy) Demethylspheroidene O-methyltransferase [2.1.1.210]"
"662","RXN-10674: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"663","RXN-10699: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"664","RXN-10700: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"665","RXN-10701: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"666","RXN-10708: (expasy) Acyl-CoA hydrolase [3.1.2.20]"
"667","RXN-10759: (expasy) (R)-amidase [3.5.1.100]"
"668","RXN-10760: (expasy) (R)-amidase [3.5.1.100]"
"669","RXN-10769: (expasy) Beta-glucosidase [3.2.1.21]"
"670","RXN-10773: (expasy) Beta-glucosidase [3.2.1.21]"
"671","RXN-10815: (metacyc) 2-oxo-3-phenylpropanoate dioxygenase [1.13.11.27]"
"672","RXN-10819: (expasy) Phenylacetate--CoA ligase [6.2.1.30]"
"673","RXN-1082: (expasy) Glutaconate CoA-transferase [2.8.3.12]"
"674","RXN-10827: (expasy) Carboxyvinyl-carboxyphosphonate phosphorylmutase [2.7.8.23]"
"675","RXN-10828: (expasy) Carboxyvinyl-carboxyphosphonate phosphorylmutase [2.7.8.23]"
"676","RXN-10837: (expasy) Phosphinothricin acetyltransferase [2.3.1.183]"
"677","RXN-10842: (expasy) Tryptophan 7-halogenase [1.14.19.9]"
"678","RXN-10891: (expasy) Vanillate monooxygenase [1.14.13.82]"
"679","RXN-10963: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"680","RXN-10964: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"681","RXN-10965: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"682","RXN-10975: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"683","RXN-10976: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"684","RXN-10977: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"685","RXN-10978: (expasy) Diphosphoinositol-polyphosphate diphosphatase [3.6.1.52]"
"686","RXN-10994: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"687","RXN-11023: (expasy) Trans,polycis-decaprenyl diphosphate synthase [2.5.1.86]"
"688","RXN-11032: (expasy) Diacetyl reductase ((S)-acetoin forming) [1.1.1.304]"
"689","RXN-11046: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"690","RXN-11047: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"691","RXN-11048: (expasy) Double-stranded uracil-DNA glycosylase [3.2.2.28]"
"692","RXN-11053: (expasy) 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+)) [1.2.1.77]"
"693","RXN-11063: (expasy) Methionine gamma-lyase [4.4.1.11]"
"694","RXN-11064: (expasy) Methionine gamma-lyase [4.4.1.11]"
"695","RXN-11136: (expasy) HslU--HslV peptidase [3.4.25.2]"
"696","RXN-11176: (expasy) PqqA peptide cyclase [1.21.98.4]"
"697","RXN-11181: (expasy) Pyrroloquinoline-quinone synthase [1.3.3.11]"
"698","RXN-11187: (expasy) Arsenate-mycothiol transferase [2.8.4.2]"
"699","RXN-11192: (expasy) Cocaine esterase [3.1.1.84]"
"700","RXN-11210: (expasy) Beta-ureidopropionase [3.5.1.6]"
"701","RXN-11219: (expasy) Catechol 2,3-dioxygenase [1.13.11.2]"
"702","RXN-11236: (expasy) Nitrate reductase (quinone) [1.7.5.1]"
"703","RXN-11245: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"704","RXN-11246: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"705","RXN-11319: (expasy) 2-iminoacetate synthase [4.1.99.19]"
"706","RXN-11322: (expasy) Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing) [4.3.3.6]"
"707","RXN-11332: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7]"
"708","RXN-11333: (expasy) Alcohol dehydrogenase (cytochrome c) [1.1.2.8]"
"709","RXN-11361: (expasy) Molybdopterin-synthase adenylyltransferase [2.7.7.80]"
"710","RXN-11364: (expasy) D-glycero-alpha-D-manno-heptose-7-phosphate kinase [2.7.1.168]"
"711","RXN-11368: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39]"
"712","RXN-11453: (expasy) Formaldehyde dismutase [1.2.98.1]"
"713","RXN-11455: (expasy) 8-oxoguanine deaminase [3.5.4.32]"
"714","RXN-11475: (expasy) Malonyl-[acyl-carrier protein] O-methyltransferase [2.1.1.197]"
"715","RXN-11476: (metacyc) 3-oxo-glutaryl-[acp] methyl ester reductase [1.1.1.100]"
"716","RXN-11480: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"717","RXN-11496: (expasy) Pyruvate dehydrogenase (quinone) [1.2.5.1]"
"718","RXN-11496-YEAST: (expasy) Pyruvate dehydrogenase (quinone) [1.2.5.1]"
"719","RXN-11513: (metacyc) caffeine N1-demethylase (NADH) [1.14.13.178]"
"720","RXN-11517: (metacyc) paraxanthine N1-demethylase (NADH) [1.14.13.178]"
"721","RXN-11523: (expasy) Caffeine dehydrogenase [1.17.5.2]"
"722","RXN-11565: (expasy) Carboxynorspermidine synthase [1.5.1.43]"
"723","RXN-11566: (metacyc) carboxyspermidine synthase [1.5.1.43]"
"724","RXN-11574: (expasy) 23S rRNA (guanine(2445)-N(2))-methyltransferase [2.1.1.173]"
"725","RXN-11576: (expasy) 16S rRNA (guanine(1207)-N(2))-methyltransferase [2.1.1.172]"
"726","RXN-11578: (expasy) 16S rRNA (guanine(527)-N(7))-methyltransferase [2.1.1.170]"
"727","RXN-11586: (expasy) 23S rRNA (adenine(2503)-C(2))-methyltransferase [2.1.1.192]"
"728","RXN-11588: (expasy) 23S rRNA (guanosine(2251)-2'-O)-methyltransferase [2.1.1.185]"
"729","RXN-11591: (expasy) 16S rRNA (cytosine(967)-C(5))-methyltransferase [2.1.1.176]"
"730","RXN-11592: (expasy) 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase [2.1.1.177]"
"731","RXN-11598: (expasy) 16S rRNA (uracil(1498)-N(3))-methyltransferase [2.1.1.193]"
"732","RXN-11600: (expasy) 23S rRNA (uracil(747)-C(5))-methyltransferase [2.1.1.189]"
"733","RXN-11618: (expasy) Hyaluronoglucosaminidase [3.2.1.35]"
"734","RXN-11620: (expasy) Hyaluronoglucosaminidase [3.2.1.35]"
"735","RXN-11635: (expasy) 23S rRNA (guanine(1835)-N(2))-methyltransferase [2.1.1.174]"
"736","RXN-11638: (expasy) 16S rRNA (cytosine(1402)-N(4))-methyltransferase [2.1.1.199]"
"737","RXN-11647: (expasy) 1-hydroxycarotenoid 3,4-desaturase [1.3.99.27]"
"738","RXN-11662: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"739","RXN-11663: (expasy) Glutathione transferase [2.5.1.18]"
"740","RXN-11689: (expasy) (S)-sulfolactate dehydrogenase [1.1.1.310]"
"741","RXN-11690: (metacyc) (R)-sulfolactate dehydrogenase (NADP+) [1.1.1.338]"
"742","RXN-11691: (expasy) (2R)-sulfolactate sulfo-lyase [4.4.1.24]"
"743","RXN-11706: (expasy) Long-chain acyl-[acyl-carrier-protein] reductase [1.2.1.80]"
"744","RXN-11707: (expasy) Long-chain acyl-[acyl-carrier-protein] reductase [1.2.1.80]"
"745","RXN-11726: (expasy) Crotonyl-CoA reductase [1.3.1.86]"
"746","RXN-11734: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]"
"747","RXN-11737: (expasy) Aspartate transaminase [2.6.1.1]"
"748","RXN-11749: (expasy) Fluoroacetyl-CoA thioesterase [3.1.2.29]"
"749","RXN-11754: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]"
"750","RXN-11761: (expasy) Haloacetate dehalogenase [3.8.1.3]"
"751","RXN-11768: (expasy) 3-hydroxy-D-aspartate aldolase [4.1.3.41]"
"752","RXN-11791: (expasy) Undecaprenyl-phosphate glucose phosphotransferase [2.7.8.31]"
"753","RXN-11832: (expasy) AMBIGUOUS [2.7.4.14; 2.7.4.25]"
"754","RXN-11833: (expasy) 16S rRNA pseudouridine(516) synthase [5.4.99.19]"
"755","RXN-11834: (expasy) 23S rRNA pseudouridine(2457) synthase [5.4.99.20]"
"756","RXN-11836: (expasy) 23S rRNA pseudouridine(2605) synthase [5.4.99.22]"
"757","RXN-11837: (expasy) 23S rRNA pseudouridine(1911/1915/1917) synthase [5.4.99.23]"
"758","RXN-11838: (expasy) 23S rRNA pseudouridine(955/2504/2580) synthase [5.4.99.24]"
"759","RXN-11839: (expasy) tRNA pseudouridine(55) synthase [5.4.99.25]"
"760","RXN-11840: (expasy) tRNA pseudouridine(65) synthase [5.4.99.26]"
"761","RXN-11842: (expasy) tRNA pseudouridine(32) synthase [5.4.99.28]"
"762","RXN-11843: (expasy) 23S rRNA pseudouridine(746) synthase [5.4.99.29]"
"763","RXN-11860: (expasy) tRNA (cytidine(34)-2'-O)-methyltransferase [2.1.1.207]"
"764","RXN-11865: (expasy) tRNA (cytidine(34)-2'-O)-methyltransferase [2.1.1.207]"
"765","RXN-11963: (expasy) diphosphate specific) [2.5.1.87]"
"766","RXN-12014: (expasy) GPR endopeptidase [3.4.24.78]"
"767","RXN-12073: (expasy) 3-carboxyethylcatechol 2,3-dioxygenase [1.13.11.16]"
"768","RXN-12086: (expasy) Triacylglycerol lipase [3.1.1.3]"
"769","RXN-12104: (expasy) Epoxyqueuosine reductase [1.17.99.6]"
"770","RXN-12134: (expasy) Soluble epoxide hydrolase [3.3.2.10]"
"771","RXN-12140: (expasy) Soluble epoxide hydrolase [3.3.2.10]"
"772","RXN-12141: (expasy) Soluble epoxide hydrolase [3.3.2.10]"
"773","RXN-12142: (expasy) Soluble epoxide hydrolase [3.3.2.10]"
"774","RXN-12184: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"775","RXN-12195: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]"
"776","RXN-12196: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]"
"777","RXN-12238: (expasy) N,N'-diacetyllegionaminate synthase [2.5.1.101]"
"778","RXN-12241: (expasy) S-methyl-5'-thioinosine phosphorylase [2.4.2.44]"
"779","RXN-12247: (expasy) Phytoene desaturase (neurosporene-forming) [1.3.99.28]"
"780","RXN-12280: (expasy) Isoamylase [3.2.1.68]"
"781","RXN-12302: (expasy) Pullulanase [3.2.1.41]"
"782","RXN-12303: (metacyc) NAD(P)H dehydrogenase (plastoquinone) [1.6.5.2]"
"783","RXN-12398: (metacyc) xyloglucan XXLG oligosaccharide &beta;-galactosidase [3.2.1.23]"
"784","RXN-12399: (metacyc) xyloglucan XLXG oligosaccharide &beta;-galactosidase [3.2.1.23]"
"785","RXN-12400: (metacyc) xyloglucan XLLG oligosaccharide &beta;-galactosidase [3.2.1.23]"
"786","RXN-1241: (expasy) Coniferyl-aldehyde dehydrogenase [1.2.1.68]"
"787","RXN-12460: (metacyc) L-asparaginyl-tRNAasn hydrolase [3.1.1.29]"
"788","RXN-12463: (expasy) 23S rRNA (cytidine(1920)-2'-O)-methyltransferase [2.1.1.226]"
"789","RXN-12480: (expasy) tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase [2.1.1.223]"
"790","RXN-12481: (expasy) Phosphoenolpyruvate carboxykinase (GTP) [4.1.1.32]"
"791","RXN-12490: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"792","RXN-12515: (expasy) N(1)-aminopropylagmatine ureohydrolase [3.5.3.24]"
"793","RXN-12519: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"794","RXN-12538: (expasy) 2-oxuglutarate dioxygenase (ethene-forming) [1.13.12.19]"
"795","RXN-12560: (expasy) Acetoacetyl-CoA reductase [1.1.1.36]"
"796","RXN-12561: (expasy) AMBIGUOUS [2.3.1.16; 2.3.1.9]"
"797","RXN-12565: (expasy) AMBIGUOUS [2.3.1.16; 2.3.1.9]"
"798","RXN-12567: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"799","RXN-12570: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"800","RXN-12579: (expasy) Triacylglycerol lipase [3.1.1.3]"
"801","RXN-12615: (expasy) Xanthine oxidase [1.17.3.2]"
"802","RXN-12618: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"803","RXN-12673: (expasy) Perakine reductase [1.1.1.317]"
"804","RXN-12694: (expasy) Steroid Delta-isomerase [5.3.3.1]"
"805","RXN-12705: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"806","RXN-12710: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"807","RXN-12722: (expasy) Carotenoid 1,2-hydratase [4.2.1.131]"
"808","RXN-12723: (expasy) Carotenoid 1,2-hydratase [4.2.1.131]"
"809","RXN-12729: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"810","RXN-12730: (expasy) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [2.1.1.14]"
"811","RXN-12734: (expasy) 2-hydroxyhexa-2,4-dienoate hydratase [4.2.1.132]"
"812","RXN-12750: (metacyc) 3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoate dehydrogenase [1.1.1.35]"
"813","RXN-12751: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"814","RXN-12790: (metacyc) 3-oxo-24-ethyl-cholest-5-ene isomerase [5.3.3.1]"
"815","RXN-12811: (expasy) dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase [2.6.1.90]"
"816","RXN-12893: (expasy) Cyanase [4.2.1.104]"
