"","x"
"267","ALANINE-AMINOTRANSFERASE-RXN: (expasy) Alanine transaminase [2.6.1.2]"
"268","ALARACECAT-RXN: (expasy) Alanine racemase [5.1.1.1]"
"269","ALKANAL-MONOOXYGENASE-FMN-LINKED-RXN: (expasy) Bacterial luciferase [1.14.14.3]"
"270","ALKANE-1-MONOOXYGENASE-RXN: (expasy) Alkane 1-monooxygenase [1.14.15.3]"
"271","ALKAPHOSPHA-RXN: (expasy) Alkaline phosphatase [3.1.3.1]"
"272","ALLANTOINASE-RXN: (expasy) Allantoinase [3.5.2.5]"
"273","ALLOPHANATE-HYDROLASE-RXN: (expasy) Allophanate hydrolase [3.5.1.54]"
"274","ALPHA-L-FUCOSIDASE-RXN: (expasy) Alpha-L-fucosidase [3.2.1.51]"
"275","ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN: (expasy) Alpha,alpha-trehalose phosphorylase [2.4.1.64]"
"276","AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN: (expasy) Aminocarboxymuconate-semialdehyde decarboxylase [4.1.1.45]"
"277","AMINOBUTDEHYDROG-RXN: (expasy) Aminobutyraldehyde dehydrogenase [1.2.1.19]"
"278","AMINOCYL-TRNA-HYDROLASE-RXN: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29]"
"279","AMP-NUCLEOSID-RXN: (expasy) AMP nucleosidase [3.2.2.4]"
"280","ANTHRANILOYL-COA-MONOOXYGENASE-RXN: (expasy) Anthraniloyl-CoA monooxygenase [1.14.13.40]"
"281","ARABISOM-RXN: (expasy) L-arabinose isomerase [5.3.1.4]"
"282","ARGINASE-RXN: (expasy) Arginase [3.5.3.1]"
"283","ARGININE-DEIMINASE-RXN: (expasy) Arginine deiminase [3.5.3.6]"
"284","ARGINYLTRANSFERASE-RXN: (expasy) Arginyltransferase [2.3.2.8]"
"285","ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN: (expasy) Aryl-alcohol dehydrogenase (NADP(+)) [1.1.1.91]"
"286","ARYLAMINE-N-ACETYLTRANSFERASE-RXN: (expasy) Arylamine N-acetyltransferase [2.3.1.5]"
"287","ARYLFORMAMIDASE-RXN: (expasy) Arylformamidase [3.5.1.9]"
"288","ARYLSULFAT-RXN: (expasy) Arylsulfatase (type I) [3.1.6.1]"
"289","ASNSYNA-RXN: (expasy) Aspartate--ammonia ligase [6.3.1.1]"
"290","ASPAMINOTRANS-RXN: (expasy) Aspartate transaminase [2.6.1.1]"
"291","ASPARAGHYD-RXN: (expasy) AMBIGUOUS [3.5.1.1; 3.5.1.38]"
"292","ASPARAGINE--TRNA-LIGASE-RXN: (expasy) Asparagine--tRNA ligase [6.1.1.22]"
"293","ASPARTATE-4-DECARBOXYLASE-RXN: (expasy) Aspartate 4-decarboxylase [4.1.1.12]"
"294","ASPARTATE-RACEMASE-RXN: (expasy) Aspartate racemase [5.1.1.13]"
"295","ATP-PYROPHOSPHATASE-RXN: (expasy) ATP diphosphatase [3.6.1.8]"
"296","ATPASE-RXN: (expasy) Nucleoside-triphosphate phosphatase [3.6.1.15]"
"297","ATPSYN-RXN: (expasy) H(+)-transporting two-sector ATPase [7.1.2.2]"
"298","BENZENE-12-DIOXYGENASE-RXN: (expasy) Benzene 1,2-dioxygenase [1.14.12.3]"
"299","BENZOATE--COA-LIGASE-RXN: (expasy) Benzoate--CoA ligase [6.2.1.25]"
"300","BENZOATE-12-DIOXYGENASE-RXN: (expasy) Benzoate 1,2-dioxygenase [1.14.12.10]"
"301","BENZOYLFORMATE-DECARBOXYLASE-RXN: (expasy) Benzoylformate decarboxylase [4.1.1.7]"
"302","BETA-GLUCURONID-RXN: (expasy) Beta-glucuronidase [3.2.1.31]"
"303","BETA-LACTAMASE-RXN: (expasy) Beta-lactamase [3.5.2.6]"
"304","BETA-PHOSPHOGLUCOMUTASE-RXN: (expasy) Beta-phosphoglucomutase [5.4.2.6]"
"305","BETA-UREIDOPROPIONASE-RXN: (expasy) Beta-ureidopropionase [3.5.1.6]"
"306","BIOTINLIG-RXN: (expasy) Biotin--[biotin carboxyl-carrier protein] ligase [6.3.4.15]"
"307","CARBAMATE-KINASE-RXN: (expasy) Carbamate kinase [2.7.2.2]"
"308","CARBODEHYDRAT-RXN: (expasy) Carbonic anhydrase [4.2.1.1]"
"309","CARBONYL-REDUCTASE-NADPH-RXN: (expasy) Carbonyl reductase (NADPH) [1.1.1.184]"
"310","CARNDETRU-RXN: (expasy) Crotonobetainyl-CoA hydratase [4.2.1.149]"
"311","CARNITINE-3-DEHYDROGENASE-RXN: (expasy) Carnitine 3-dehydrogenase [1.1.1.108]"
"312","CARVEOL-DEHYDROGENASE-RXN: (expasy) Carveol dehydrogenase [1.1.1.243]"
"313","CATECHOL-2-3-DIOXYGENASE-RXN: (metacyc) Methylcatechol 2,3-dioxygenase [1.13.11.2]"
"314","CATECHOL-23-DIOXYGENASE-RXN: (expasy) Catechol 2,3-dioxygenase [1.13.11.2]"
"315","CDPDIGLYPYPHOSPHA-RXN: (expasy) CDP-diacylglycerol diphosphatase [3.6.1.26]"
"316","CDPDIGLYSYN-RXN: (expasy) Phosphatidate cytidylyltransferase [2.7.7.41]"
"317","CELLOBIOSE-EPIMERASE-RXN: (expasy) Cellobiose epimerase [5.1.3.11]"
"318","CHEBDEAMID-RXN: (expasy) Protein-glutamine glutaminase [3.5.1.44]"
"319","CHER-RXN: (expasy) Protein-glutamate O-methyltransferase [2.1.1.80]"
"320","CHITIN-DEACETYLASE-RXN: (expasy) Chitin deacetylase [3.5.1.41]"
"321","CHLORIDE-PEROXIDASE-RXN: (expasy) Chloride peroxidase [1.11.1.10]"
"322","CHMS-DEHYDROGENASE-RXN: (expasy) 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [1.2.1.60]"
"323","CHOLINE-KINASE-RXN: (expasy) Choline kinase [2.7.1.32]"
"324","CHOLINE-SULFATASE-RXN: (expasy) Choline-sulfatase [3.1.6.6]"
"325","CHORPYRLY-RXN: (expasy) Chorismate lyase [4.1.3.40]"
"326","CITLY-RXN: (expasy) Citrate (pro-3S)-lyase [4.1.3.6]"
"327","CITSYN-RXN: (expasy) AMBIGUOUS [2.3.3.1; 2.3.3.16]"
"328","CITTRANS-RXN: (expasy) Citrate CoA-transferase [2.8.3.10]"
"329","COA-DISULFIDE-REDUCTASE-NADH-RXN: (expasy) CoA-disulfide reductase [1.8.1.14]"
"330","COBALAMIN5PSYN-RXN: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"331","COBALAMINSYN-RXN: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26]"
"332","CREATINASE-RXN: (expasy) Creatinase [3.5.3.3]"
"333","CROBETREDUCT-RXN: (expasy) Crotonobetainyl-CoA reductase [1.3.8.13]"
"334","CYCLOEUCALENOL-CYCLOISOMERASE-RXN: (expasy) Cycloeucalenol cycloisomerase [5.5.1.9]"
"335","CYCLOHEXADIENYL-DEHYDROGENASE-RXN: (expasy) Arogenate dehydrogenase [1.3.1.43]"
"336","CYCLOHEXANONE-MONOOXYGENASE-RXN: (expasy) Cyclohexanone monooxygenase [1.14.13.22]"
"337","CYCLOPENTANOL-DEHYDROGENASE-RXN: (expasy) Cyclopentanol dehydrogenase [1.1.1.163]"
"338","CYCPHOSDIESTER-RXN: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]"
"339","CYSTATHIONINE-BETA-LYASE-RXN: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"340","CYTIDINEKIN-RXN: (expasy) Uridine/cytidine kinase [2.7.1.48]"
"341","CYTOCHROME-C-PEROXIDASE-RXN: (expasy) Cytochrome-c peroxidase [1.11.1.5]"
"342","D--TARTRATE-DEHYDRATASE-RXN: (expasy) D(-)-tartrate dehydratase [4.2.1.81]"
"343","D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN: (expasy) D-lactate dehydrogenase (cytochrome) [1.1.2.4]"
"344","D-PPENTOMUT-RXN: (metacyc) D-deoxyribose 1,5-phosphomutase [5.4.2.7]"
"345","D-THREO-ALDOSE-1-DEHYDROGENASE-RXN: (expasy) D-threo-aldose 1-dehydrogenase [1.1.1.122]"
"346","D-XYLULOSE-REDUCTASE-RXN: (expasy) D-xylulose reductase [1.1.1.9]"
"347","DARAB5PISOM-RXN: (expasy) Arabinose-5-phosphate isomerase [5.3.1.13]"
"348","DARABISOM-RXN: (expasy) D-arabinose isomerase [5.3.1.3]"
"349","DARABKIN-RXN: (expasy) L-fuculokinase [2.7.1.51]"
"350","DCMP-DEAMINASE-RXN: (expasy) dCMP deaminase [3.5.4.12]"
"351","DCYSDESULF-RXN: (expasy) D-cysteine desulfhydrase [4.4.1.15]"
"352","DEOXYGLUCONOKIN-RXN: (expasy) AMBIGUOUS [2.7.1.178; 2.7.1.45]"
"353","DEOXYHYPUSINE-MONOOXYGENASE-RXN: (expasy) Deoxyhypusine monooxygenase [1.14.99.29]"
"354","DEPHOSPHOCOAKIN-RXN: (expasy) Dephospho-CoA kinase [2.7.1.24]"
"355","DHBDEHYD-RXN: (expasy) 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [1.3.1.28]"
"356","DHLAXANAU-RXN: (metacyc) 1,2-dichloroethane dehalogenase [3.8.1.5]"
"357","DHLBXANAU-RXN: (metacyc) chloroacetate dehalogenase [3.8.1.3]"
"358","DIACYLGLYKIN-RXN: (expasy) Diacylglycerol kinase (ATP) [2.7.1.107]"
"359","DIAMACTRANS-RXN: (expasy) Diamine N-acetyltransferase [2.3.1.57]"
"360","DIENOYLCOAREDUCT-RXN: (expasy) 2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing) [1.3.1.34]"
"361","DIHYDROFOLATEREDUCT-RXN: (expasy) Dihydrofolate reductase [1.5.1.3]"
"362","DIHYDROFOLATESYNTH-RXN: (expasy) Dihydrofolate synthase [6.3.2.12]"
"363","DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN: (expasy) Dihydrouracil dehydrogenase (NAD(+)) [1.3.1.1]"
"364","DIMETHUROPORDEHYDROG-RXN: (expasy) Precorrin-2 dehydrogenase [1.3.1.76]"
"365","DIMETHYLARGININASE-RXN: (expasy) Dimethylargininase [3.5.3.18]"
"366","DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN: (expasy) Diphosphomevalonate decarboxylase [4.1.1.33]"
"367","DLACTDEHYDROGFAD-RXN: (expasy) D-lactate dehydrogenase (quinone) [1.1.5.12]"
"368","DLACTDEHYDROGNAD-RXN: (expasy) D-lactate dehydrogenase [1.1.1.28]"
"369","DMK-RXN: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"370","DNA-DIRECTED-DNA-POLYMERASE-RXN: (expasy) DNA-directed DNA polymerase [2.7.7.7]"
"371","DNA-LIGASE-NAD+-RXN: (expasy) AMBIGUOUS [6.5.1.2; 6.5.1.6]"
"372","DTDPDEHYRHAMREDUCT-RXN: (expasy) dTDP-4-dehydrorhamnose reductase [1.1.1.133]"
"373","DTDPGLUCOSEPP-RXN: (expasy) Glucose-1-phosphate thymidylyltransferase [2.7.7.24]"
"374","DUTP-PYROP-RXN: (expasy) AMBIGUOUS [3.6.1.23; 3.6.1.9]"
"375","ENOYL-COA-DELTA-ISOM-RXN: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"376","ENOYL-COA-HYDRAT-RXN: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"377","ENTDB-RXN: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"378","ERYTHRON4PDEHYDROG-RXN: (expasy) 4-phosphoerythronate dehydrogenase [1.1.1.290]"
"379","ETHAMLY-RXN: (expasy) Ethanolamine ammonia-lyase [4.3.1.7]"
"380","EXOPOLYPHOSPHATASE-RXN: (expasy) Exopolyphosphatase [3.6.1.11]"
"381","FATTY-ACYL-COA-SYNTHASE-RXN: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"382","FERREDOXIN--NITRITE-REDUCTASE-RXN: (expasy) Ferredoxin--nitrite reductase [1.7.7.1]"
"383","FOLYLPOLYGLUTAMATESYNTH-RXN: (expasy) Tetrahydrofolate synthase [6.3.2.17]"
"384","FORMATEDEHYDROG-RXN: (metacyc) formate dehydrogenase (menaquinone) [1.17.5.3]"
"385","FORMIMINOGLUTAMASE-RXN: (expasy) Formimidoylglutamase [3.5.3.8]"
"386","FORMIMINOGLUTAMATE-DEIMINASE-RXN: (expasy) Formimidoylglutamate deiminase [3.5.3.13]"
"387","FORMYLMETHANOFURAN-DEHYDROGENASE-RXN: (expasy) Formylmethanofuran dehydrogenase [1.2.7.12]"
"388","FORMYLTHFDEFORMYL-RXN: (expasy) Formyltetrahydrofolate deformylase [3.5.1.10]"
"389","FORMYLTHFGLUSYNTH-RXN: (expasy) Tetrahydrofolate synthase [6.3.2.17]"
"390","FRUCTOSE-5-DEHYDROGENASE-RXN: (expasy) Fructose 5-dehydrogenase [1.1.99.11]"
"391","FTRMBARK-RXN: (expasy) Formylmethanofuran--tetrahydromethanopterin N-formyltransferase [2.3.1.101]"
"392","FUCISOM-RXN: (expasy) L-fucose isomerase [5.3.1.25]"
"393","FUCULOKIN-RXN: (expasy) L-fuculokinase [2.7.1.51]"
"394","FUMARYLACETOACETASE-RXN: (expasy) Fumarylacetoacetase [3.7.1.2]"
"395","GALACTOKIN-RXN: (expasy) Galactokinase [2.7.1.6]"
"396","GALACTURIDYLYLTRANS-RXN: (expasy) UDP-glucose--hexose-1-phosphate uridylyltransferase [2.7.7.12]"
"397","GALACTUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12]"
"398","GALLATE-DIOXYGENASE-RXN: (expasy) Gallate dioxygenase [1.13.11.57]"
"399","GALPMUT-RXN: (expasy) UDP-galactopyranose mutase [5.4.99.9]"
"400","GDPMANDEHYDRA-RXN: (expasy) GDP-mannose 4,6-dehydratase [4.2.1.47]"
"401","GLUCISOM-RXN: (metacyc) glucose isomerase [5.3.1.5]"
"402","GLUCONATE-2-DEHYDROGENASE-RXN: (expasy) Gluconate 2-dehydrogenase (acceptor) [1.1.99.3]"
"403","GLUCOSAMINE-6-P-DEAMIN-RXN: (expasy) Glucosamine-6-phosphate deaminase [3.5.99.6]"
"404","GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN: (expasy) Glucose-6-phosphate 1-epimerase [5.1.3.15]"
"405","GLUCOSIDE-3-DEHYDROGENASE-RXN: (expasy) Glucoside 3-dehydrogenase [1.1.99.13]"
"406","GLUCOSYLCERAMIDASE-RXN: (expasy) Glucosylceramidase [3.2.1.45]"
"407","GLUCUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12]"
"408","GLUTACONATE-COA-TRANSFERASE-RXN: (expasy) Glutaconate CoA-transferase [2.8.3.12]"
"409","GLUTAMATE-DEHYDROGENASE-NADP+-RXN: (expasy) Glutamate dehydrogenase (NAD(P)(+)) [1.4.1.3]"
"410","GLUTAMINE--TRNA-LIGASE-RXN: (expasy) Glutamine--tRNA ligase [6.1.1.18]"
"411","GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Glutarate-semialdehyde dehydrogenase [1.2.1.20]"
"412","GLUTARYL-COA-DEHYDROGENASE-RXN: (expasy) Glutaryl-CoA dehydrogenase (ETF) [1.3.8.6]"
"413","GLUTDECARBOX-RXN: (expasy) Glutamate decarboxylase [4.1.1.15]"
"414","GLY3KIN-RXN: (expasy) Glycerate 3-kinase [2.7.1.31]"
"415","GLYCDEH-RXN: (expasy) Glycerol dehydrogenase [1.1.1.6]"
"416","GLYCERATE-DEHYDROGENASE-RXN: (expasy) Glycerate dehydrogenase [1.1.1.29]"
"417","GLYCEROL-3-PHOSPHATE-OXIDASE-RXN: (expasy) Glycerol-3-phosphate oxidase [1.1.3.21]"
"418","GLYCEROL-DEHYDRATASE-RXN: (expasy) Glycerol dehydratase [4.2.1.30]"
"419","GLYCERONE-KINASE-RXN: (expasy) Glycerone kinase [2.7.1.29]"
"420","GLYCINE-AMIDINOTRANSFERASE-RXN: (expasy) Glycine amidinotransferase [2.1.4.1]"
"421","GLYOCARBOLIG-RXN: (expasy) Tartronate-semialdehyde synthase [4.1.1.47]"
"422","GLYOXIII-RXN: (expasy) D-lactate dehydratase [4.2.1.130]"
"423","GLYRIBONUCSYN-RXN: (expasy) Phosphoribosylamine--glycine ligase [6.3.4.13]"
"424","GMP-REDUCT-RXN: (expasy) GMP reductase [1.7.1.7]"
"425","GSADENYLATION-RXN: (expasy) [Glutamine synthetase] adenylyltransferase [2.7.7.42]"
"426","GSHTRAN-RXN: (expasy) Glutathione transferase [2.5.1.18]"
"427","GST-RXN: (expasy) Glutathione transferase [2.5.1.18]"
"428","GTP-CYCLOHYDRO-I-RXN: (expasy) GTP cyclohydrolase I [3.5.4.16]"
"429","GUANINE-DEAMINASE-RXN: (expasy) Guanine deaminase [3.5.4.3]"
"430","GUANOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73]"
"431","GUANYL-KIN-RXN: (expasy) Guanylate kinase [2.7.4.8]"
"432","HALOACETATE-DEHALOGENASE-RXN: (expasy) Haloacetate dehalogenase [3.8.1.3]"
"433","HALOALKANE-DEHALOGENASE-RXN: (expasy) Haloalkane dehalogenase [3.8.1.5]"
"434","HEMEOSYN-RXN: (metacyc) heme o biosynthesis [2.5.1.141]"
"435","HISTIDINE-AMMONIA-LYASE-RXN: (expasy) Histidine ammonia-lyase [4.3.1.3]"
"436","HISTIDINE-DECARBOXYLASE-RXN: (expasy) Histidine decarboxylase [4.1.1.22]"
"437","HISTIDPHOS-RXN: (expasy) Histidinol-phosphatase [3.1.3.15]"
"438","HOLO-ACP-SYNTH-RXN: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"439","HOMOACONITATE-HYDRATASE-RXN: (expasy) Homoaconitate hydratase [4.2.1.36]"
"440","HOMOCYSMET-RXN: (expasy) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [2.1.1.14]"
"441","HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN: (expasy) Homocysteine S-methyltransferase [2.1.1.10]"
"442","HOMOSERDEAM-RXN: (expasy) Cystathionine gamma-lyase [4.4.1.1]"
"443","HOMOSERDEHYDROG-RXN: (expasy) Homoserine dehydrogenase [1.1.1.3]"
"444","HOMSUCTRAN-RXN: (expasy) Homoserine O-succinyltransferase [2.3.1.46]"
"445","HYALURONATE-LYASE-RXN: (expasy) Hyaluronate lyase [4.2.2.1]"
"446","HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN: (metacyc) Hydroxybenzoylformate decarboxylase [4.1.1.7]"
"447","HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN: (expasy) 2-oxo-hept-4-ene-1,7-dioate hydratase [4.2.1.163]"
"448","HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN: (expasy) Hydroxymethylglutaryl-CoA lyase [4.1.3.4]"
"449","HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN: (expasy) Hydroxymethylglutaryl-CoA reductase [1.1.1.88]"
"450","HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN: (expasy) Hydroxymethylglutaryl-CoA synthase [2.3.3.10]"
"451","HYDROXYPYRUVATE-REDUCTASE-RXN: (expasy) Hydroxypyruvate reductase [1.1.1.81]"
"452","ILEDEAMINE-RXN: (metacyc) isoleucine dehydrogenase [1.4.1.9]"
"453","IMIDAZOLE-N-ACETYLTRANSFERASE-RXN: (expasy) Imidazole N-acetyltransferase [2.3.1.2]"
"454","IMIDAZOLONEPROPIONASE-RXN: (expasy) Imidazolonepropionase [3.5.2.7]"
"455","INOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73]"
"456","ISOBUTYRYL-COA-MUTASE-RXN: (expasy) Isobutyryl-CoA mutase [5.4.99.13]"
"457","ISOCHORMAT-RXN: (expasy) Isochorismatase [3.3.2.1]"
"458","ISOCHORSYN-RXN: (expasy) Isochorismate synthase [5.4.4.2]"
"459","ISOCIT-CLEAV-RXN: (expasy) Isocitrate lyase [4.1.3.1]"
"460","ISOCITRATE-DEHYDROGENASE-NAD+-RXN: (expasy) AMBIGUOUS [1.1.1.286; 1.1.1.41]"
"461","ISOLEUCINE--TRNA-LIGASE-RXN: (expasy) Isoleucine--tRNA ligase [6.1.1.5]"
"462","ISOVALERYLCOA-DHLIPOAMIDE-RXN: (metacyc) dihydrolipoyllysine-residue (3-methylbutanoyl)transferase [2.3.1.168]"
"463","KANAMYCIN-KINASE-RXN: (expasy) Kanamycin kinase [2.7.1.95]"
"464","KDGALDOL-RXN: (expasy) 2-dehydro-3-deoxyglucarate aldolase [4.1.2.20]"
"465","KDO-8PPHOSPHAT-RXN: (expasy) 3-deoxy-manno-octulosonate-8-phosphatase [3.1.3.45]"
"466","KDOTRANS-RXN: (expasy) Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase [2.4.99.12]"
"467","KDUD-RXN: (expasy) 2-deoxy-D-gluconate 3-dehydrogenase [1.1.1.125]"
"468","KETOACYLCOATHIOL-RXN: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"469","KETOLACTOSE-RXN: (expasy) Beta-galactosidase [3.2.1.23]"
"470","KYNURENINASE-RXN: (expasy) Kynureninase [3.7.1.3]"
"471","KYNURENINE-3-MONOOXYGENASE-RXN: (expasy) Kynurenine 3-monooxygenase [1.14.13.9]"
"472","L-ARABINONATE-DEHYDRATASE-RXN: (expasy) L-arabinonate dehydratase [4.2.1.25]"
"473","L-GLN-FRUCT-6-P-AMINOTRANS-RXN: (expasy) Glutamine--fructose-6-phosphate transaminase (isomerizing) [2.6.1.16]"
"474","L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN: (expasy) L-lactate dehydrogenase (cytochrome) [1.1.2.3]"
"475","L-LACTATE-DEHYDROGENASE-RXN: (expasy) L-lactate dehydrogenase [1.1.1.27]"
"476","LACTALDDEHYDROG-RXN: (expasy) Lactaldehyde dehydrogenase [1.2.1.22]"
"477","LACTOSE-6-PHOSPHATE-ISOMERASE-RXN: (expasy) Galactose-6-phosphate isomerase [5.3.1.26]"
"478","LACTOSE-DEHYDRO-RXN: (expasy) Glucoside 3-dehydrogenase [1.1.99.13]"
"479","LAUROYLACYLTRAN-RXN: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241]"
"480","LEUCINE--TRNA-LIGASE-RXN: (expasy) Leucine--tRNA ligase [6.1.1.4]"
"481","LEUCINE-DEHYDROGENASE-RXN: (expasy) Leucine dehydrogenase [1.4.1.9]"
"482","LINB1-RXN: (expasy) Haloalkane dehalogenase [3.8.1.5]"
"483","LINB2-RXN: (expasy) Haloalkane dehalogenase [3.8.1.5]"
"484","LINOLENOYL-RXN: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"485","LIPIDXSYNTHESIS-RXN: (expasy) UDP-2,3-diacylglucosamine diphosphatase [3.6.1.54]"
"486","LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"487","LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN: (expasy) Long-chain-fatty-acyl-CoA reductase [1.2.1.50]"
"488","LTAA-RXN: (expasy) AMBIGUOUS [4.1.2.48; 4.1.2.49]"
"489","LXULRU5P-RXN: (expasy) L-ribulose-5-phosphate 3-epimerase [5.1.3.22]"
"490","LYSDECARBOX-RXN: (expasy) Lysine decarboxylase [4.1.1.18]"
"491","LYSOPHOSPHOLIPASE-RXN: (expasy) Lysophospholipase [3.1.1.5]"
"492","LYSYLTRANSFERASE-RXN: (expasy) Lysyltransferase [2.3.2.3]"
"493","MALATE--COA-LIGASE-RXN: (expasy) Malate--CoA ligase [6.2.1.9]"
"494","MALATE-DEHYDROGENASE-ACCEPTOR-RXN: (expasy) Malate dehydrogenase (quinone) [1.1.5.4]"
"495","MALEATE-ISOMERASE-RXN: (expasy) Maleate isomerase [5.2.1.1]"
"496","MALEYLACETOACETATE-ISOMERASE-RXN: (expasy) Maleylacetoacetate isomerase [5.2.1.2]"
"497","MALTOSE-PHOSPHORYLASE-RXN: (expasy) Maltose phosphorylase [2.4.1.8]"
"498","MANDELATE-DEHYDROGENASE-RXN: (expasy) (S)-mandelate dehydrogenase [1.1.99.31]"
"499","MANNITOL-2-DEHYDROGENASE-RXN: (expasy) Mannitol 2-dehydrogenase [1.1.1.67]"
"500","MANNPDEHYDROG-RXN: (expasy) Mannitol-1-phosphate 5-dehydrogenase [1.1.1.17]"
"501","MANNURONATE-REDUCTASE-RXN: (expasy) Mannuronate reductase [1.1.1.131]"
"502","MBCOA-DHLIPOAMIDE-RXN: (metacyc) dihydrolipoyllysine-residue (2-methylbutanoyl)transferase [2.3.1.168]"
"503","MCHMBARK-RXN: (expasy) Methenyltetrahydromethanopterin cyclohydrolase [3.5.4.27]"
"504","MCPMETEST-RXN: (expasy) Protein-glutamate methylesterase [3.1.1.61]"
"505","MERCAPYSTRANS-RXN: (expasy) 3-mercaptopyruvate sulfurtransferase [2.8.1.2]"
"506","METHANOL-DEHYDROGENASE-RXN: (expasy) Methanol dehydrogenase [1.1.1.244]"
"507","METHENYLTHFCYCLOHYDRO-RXN: (expasy) Methenyltetrahydrofolate cyclohydrolase [3.5.4.9]"
"508","METHGLYSYN-RXN: (expasy) Methylglyoxal synthase [4.2.3.3]"
"509","METHIONINE-GAMMA-LYASE-RXN: (expasy) Methionine gamma-lyase [4.4.1.11]"
"510","METHYLACETOACETYLCOATHIOL-RXN: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"511","METHYLACYLYLCOA-HYDROXY-RXN: (metacyc) Methylacrylyl-CoA hydratase [4.2.1.17]"
"512","METHYLENETHFDEHYDROG-NADP-RXN: (expasy) Methylenetetrahydrofolate dehydrogenase (NADP(+)) [1.5.1.5]"
"513","METHYLGLUTACONYL-COA-HYDRATASE-RXN: (expasy) Methylglutaconyl-CoA hydratase [4.2.1.18]"
"514","METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN: (expasy) AMBIGUOUS [3.2.2.16; 3.2.2.9]"
"515","MEVALONATE-KINASE-RXN: (expasy) Mevalonate kinase [2.7.1.36]"
"516","MHPELY-RXN: (expasy) 4-hydroxy-2-oxovalerate aldolase [4.1.3.39]"
"517","MHPHYDROXY-RXN: (expasy) 3-(3-hydroxy-phenyl)propanoic acid hydroxylase [1.14.13.127]"
"518","MMUM-RXN: (expasy) Homocysteine S-methyltransferase [2.1.1.10]"
"519","MOXXANAU-RXN: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7]"
"520","MTDMBARK-RXN: (expasy) Methylenetetrahydromethanopterin dehydrogenase [1.5.98.1]"
"521","MUCONATE-CYCLOISOMERASE-RXN: (expasy) Muconate cycloisomerase [5.5.1.1]"
"522","MYCOCEROSATE-SYNTHASE-RXN: (expasy) Mycocerosate synthase [2.3.1.111]"
"523","MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN: (expasy) Inositol-3-phosphate synthase [5.5.1.4]"
"524","MYO-INOSOSE-2-DEHYDRATASE-RXN: (expasy) Myo-inosose-2 dehydratase [4.2.1.44]"
"525","N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN: (expasy) N-acetyldiaminopimelate deacetylase [3.5.1.47]"
"526","N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN: (expasy) N-acylglucosamine 2-epimerase [5.1.3.8]"
