Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
032024_COL_SAN_T5_128_MCAV_S1_R1_001_val_1	(0.0, 0.001341027317923812)	(1.0, 0.0018119833402899124)	(2.0, 0.0028856034251753455)	(3.0, 0.004027073106503352)	(4.0, 0.005314885054668282)	(5.0, 0.0067144492793268645)	(6.0, 0.008327540175142957)	(7.0, 0.010909815992692678)	(8.0, 0.014074134916980166)	(9.0, 0.01651073365981495)	(10.0, 0.0184397908135744)	(11.0, 0.02169723663493993)	(12.0, 0.02760680344666371)	(13.0, 0.03457801688507718)	(14.0, 0.04228360242616321)	(15.0, 0.05273244027831958)	(16.0, 0.06781966279708444)	(17.0, 0.08759116823887485)	(18.0, 0.11261236990737893)	(19.0, 0.1467373909573836)	(20.0, 0.19280726694189124)	(21.0, 0.25403088465736234)	(22.0, 0.3315157889869036)	(23.0, 0.42795733840880246)	(24.0, 0.5567032780428303)	(25.0, 0.7339989298921296)	(26.0, 0.9632740245376602)	(27.0, 1.25082460541402)	(28.0, 1.5958870319651688)	(29.0, 1.972808835198838)	(30.0, 2.3667216408043963)	(31.0, 2.775349826532529)	(32.0, 3.18157600350817)	(33.0, 3.565997182725109)	(34.0, 3.9101556131824795)	(35.0, 4.194171363122606)	(36.0, 4.422959537134843)	(37.0, 4.591167999405691)	(38.0, 4.6753360889848254)	(39.0, 4.68141328421129)	(40.0, 4.619346868077263)	(41.0, 4.500447102232872)	(42.0, 4.353341194839907)	(43.0, 4.181023840831552)	(44.0, 3.9640355098712248)	(45.0, 3.728829562266067)	(46.0, 3.4950737334868385)	(47.0, 3.275651464552164)	(48.0, 3.0209447446988644)	(49.0, 2.709825076556296)	(50.0, 2.4086965940859577)	(51.0, 2.111121567931269)	(52.0, 1.8273273269677641)	(53.0, 1.5875362100657562)	(54.0, 1.3767973590914881)	(55.0, 1.1843306705160537)	(56.0, 0.9880351360864678)	(57.0, 0.7919750796680648)	(58.0, 0.6132805287862291)	(59.0, 0.45992713698357246)	(60.0, 0.3474019072441737)	(61.0, 0.26410854530545047)	(62.0, 0.20303193504893832)	(63.0, 0.15607070162096942)	(64.0, 0.1177888950006741)	(65.0, 0.08820247979898001)	(66.0, 0.06722631142427292)	(67.0, 0.0521224591024584)	(68.0, 0.03993214827494264)	(69.0, 0.030578216655575252)	(70.0, 0.023906339672055497)	(71.0, 0.018572164045849618)	(72.0, 0.014327573115456836)	(73.0, 0.010661034139069908)	(74.0, 0.008286963455701811)	(75.0, 0.0068847384625552845)	(76.0, 0.005342157931669709)	(77.0, 0.003844145272957197)	(78.0, 0.0028915901542732195)	(79.0, 0.0022184157268233693)	(80.0, 0.0017687458523608214)	(81.0, 0.001425506717416036)	(82.0, 0.0011707381346953913)	(83.0, 0.000974506458709516)	(84.0, 0.0008135299651888998)	(85.0, 0.0006765003880597801)	(86.0, 0.0005527746533703808)	(87.0, 0.0004643041011462405)	(88.0, 0.00039711969682565266)	(89.0, 0.00034257394282279915)	(90.0, 0.00025277300635468677)	(91.0, 0.00020221840508374944)	(92.0, 0.00018758417840005704)	(93.0, 0.00014700745895890994)	(94.0, 0.00013303842439720356)	(95.0, 0.00012039977407946924)	(96.0, 0.00010310477890783277)	(97.0, 0.00013370361651918959)	(98.0, 0.00025676415908660287)	(99.0, 0.0002121962869135397)	(100.0, 4.7228640661007266e-05)
032024_COL_SAN_T5_128_MCAV_S1_R2_001_val_2	(0.0, 0.0012398972682720118)	(1.0, 0.0017204570232125563)	(2.0, 0.002758572294934947)	(3.0, 0.004016390990532089)	(4.0, 0.0053233276721314435)	(5.0, 0.006638893189109562)	(6.0, 0.008452939888353357)	(7.0, 0.011066149494984466)	(8.0, 0.013953490564033317)	(9.0, 0.01629854251735506)	(10.0, 0.018650232036352778)	(11.0, 0.022245137606460498)	(12.0, 0.027869810760281177)	(13.0, 0.03420005714545793)	(14.0, 0.04204234099162165)	(15.0, 0.05308924154614579)	(16.0, 0.068261389168288)	(17.0, 0.08813691582842564)	(18.0, 0.11309748155292725)	(19.0, 0.1480177145742284)	(20.0, 0.19430345130250046)	(21.0, 0.2552475880695943)	(22.0, 0.33287790118952015)	(23.0, 0.42938412357878186)	(24.0, 0.5581734741462802)	(25.0, 0.7357993779313274)	(26.0, 0.9665078856968444)	(27.0, 1.2529772551930871)	(28.0, 1.5984306883123083)	(29.0, 1.9775770685593428)	(30.0, 2.3705554719185407)	(31.0, 2.7782307731974805)	(32.0, 3.1826782262881945)	(33.0, 3.564925677219044)	(34.0, 3.9063301952759213)	(35.0, 4.1908507754896975)	(36.0, 4.418999837930559)	(37.0, 4.582127307009575)	(38.0, 4.661788051469782)	(39.0, 4.667645703178829)	(40.0, 4.605007659651227)	(41.0, 4.4843048553467675)	(42.0, 4.333869739353349)	(43.0, 4.160015300385391)	(44.0, 3.9484156804444366)	(45.0, 3.7198584077145025)	(46.0, 3.48679489164715)	(47.0, 3.2570348920167294)	(48.0, 2.997437707159669)	(49.0, 2.692131590031579)	(50.0, 2.39996187913281)	(51.0, 2.1116910743121076)	(52.0, 1.8337881470772779)	(53.0, 1.5911512700354673)	(54.0, 1.3777548610660264)	(55.0, 1.1869407780393855)	(56.0, 0.9923373087683311)	(57.0, 0.7994038510213517)	(58.0, 0.6222432405901903)	(59.0, 0.4680253759180342)	(60.0, 0.3541805044699923)	(61.0, 0.2704721724605767)	(62.0, 0.2087454667002855)	(63.0, 0.1609390636756477)	(64.0, 0.12244582905096957)	(65.0, 0.09269294090841446)	(66.0, 0.07173880982593096)	(67.0, 0.05664830426160324)	(68.0, 0.04427322681531663)	(69.0, 0.0346480928285862)	(70.0, 0.027681303895083505)	(71.0, 0.02203937307050529)	(72.0, 0.017529147193680705)	(73.0, 0.013841979460676947)	(74.0, 0.011305101859319544)	(75.0, 0.009587963618944975)	(76.0, 0.007935873522194955)	(77.0, 0.006404587120747667)	(78.0, 0.005381738250080017)	(79.0, 0.004604479309423419)	(80.0, 0.003989840727828192)	(81.0, 0.0034820669536161533)	(82.0, 0.0030725291514085346)	(83.0, 0.002794415149585209)	(84.0, 0.0026098908237931215)	(85.0, 0.0024578905698133084)	(86.0, 0.0023543445452681084)	(87.0, 0.0022514622772905053)	(88.0, 0.0020855231353911464)	(89.0, 0.0018890511913823053)	(90.0, 0.0017569636344304152)	(91.0, 0.001727758345456128)	(92.0, 0.001683950411994697)	(93.0, 0.0017058543787254125)	(94.0, 0.0018259943174605486)	(95.0, 0.002030431340280559)	(96.0, 0.002308545342103885)	(97.0, 0.002764546104043324)	(98.0, 0.004701387768292645)	(99.0, 0.008318861061698676)	(100.0, 0.020434409690054688)
032024_COL_SAN_T5_129_MCAV_S2_R1_001_val_1	(0.0, 0.00026774405394213097)	(1.0, 0.00035236782228653506)	(2.0, 0.0006131755017742067)	(3.0, 0.0009454278381428096)	(4.0, 0.0012534028639208047)	(5.0, 0.001636290733806961)	(6.0, 0.0022980208567623833)	(7.0, 0.003316974264122462)	(8.0, 0.0045849435143976314)	(9.0, 0.0056704861165205196)	(10.0, 0.006662387663508207)	(11.0, 0.008216829178752548)	(12.0, 0.010851957834001655)	(13.0, 0.014231359468214251)	(14.0, 0.01814971739753834)	(15.0, 0.02370922152278751)	(16.0, 0.0323783023159708)	(17.0, 0.04426586085602324)	(18.0, 0.0599982517561825)	(19.0, 0.08322678252927597)	(20.0, 0.11697155061277528)	(21.0, 0.16351531683964296)	(22.0, 0.22639771309398965)	(23.0, 0.3123158089115958)	(24.0, 0.42994492782265387)	(25.0, 0.5893490555231388)	(26.0, 0.7965302368284943)	(27.0, 1.0595409088429022)	(28.0, 1.387938701927162)	(29.0, 1.7734055158354862)	(30.0, 2.198438103269492)	(31.0, 2.6537285433487403)	(32.0, 3.1198702476245446)	(33.0, 3.5735542233801403)	(34.0, 3.9918800303541295)	(35.0, 4.357123150903032)	(36.0, 4.653270270961283)	(37.0, 4.867251180144345)	(38.0, 4.991349161871632)	(39.0, 5.0295942497011845)	(40.0, 4.987810917262412)	(41.0, 4.868317994535441)	(42.0, 4.705811920178922)	(43.0, 4.51467457298673)	(44.0, 4.284591564145087)	(45.0, 4.017564731321547)	(46.0, 3.7349137150393377)	(47.0, 3.419363474719627)	(48.0, 3.0643057264196525)	(49.0, 2.6877153909007)	(50.0, 2.3135187982059815)	(51.0, 1.9688954379978505)	(52.0, 1.6742965167178345)	(53.0, 1.437296555270204)	(54.0, 1.214833847404229)	(55.0, 1.004638811398411)	(56.0, 0.8186794677364738)	(57.0, 0.6441852574103126)	(58.0, 0.48717972799617976)	(59.0, 0.3633647503466349)	(60.0, 0.2710970973534166)	(61.0, 0.20297565747361676)	(62.0, 0.15384809176246297)	(63.0, 0.11718241639619084)	(64.0, 0.08938420213249955)	(65.0, 0.06950316567112816)	(66.0, 0.0562775804988105)	(67.0, 0.04527857152637431)	(68.0, 0.03509874837700976)	(69.0, 0.026925618357320307)	(70.0, 0.020952706314585363)	(71.0, 0.01690880000763556)	(72.0, 0.013675755874412058)	(73.0, 0.010752074041857441)	(74.0, 0.008556711527021057)	(75.0, 0.00701336821090385)	(76.0, 0.005614995120884845)	(77.0, 0.004343557683382446)	(78.0, 0.0033856443712216096)	(79.0, 0.0026906196508847827)	(80.0, 0.0021322415073008047)	(81.0, 0.0016876199047699604)	(82.0, 0.0013532866560650194)	(83.0, 0.0011132880999407259)	(84.0, 0.0009162950654340804)	(85.0, 0.0007449666164089344)	(86.0, 0.0006214991511195579)	(87.0, 0.0005375690202205997)	(88.0, 0.0004536388893216416)	(89.0, 0.00036346602141367)	(90.0, 0.00027953589051471186)	(91.0, 0.0002330621816698342)	(92.0, 0.0002171085204245777)	(93.0, 0.0001949121221703078)	(94.0, 0.00017410299880692972)	(95.0, 0.00015676206267078134)	(96.0, 0.0001442765886527545)	(97.0, 0.00015190660055265979)	(98.0, 0.00024207946846063137)	(99.0, 0.00019838030939753746)	(100.0, 6.10400951992423e-05)
032024_COL_SAN_T5_129_MCAV_S2_R2_001_val_2	(0.0, 0.00028786622413693244)	(1.0, 0.0003757484608325825)	(2.0, 0.0006248634624895432)	(3.0, 0.0009743164509250021)	(4.0, 0.0013154656059718955)	(5.0, 0.0017036698168873261)	(6.0, 0.002260718640036919)	(7.0, 0.0032883180218718816)	(8.0, 0.004677134156109438)	(9.0, 0.005791231802408624)	(10.0, 0.0068707301429221206)	(11.0, 0.008514889153858061)	(12.0, 0.011215710963488943)	(13.0, 0.014686021333793549)	(14.0, 0.018555607692865007)	(15.0, 0.024173842966345185)	(16.0, 0.03282297742665172)	(17.0, 0.04471960272800302)	(18.0, 0.060705865973222764)	(19.0, 0.0842444656853427)	(20.0, 0.11752000203167125)	(21.0, 0.16455429831673685)	(22.0, 0.22880728511910844)	(23.0, 0.31345794665437515)	(24.0, 0.43217439268011554)	(25.0, 0.5930556286946437)	(26.0, 0.7995602013042968)	(27.0, 1.0630090033621529)	(28.0, 1.3916255978673542)	(29.0, 1.7777884497414291)	(30.0, 2.2041079478964902)	(31.0, 2.658178165250021)	(32.0, 3.1192464381917655)	(33.0, 3.5707085598751713)	(34.0, 3.9898666937187106)	(35.0, 4.351177556233041)	(36.0, 4.642090595237461)	(37.0, 4.852143672648494)	(38.0, 4.974877790062069)	(39.0, 5.0161250064614205)	(40.0, 4.9709237813968805)	(41.0, 4.845999527927072)	(42.0, 4.684036717613683)	(43.0, 4.489881329225058)	(44.0, 4.257457032679113)	(45.0, 3.9935404480070353)	(46.0, 3.7100835593994312)	(47.0, 3.3949946014703185)	(48.0, 3.0475732842705954)	(49.0, 2.6770666182645444)	(50.0, 2.3066893536621325)	(51.0, 1.9681891214661913)	(52.0, 1.6771411451692069)	(53.0, 1.4396985653121062)	(54.0, 1.2179633782955925)	(55.0, 1.0103592397480698)	(56.0, 0.8265262082475472)	(57.0, 0.6547150515353201)	(58.0, 0.49885901869310534)	(59.0, 0.3740828502520594)	(60.0, 0.28072285146441905)	(61.0, 0.21120177436311846)	(62.0, 0.16137531410114775)	(63.0, 0.12373265337854956)	(64.0, 0.09542765330139309)	(65.0, 0.0756569179893347)	(66.0, 0.062125129496551725)	(67.0, 0.05060286868380158)	(68.0, 0.04019539750346633)	(69.0, 0.03198221429605948)	(70.0, 0.025982002686705294)	(71.0, 0.021539451823822827)	(72.0, 0.017848397882605522)	(73.0, 0.014831338418093445)	(74.0, 0.012385859485160945)	(75.0, 0.01058531161207369)	(76.0, 0.009216563075191834)	(77.0, 0.00783535878822713)	(78.0, 0.006690121766720823)	(79.0, 0.005958692442411359)	(80.0, 0.005399567660914624)	(81.0, 0.0048577425323107345)	(82.0, 0.004424559223873908)	(83.0, 0.004055730624198463)	(84.0, 0.0037263452331187047)	(85.0, 0.0034530107174117614)	(86.0, 0.0031921319517876664)	(87.0, 0.0029623925613706916)	(88.0, 0.002794239935252243)	(89.0, 0.0027015137957465967)	(90.0, 0.0024828461831810423)	(91.0, 0.002295317945822608)	(92.0, 0.002289090070781184)	(93.0, 0.002347908890616855)	(94.0, 0.0025416650030167134)	(95.0, 0.0027506448099622748)	(96.0, 0.002974156325337826)	(97.0, 0.003492453926007447)	(98.0, 0.005850742608360009)	(99.0, 0.010229630748596808)	(100.0, 0.02561732600372413)
032024_COL_SAN_T5_130_MCAV_S37_R1_001_val_1	(0.0, 0.0008760147530294287)	(1.0, 0.0012244042519963755)	(2.0, 0.0019458281662559048)	(3.0, 0.0027613508519405906)	(4.0, 0.003706259348334866)	(5.0, 0.004836564828906085)	(6.0, 0.0062088385788562775)	(7.0, 0.008188273449192596)	(8.0, 0.010555305639923008)	(9.0, 0.012659645427091528)	(10.0, 0.01496954622088524)	(11.0, 0.018628756183507525)	(12.0, 0.02512717252919003)	(13.0, 0.03307739849114637)	(14.0, 0.04093408579341222)	(15.0, 0.0506324204792847)	(16.0, 0.06521436937977584)	(17.0, 0.08474098467396507)	(18.0, 0.10912880971338601)	(19.0, 0.14222917278565397)	(20.0, 0.18808159972123462)	(21.0, 0.24879211064250048)	(22.0, 0.3261799484636712)	(23.0, 0.4262758362319769)	(24.0, 0.5599526629409004)	(25.0, 0.738561653005336)	(26.0, 0.9725488902769454)	(27.0, 1.2629589831408943)	(28.0, 1.6049850526902152)	(29.0, 1.9824157849882502)	(30.0, 2.3760959188209)	(31.0, 2.7814162947235355)	(32.0, 3.1868190070511684)	(33.0, 3.5698542173663474)	(34.0, 3.915076284473715)	(35.0, 4.2056577715284735)	(36.0, 4.4268739011377924)	(37.0, 4.580049337554171)	(38.0, 4.657480303978911)	(39.0, 4.657479183755442)	(40.0, 4.590219846432373)	(41.0, 4.477886077373185)	(42.0, 4.381922693983301)	(43.0, 4.295636921145107)	(44.0, 4.107120674717765)	(45.0, 3.839197387665755)	(46.0, 3.5898457254003153)	(47.0, 3.3138417063521697)	(48.0, 2.9949471312213976)	(49.0, 2.664353502288499)	(50.0, 2.347037882137771)	(51.0, 2.046419192797662)	(52.0, 1.7611951744850554)	(53.0, 1.5448564978612749)	(54.0, 1.3460599606557353)	(55.0, 1.136944484962305)	(56.0, 0.9550767648255387)	(57.0, 0.7621944474264171)	(58.0, 0.5769195676076316)	(59.0, 0.44040857552125984)	(60.0, 0.3379271718749795)	(61.0, 0.25829104555082916)	(62.0, 0.19957789307540919)	(63.0, 0.15514590949896068)	(64.0, 0.11847259367121013)	(65.0, 0.09115650448291587)	(66.0, 0.07271370539531997)	(67.0, 0.058924874711126576)	(68.0, 0.04829171354008394)	(69.0, 0.03911540299092721)	(70.0, 0.030517687863688248)	(71.0, 0.024467360905744584)	(72.0, 0.019460522109497745)	(73.0, 0.014571306777532345)	(74.0, 0.011036441620007586)	(75.0, 0.008792634010905354)	(76.0, 0.00706188875076409)	(77.0, 0.005491895558474136)	(78.0, 0.004307819351374255)	(79.0, 0.0033539490672252043)	(80.0, 0.0026437273876591455)	(81.0, 0.0021245038096167667)	(82.0, 0.0017346660422839775)	(83.0, 0.001477574756068819)	(84.0, 0.0011717537489370619)	(85.0, 0.0009029001162937591)	(86.0, 0.0007449486071158185)	(87.0, 0.0006026802265087374)	(88.0, 0.000497939332124784)	(89.0, 0.0003959989964141983)	(90.0, 0.00029293843723426547)	(91.0, 0.00022964581121615458)	(92.0, 0.0001842767607075972)	(93.0, 0.00016187229132065531)	(94.0, 0.0001405880454030605)	(95.0, 0.0001243448050975276)	(96.0, 0.00012266446989350697)	(97.0, 0.000128825698974916)	(98.0, 0.00016243240305532884)	(99.0, 0.00013330659285230439)	(100.0, 5.993195561006962e-05)
032024_COL_SAN_T5_130_MCAV_S37_R2_001_val_2	(0.0, 0.000850624269630501)	(1.0, 0.0011457160004878628)	(2.0, 0.0018990941315403691)	(3.0, 0.002791634840213109)	(4.0, 0.0036171092464182667)	(5.0, 0.004673962396136583)	(6.0, 0.006142155534322737)	(7.0, 0.008282688354746402)	(8.0, 0.010863064342186628)	(9.0, 0.013008068249441463)	(10.0, 0.015412954078758184)	(11.0, 0.01936874815263774)	(12.0, 0.026050228535970617)	(13.0, 0.03380700530220039)	(14.0, 0.0418806703475895)	(15.0, 0.05175115341325592)	(16.0, 0.06623076811600691)	(17.0, 0.08590802125999553)	(18.0, 0.11016534397666612)	(19.0, 0.14408133202037632)	(20.0, 0.1907829517436772)	(21.0, 0.251985982718031)	(22.0, 0.3295844891022931)	(23.0, 0.42931934638768854)	(24.0, 0.5640806979084865)	(25.0, 0.7432567082384408)	(26.0, 0.9750082286161483)	(27.0, 1.266400135120715)	(28.0, 1.6122644102611599)	(29.0, 1.9877200147078637)	(30.0, 2.3797124926855115)	(31.0, 2.785424500604611)	(32.0, 3.1905983014464083)	(33.0, 3.572305603054798)	(34.0, 3.9123792618630215)	(35.0, 4.203322383026909)	(36.0, 4.424807170268538)	(37.0, 4.570297453526587)	(38.0, 4.648611333803837)	(39.0, 4.651102288054654)	(40.0, 4.576534619656073)	(41.0, 4.461290121039195)	(42.0, 4.355592510578577)	(43.0, 4.260140395591591)	(44.0, 4.084478659510938)	(45.0, 3.829944716184993)	(46.0, 3.5790563852840145)	(47.0, 3.3004529048883082)	(48.0, 2.98402905987357)	(49.0, 2.656274363056934)	(50.0, 2.3415389122068175)	(51.0, 2.042130347013959)	(52.0, 1.7596610531668504)	(53.0, 1.544057421765775)	(54.0, 1.344020996939133)	(55.0, 1.1370812140451614)	(56.0, 0.9563487066121054)	(57.0, 0.7651974490907103)	(58.0, 0.5820404948234511)	(59.0, 0.44590707853133715)	(60.0, 0.34328389915300456)	(61.0, 0.26275515423676304)	(62.0, 0.20355181684765097)	(63.0, 0.15844693400893242)	(64.0, 0.1220779959524704)	(65.0, 0.09518217311955435)	(66.0, 0.07651091451257946)	(67.0, 0.06270196283450429)	(68.0, 0.052144609054399056)	(69.0, 0.042426142940992506)	(70.0, 0.03350073585426511)	(71.0, 0.0275458070809977)	(72.0, 0.022512481080805658)	(73.0, 0.01769935610704884)	(74.0, 0.013998413982546094)	(75.0, 0.011558877230287793)	(76.0, 0.009869365293958618)	(77.0, 0.008391671096256223)	(78.0, 0.007105674746440334)	(79.0, 0.005970577577176506)	(80.0, 0.0050797135260654555)	(81.0, 0.004480029004834491)	(82.0, 0.004054157984165344)	(83.0, 0.003678027804492987)	(84.0, 0.0033935549048596594)	(85.0, 0.0030878443427782634)	(86.0, 0.002827962420716383)	(87.0, 0.002617821339651292)	(88.0, 0.002398738084923857)	(89.0, 0.0021869203462970763)	(90.0, 0.0020047235579268114)	(91.0, 0.0018957408164169904)	(92.0, 0.0017996124495467892)	(93.0, 0.0017750214719753424)	(94.0, 0.0018728264964072332)	(95.0, 0.002013665731589156)	(96.0, 0.0021600938253100435)	(97.0, 0.0025580205532843648)	(98.0, 0.004305656618418777)	(99.0, 0.00750136593099907)	(100.0, 0.018402434511250662)
032024_COL_SAN_T5_131_MCAV_S3_R1_001_val_1	(0.0, 0.00034504284709558107)	(1.0, 0.0005320163270662232)	(2.0, 0.0009429966815910644)	(3.0, 0.0013864941630673218)	(4.0, 0.0018778640814442749)	(5.0, 0.0024252357184597778)	(6.0, 0.003135192990232361)	(7.0, 0.004414199983654724)	(8.0, 0.005855792611834168)	(9.0, 0.006997505069239441)	(10.0, 0.008385805739359618)	(11.0, 0.010442514019036682)	(12.0, 0.013649967291383302)	(13.0, 0.0174680199475954)	(14.0, 0.02165369678906378)	(15.0, 0.027673881542707883)	(16.0, 0.03706862147108783)	(17.0, 0.04951545506526874)	(18.0, 0.06589957078115026)	(19.0, 0.08948984313087616)	(20.0, 0.12197174319476148)	(21.0, 0.16680292547197345)	(22.0, 0.22847526974943966)	(23.0, 0.311953960661936)	(24.0, 0.42588042469680126)	(25.0, 0.5803765208711902)	(26.0, 0.7811002292746492)	(27.0, 1.040044950231092)	(28.0, 1.35979489207963)	(29.0, 1.728835378865356)	(30.0, 2.141719791823908)	(31.0, 2.587873741921391)	(32.0, 3.0475530103236097)	(33.0, 3.4960355480122245)	(34.0, 3.9150927955703874)	(35.0, 4.28586391611275)	(36.0, 4.580944197647479)	(37.0, 4.795598785189041)	(38.0, 4.929470893594495)	(39.0, 4.9777687629061385)	(40.0, 4.951060459383181)	(41.0, 4.850599698920308)	(42.0, 4.708361656353077)	(43.0, 4.554471643294922)	(44.0, 4.361477075317109)	(45.0, 4.126673611361513)	(46.0, 3.844201845802194)	(47.0, 3.4887490018145275)	(48.0, 3.0902362557149754)	(49.0, 2.7096838027349213)	(50.0, 2.363727766324122)	(51.0, 2.021706302274443)	(52.0, 1.7171734725856413)	(53.0, 1.4707216511532273)	(54.0, 1.248337019932493)	(55.0, 1.0426535464154167)	(56.0, 0.8564740262945051)	(57.0, 0.6811263224625206)	(58.0, 0.5152049724323411)	(59.0, 0.3835440286595841)	(60.0, 0.2854299208583712)	(61.0, 0.21105060597111278)	(62.0, 0.1570559166682865)	(63.0, 0.11792336088931017)	(64.0, 0.08835084043405017)	(65.0, 0.06590499030230884)	(66.0, 0.05121718470905951)	(67.0, 0.039633861486143986)	(68.0, 0.029839883499082762)	(69.0, 0.022076419439432192)	(70.0, 0.01594332799498456)	(71.0, 0.012006949126810364)	(72.0, 0.009499517337445619)	(73.0, 0.007173639506892944)	(74.0, 0.005310227481871521)	(75.0, 0.004344649462119751)	(76.0, 0.003439589428638672)	(77.0, 0.0025146578175761717)	(78.0, 0.0019419950818206787)	(79.0, 0.0016240498405179443)	(80.0, 0.0013955266983316041)	(81.0, 0.0011597775279338378)	(82.0, 0.0009357706533796387)	(83.0, 0.000794863103256836)	(84.0, 0.0006982149759290162)	(85.0, 0.0006006635950747681)	(86.0, 0.0005789855104404907)	(87.0, 0.0005148545100640869)	(88.0, 0.0004019478192605591)	(89.0, 0.00034504284709558107)	(90.0, 0.0002673630438227539)	(91.0, 0.00020865156460491945)	(92.0, 0.00019690926876135255)	(93.0, 0.00018426371939135743)	(94.0, 0.00016439214180993654)	(95.0, 0.00014090755012280274)	(96.0, 0.00012464898664709472)	(97.0, 0.00013277826838494874)	(98.0, 0.00016619864886279297)	(99.0, 0.00013819778954351808)	(100.0, 6.684076095568848e-05)
032024_COL_SAN_T5_131_MCAV_S3_R2_001_val_2	(0.0, 0.0004305995421195446)	(1.0, 0.0005314931586831199)	(2.0, 0.0009107450566587022)	(3.0, 0.001380981376713937)	(4.0, 0.0018368043229743756)	(5.0, 0.002448471873391051)	(6.0, 0.0033042659424570918)	(7.0, 0.004551923611569161)	(8.0, 0.0059004748972448055)	(9.0, 0.007139124207735128)	(10.0, 0.008504791374792094)	(11.0, 0.010428976776397423)	(12.0, 0.013599919011252648)	(13.0, 0.017378925453075848)	(14.0, 0.02196508082740765)	(15.0, 0.028400652226784274)	(16.0, 0.037387390787839876)	(17.0, 0.04958831170513509)	(18.0, 0.06606640129603615)	(19.0, 0.08980252542847943)	(20.0, 0.12243710620748517)	(21.0, 0.168019400833529)	(22.0, 0.23005456164633303)	(23.0, 0.313252158533347)	(24.0, 0.4279249604447477)	(25.0, 0.5811715539744725)	(26.0, 0.7809048813358646)	(27.0, 1.0382295462019526)	(28.0, 1.3560534467358367)	(29.0, 1.7277608443657049)	(30.0, 2.139722092496853)	(31.0, 2.5833801512744836)	(32.0, 3.041990283692491)	(33.0, 3.4907290567327864)	(34.0, 3.9054027216449434)	(35.0, 4.269250326377337)	(36.0, 4.568962921902197)	(37.0, 4.783772638252946)	(38.0, 4.911142721641701)	(39.0, 4.957628554637505)	(40.0, 4.931925905817935)	(41.0, 4.836045440827362)	(42.0, 4.6941448749817285)	(43.0, 4.533594304281491)	(44.0, 4.340382127726381)	(45.0, 4.106221556220256)	(46.0, 3.8216457056875193)	(47.0, 3.4682523011356636)	(48.0, 3.080018168778337)	(49.0, 2.706927087264168)	(50.0, 2.361640304636024)	(51.0, 2.0246961629274804)	(52.0, 1.7244538759156613)	(53.0, 1.4768294116134715)	(54.0, 1.252844682006472)	(55.0, 1.049642235739845)	(56.0, 0.8647627909098528)	(57.0, 0.6901510732369286)	(58.0, 0.5259494147872964)	(59.0, 0.3949922029953621)	(60.0, 0.2955660480512695)	(61.0, 0.2196868417085635)	(62.0, 0.16537544757804604)	(63.0, 0.12549454312370636)	(64.0, 0.09490215724425086)	(65.0, 0.07219028348710031)	(66.0, 0.057012100045317454)	(67.0, 0.04483640253216313)	(68.0, 0.03514881367033555)	(69.0, 0.027561974039099553)	(70.0, 0.02100569063419151)	(71.0, 0.016786175455764843)	(72.0, 0.013867467262318557)	(73.0, 0.011210001468902957)	(74.0, 0.00927860938040023)	(75.0, 0.00802374502439076)	(76.0, 0.006949047840816249)	(77.0, 0.0058752514931039125)	(78.0, 0.0051951204171619535)	(79.0, 0.004780735920561555)	(80.0, 0.0044348149494864405)	(81.0, 0.004117720726000917)	(82.0, 0.003898817611492446)	(83.0, 0.0037159479314709653)	(84.0, 0.003412366245918065)	(85.0, 0.003154727189336078)	(86.0, 0.0030376185272533566)	(87.0, 0.002935824074827607)	(88.0, 0.0028025003672257393)	(89.0, 0.002629539881688182)	(90.0, 0.002407033423731011)	(91.0, 0.0023016356278565617)	(92.0, 0.002268304700956095)	(93.0, 0.0023196523451000576)	(94.0, 0.0026007131340985883)	(95.0, 0.00294212992586283)	(96.0, 0.0032475132831400804)	(97.0, 0.003713245423884441)	(98.0, 0.006846352552528324)	(99.0, 0.012411716509044114)	(100.0, 0.029587953893130636)
